chrom	merged_gene1k.start	merged_gene1k.end	name2
chr5	116080057	116082825	1110006O24Rik
chr5	116080995	116098167	Rab35
chr5	116094581	116096641	Mir7030
chr5	116098294	116182568	Ccdc64
chr5	116294664	116457350	Cit
chr5	116462598	116475437	Prkab1
chr5	116489542	116534255	Tmem233
chr5	116574589	116739994	Ccdc60
chr5	116761368	116769283	B230112J18Rik
chr5	116857499	116873873	Hspb8
chr5	116887730	116916496	Srrm4os
chr5	116888281	117042826	Srrm4
chr5	117540686	117567002	Suds3
chr5	117569137	117726107	Taok3
chr5	117731659	117738573	Pebp1
chr5	117768274	117806015	Vsig10
chr5	117806313	117829598	Wsb2
chr5	117828153	117840032	Rfc5
chr5	117863010	118218997	Ksr2
chr5	118315847	118409849	Nos1
chr5	118425778	118461200	Fbxo21
chr5	118476832	118512879	Tesc
chr5	118513989	118606467	Fbxw8
chr5	118618772	118640487	Hrk
chr5	118639744	118696034	Rnft2
chr5	118694235	118714123	2410131K14Rik
chr5	119009727	119216446	Med13l
chr5	119401347	119412270	4930413E15Rik
chr5	119557244	119565552	1700081H04Rik
chr5	119643321	119651027	Gm7538
chr5	120019137	120031367	AW549542
chr5	120074950	120085471	Gm16063
chr5	120119870	120135733	Tbx3
chr5	120134096	120142227	Tbx3os2
chr5	120283671	120336227	Tbx5
chr5	120565521	120649980	Rbm19
chr5	120570104	120590272	Gm10390
chr5	120880894	120892466	Lhx5
chr5	120907210	120923772	Sdsl
chr5	120925555	120934914	Sds
chr5	120932901	120954632	Plbd2
chr5	120960200	120985033	Slc8b1
chr5	120983165	121039622	Tpcn1
chr5	121038031	121058122	Iqcd
chr5	121058068	121063598	Rita1
chr5	121062138	121079601	Ddx54
chr5	121077343	121085244	Cfap73
chr5	121097820	121130619	Rasal1
chr5	121129272	121162678	Dtx1
chr5	121179341	121200857	Oas2
chr5	121202106	121228668	Oas3
chr5	121235320	121246539	Oas1e
chr5	121249207	121263523	Oas1c
chr5	121261643	121275169	Oas1b
chr5	121296375	121308995	Oas1f
chr5	121310430	121324514	Oas1h
chr5	121325150	121338622	Oas1g
chr5	121345265	121358534	Oas1a
chr5	121363826	121372656	Oas1d
chr5	121389508	121461101	Rph3a
chr5	121579541	121642406	Ptpn11
chr5	121653509	121660250	Rpl6
chr5	121669227	121819586	Gm15800
chr5	121820733	121836624	Trafd1
chr5	121846990	121891122	Naa25
chr5	121893761	121903483	Erp29
chr5	121901717	121946430	Tmem116
chr5	121949105	121953989	Adam1b
chr5	121967612	121972704	Adam1a
chr5	121974059	121996901	Mapkapk5
chr5	122015035	122044833	Aldh2
chr5	122047289	122069947	Acad12
chr5	122070037	122111519	Acad10
chr5	122109571	122138258	Brap
chr5	122160617	122265959	Atxn2
chr5	122264489	122287868	Sh2b3
chr5	122268217	122270282	Mir7031
chr5	122298036	122305608	Fam109a
chr5	122309224	122500860	Cux2
chr5	122549988	122557863	Myl2
chr5	122557060	122589071	Ccdc63
chr5	122607287	122626278	Ppp1cc
chr5	122658737	122693306	Hvcn1
chr5	122688503	122715469	Tctn1
chr5	122733406	122775290	Pptc7
chr5	122774516	122805204	Rad9b
chr5	122803421	122814296	Vps29
chr5	122813592	122822972	Fam216a
chr5	122821516	122833778	Gpn3
chr5	122840886	122857190	Arpc3
chr5	122871452	122895920	Anapc7
chr5	122902521	122953234	Atp2a2
chr5	122999212	123065527	Ift81
chr5	123092919	123142441	P2rx7
chr5	123156552	123180747	P2rx4
chr5	123180179	123230419	Camkk2
chr5	123236469	123272351	Anapc5
chr5	123299196	123319954	Rnf34
chr5	123319680	123440108	Kdm2b
chr5	123438362	123449350	A930024E05Rik
chr5	123464082	123481461	Orai1
chr5	123486135	123497829	Morn3
chr5	123525283	123568454	Tmem120b
chr5	123567188	123583638	Rhof
chr5	123591201	123619639	Setd1b
chr5	123620815	123633695	Hpd
chr5	123677198	123701134	Psmd9
chr5	123793456	123825092	Bcl7a
chr5	123843806	123908940	Mlxip
chr5	123929161	123933110	Il31
chr5	123938333	123959214	Lrrc43
chr5	123959468	123962891	B3gnt4
chr5	123960338	123975173	Diablo
chr5	123971645	123973704	Mir7647
chr5	123977768	124024024	Vps33a
chr5	124026802	124135370	Clip1
chr5	124147310	124172053	Zcchc8
chr5	124177434	124200423	Rsrc2
chr5	124198734	124272602	Kntc1
chr5	124312578	124316525	Hcar2
chr5	124325744	124331029	Hcar1
chr5	124356283	124379841	Denr
chr5	124379697	124420904	Ccdc62
chr5	124422636	124454224	Hip1r
chr5	124445860	124447939	Mir7032
chr5	124453649	124483269	Vps37b
chr5	124510865	124546807	Abcb9
chr5	124561346	124566485	Ogfod2
chr5	124565116	124569204	Arl6ip4
chr5	124567697	124700769	Pitpnm2
chr5	124678733	124688146	Pitpnm2os1
chr5	124699967	124778981	Mphosph9
chr5	124777097	124792861	2810006K23Rik
chr5	124794447	124805637	Cdk2ap1
chr5	124817710	124876923	Sbno1
chr5	124888938	124913320	Setd8
chr5	124912273	124929244	Rilpl2
chr5	124932163	124942131	Snrnp35
chr5	124942088	124982400	Rilpl1
chr5	124989799	125001512	Tmed2
chr5	125001872	125020669	Ddx55
chr5	125019222	125030140	Eif2b1
chr5	125028156	125048689	Gtf2h3
chr5	125047757	125078658	Tctn2
chr5	125078632	125205825	Atp6v0a2
chr5	125204454	125315678	Dnah10
chr5	125313801	125343591	Ccdc92
chr5	125342074	125370000	Zfp664
chr5	125482844	125493917	Fam101a
chr5	125496522	125660584	Ncor2
chr5	125756456	125822464	Scarb1
chr5	125865334	125871387	Ubc
chr5	125893773	125915418	Dhx37
chr5	125920937	125942255	Bri3bp
chr5	125955242	125998773	Aacs
chr5	126011787	126273953	Tmem132b
chr5	127510158	127569899	4933438B17Rik
chr5	127649934	127665726	4930572K03Rik
chr5	127721195	128047160	Tmem132c
chr5	127736229	127762993	Tmem132cos
chr5	128075035	128098762	Slc15a4
chr5	128111631	128188890	Glt1d1
chr5	128262860	128939937	Tmem132d
chr5	129084004	129107562	5930412G12Rik
chr5	129105980	129110968	Fzd10
chr5	129241120	129262349	Piwil1
chr5	129262662	129460361	Rimbp2
chr5	129489432	129515447	Stx2
chr5	129525030	129531196	Ran
chr5	129601624	129711474	Adgrd1
chr5	130006105	130078259	Sfswap
chr5	130089088	130115086	Mmp17
chr5	130159469	130176963	Zfp11
chr5	130188265	130215386	Sept14
chr5	130220402	130225566	Mrps17
chr5	130229949	130265201	Gbas
chr5	130270433	130294129	Psph
chr5	130292231	130323319	Cct6a
chr5	130299436	130301552	Snora15
chr5	130321865	130340827	Sumf2
chr5	130338310	130355954	Phkg1
chr5	130356031	130364340	Chchd2
chr5	130370592	130380492	Zbed5
chr5	130383409	130388151	Nupr1l
chr5	130416978	130463562	Vkorc1l1
chr5	130463890	130479698	Gusb
chr5	130486372	130501201	Asl
chr5	130504175	130537653	Crcp
chr5	130548195	130612603	Tpst1
chr5	130619757	130632678	Kctd7
chr5	130646688	130691207	Rabgef1
chr5	130694613	130720635	Tmem248
chr5	130720601	130732400	Sbds
chr5	130730488	130818437	Tyw1
chr5	130844327	131317515	Caln1
chr5	130853720	130861501	A330070K13Rik
chr5	131349820	131784392	Wbscr17
chr5	131912551	133019213	Auts2
chr5	132355138	132360638	4930563F08Rik
chr5	134574617	134618628	Gatsl2
chr5	134622927	134653637	Wbscr16
chr5	134658907	134695013	Gtf2ird2
chr5	134694922	134706495	Ncf1
chr5	134712701	134791630	Gtf2i
chr5	134801323	134803392	Mir3965
chr5	134832530	134933586	Gtf2ird1
chr5	134964252	135029304	Clip2
chr5	135032123	135037041	Syna
chr5	135046945	135048984	Mir7228
chr5	135057559	135075198	Rfc2
chr5	135074972	135091895	Lat2
chr5	135094741	135116279	Eif4h
chr5	135130908	135165460	Limk1
chr5	135177464	135224193	Eln
chr5	135376462	135383603	Wbscr28
chr5	135389119	135392400	Cldn13
chr5	135407242	135419507	Wbscr27
chr5	135419992	135423804	Cldn4
chr5	135461083	135464346	Cldn3
chr5	135462302	135478220	Wbscr25
chr5	135484021	135489045	Abhd11
chr5	135486991	135490027	Abhd11os
chr5	135498351	135527970	Stx1a
chr5	135527826	135541536	Wbscr22
chr5	135539075	135542235	Dnajc30
chr5	135547769	135555136	Vps37d
chr5	135581760	135615252	Mlxipl
chr5	135624580	135639532	Tbl2
chr5	135643241	135658722	Bcl7b
chr5	135662192	135722999	Baz1b
chr5	135723807	135727917	Fzd9
chr5	135766573	135826914	Fkbp6
chr5	135828165	135844524	Trim50
chr5	135844822	135853667	Nsun5
chr5	135851009	135871416	Pom121
chr5	135858599	135860680	Mir7033
chr5	135881387	136021992	Hip1
chr5	136035317	136040439	Ccl26
chr5	136044806	136049913	Ccl24
chr5	136107523	136123246	Rhbdd2
chr5	136164014	136212196	Por
chr5	136210359	136221042	Tmem120a
chr5	136210675	136212759	Mir7034
chr5	136222089	136255255	Styxl1
chr5	136253518	136267256	Mdh2
chr5	136292975	136351642	Srrm3
chr5	136362788	136366433	Hspb1
chr5	136383248	136411511	Ywhag
chr5	136435092	136451346	Ssc4d
chr5	136454974	136465494	Zp3
chr5	136469669	136509751	Dtx2
chr5	136513365	136521863	Upk3b
chr5	136532136	136541194	Upk3bl
chr5	136558785	136588731	Rasa4
chr5	136580391	136582473	Mir7035
chr5	136591560	136599817	Polr2j
chr5	136597935	136612944	Lrwd1
chr5	136613650	136618484	Alkbh4
chr5	136622331	136647526	Orai2
chr5	136655226	136675824	Prkrip1
chr5	136693018	136721810	Sh2b2
chr5	136723004	137044360	Cux1
chr5	136850585	136852673	Mir721
chr5	137168015	137177964	Myl10
chr5	137216633	137359977	Col26a1
chr5	137383019	137390114	Ift22
chr5	137394015	137413979	4933404O12Rik
chr5	137428144	137443104	Fis1
chr5	137442738	137452715	Cldn15
chr5	137457063	137464829	Znhit1
chr5	137461888	137473516	Plod3
chr5	137466302	137468411	Mir702
chr5	137505164	137510221	Vgf
chr5	137509863	137522930	Ap1s1
chr5	137536375	137549142	Serpine1
chr5	137586155	137593077	Trim56
chr5	137728481	137736694	Ache
chr5	137734007	137736104	Mir8116
chr5	137734896	137737892	Ufsp1
chr5	137735931	137749902	Srrt
chr5	137736851	137738916	Mir7036
chr5	137750126	137756469	Trip6
chr5	137754785	137775810	Slc12a9
chr5	137790336	137816750	Ephb4
chr5	137818864	137919292	Zan
chr5	137923247	137928044	Epo
chr5	137941666	137944657	Pop7
chr5	137959107	137970163	Gigyf1
chr5	137968356	137975457	Gnb2
chr5	137969707	137971822	Mir6418
chr5	137993782	138011801	Actl6b
chr5	138010067	138030309	Tfr2
chr5	138036874	138043287	Mospd3
chr5	138045334	138053632	Pcolce
chr5	138052732	138067306	Fbxo24
chr5	138069350	138083327	Lrch4
chr5	138069350	138085124	Gm20605
chr5	138081700	138085130	Sap25
chr5	138083259	138087942	Irs3
chr5	138090705	138126981	Agfg2
chr5	138171190	138182226	Nyap1
chr5	138186196	138210681	Tsc22d4
chr5	138219145	138222335	Ppp1r35
chr5	138222133	138228929	Mepce
chr5	138228029	138264849	Zcwpw1
chr5	138262179	138278506	Pilra
chr5	138292374	138300277	Pilrb1
chr5	138306056	138313986	Pilrb2
chr5	138333160	138363847	Cyp3a13
chr5	138394036	138405187	Gjc3
chr5	138421748	138432460	Azgp1
chr5	138461503	138476893	Smok3a
chr5	138477451	138492861	Smok3b
chr5	138493422	138508767	Smok3c
chr5	138525311	138550050	Zkscan1
chr5	138557132	138576493	Zscan21
chr5	138579929	138597972	Zfp113
chr5	138601329	138606212	Cops6
chr5	138604816	138614090	Mcm7
chr5	138605548	138607632	Mir25
chr5	138605750	138607838	Mir93
chr5	138605964	138608046	Mir106b
chr5	138612248	138620913	Ap4m1
chr5	138618844	138629414	Taf6
chr5	138627762	138636122	Cnpy4
chr5	138634541	138637849	Mblac1
chr5	138666131	138694103	Nxpe5
chr5	138695709	138701623	Lamtor4
chr5	138699885	138706280	BC037034
chr5	138704272	138708889	6330418K02Rik
chr5	138705152	138714982	Gal3st4
chr5	138713887	138722165	Gpc2
chr5	138720736	138754621	Stag3
chr5	138881703	138902922	Zfp157
chr5	139002067	139006922	1700123K08Rik
chr5	139043879	139061971	Zfp68
chr5	139063086	139091054	A430033K04Rik
chr5	139230034	139287017	Fam20c
chr5	139295033	139298573	Gm5294
chr5	139451928	139471907	Pdgfa
chr5	139492257	139607340	Prkar1b
chr5	139625176	139663459	Dnaaf5
chr5	139675590	139726793	Sun1
chr5	139727277	139747004	Get4
chr5	139746829	139802418	Adap1
chr5	139812775	139822120	Cox19
chr5	139827570	139833987	Cyp2w1
chr5	139834692	139937488	3110082I17Rik
chr5	139844603	139846699	Mir339
chr5	139852650	139857007	D830046C22Rik
chr5	139855620	139873368	Gpr146
chr5	139881340	139893046	C130050O18Rik
chr5	139898132	139904754	Gper1
chr5	139946169	139961445	Zfand2a
chr5	139998704	140018293	4930500L23Rik
chr5	140018851	140025132	Uncx
chr5	140181646	140213287	Micall2
chr5	140226235	140252632	Ints1
chr5	140242832	140244897	Mir7037
chr5	140266489	140279606	Mafk
chr5	140279905	140291237	Tmem184a
chr5	140298547	140303797	Psmg3
chr5	140382896	140451678	Elfn1
chr5	140483642	140798506	Mad1l1
chr5	140802627	140808852	Ftsj2
chr5	140806875	140815089	Nudt1
chr5	140815256	140866201	Snx8
chr5	140894258	140920312	Eif3b
chr5	140902292	140904363	Mir7038
chr5	140980562	141002192	Chst12
chr5	141038142	141042021	Grifin
chr5	141082294	141092499	Lfng
chr5	141095530	141125985	Ttyh3
chr5	141138458	141179332	Iqce
chr5	141179964	141196332	Brat1
chr5	141199080	141230266	Amz1
chr5	141234897	141307385	Gna12
chr5	141347952	141477550	Card11
chr5	141716487	142690745	Sdk1
chr5	142876450	142938969	Foxk1
chr5	142938884	142955669	Ap5z1
chr5	142959792	143028052	Radil
chr5	143002693	143007030	Papolb
chr5	143038434	143085706	Mmd2
chr5	143104537	143146324	Wipi2
chr5	143177054	143199443	Slc29a4
chr5	143199557	143580066	Tnrc18
chr5	143275932	143288233	LOC102631757
chr17	31288696	31300997	LOC102631757
chr5	143284576	143290234	Tff1
chr17	31297340	31302998	Tff1
chr5	143418271	143436263	Cngb1
chr8	97761942	97831485	Cngb1
chr5	143632467	143657917	Fbxl18
chr5	143663793	143669433	Actb
chr5	143721033	143735868	Fscn1
chr5	143751571	143875699	Rnf216
chr5	143925457	143928430	Rbakdn
chr5	143932864	143943454	Rbak
chr5	143941695	143967747	Spdye4b
chr5	143976994	143989569	Spdye4a
chr5	143987670	143997427	4930448H16Rik
chr5	143995841	144011513	Zfp12
chr5	144010373	144032701	Zfp316
chr5	144061750	144078039	E130309D02Rik
chr5	144077167	144091917	Zdhhc4
chr5	144089986	144095383	0610040B10Rik
chr5	144118016	144154477	Grid2ip
chr5	144164498	144183955	Kdelr2
chr5	144224360	144266310	Daglb
chr5	144265348	144289861	Rac1
chr5	144308573	144326393	Fam220a
chr5	144382315	144472117	Cyth3
chr5	144470194	144494149	Usp42
chr5	144518222	144526811	D130017N08Rik
chr5	144577660	144664586	Eif2ak1
chr5	144650609	144656936	Ankrd61
chr5	144662572	144671708	Aimp2
chr5	144669869	144693625	Pms2
chr5	144747777	144776722	Ccz1
chr5	144779675	144812478	Ocm
chr5	144860304	144950073	Lmtk2
chr5	144950154	144956310	Bhlha15
chr5	144955217	144985447	Tecpr1
chr5	145004305	145026442	Bri3
chr5	145024393	145119981	Baiap2l1
chr5	145036929	145042383	Gm15708
chr5	145117791	145122874	Dmr
chr5	145305755	145319347	Nptx2
chr5	145495783	145523447	Tmem130
chr5	145528660	145621642	Trrap
chr5	145636363	145727699	Smurf1
chr5	145656600	145658685	Mir7039
chr5	145743612	145771505	Kpna7
chr5	145789468	145794633	Gm4871
chr5	145802858	145807547	1700018F24Rik
chr5	145843737	145870625	Arpc1a
chr5	145874124	145890055	Arpc1b
chr5	145888638	145901958	Pdap1
chr5	145900244	145909947	Bud31
chr5	145907246	145928973	Ptcd1
chr5	145927081	145943910	Cpsf4
chr5	145943574	145953461	Atp5j2
chr5	145954814	145963751	Zkscan14
chr5	145964427	145983619	Zkscan5
chr5	145991583	146009175	Zfp655
chr5	146043211	146053338	Zscan25
chr5	146105138	146152381	Cyp3a57
chr5	146196177	146231592	Cyp3a16
chr5	146318532	146346599	Cyp3a41b
chr5	146318532	146346599	Cyp3a41a
chr5	146504623	146532712	Cyp3a41a
chr5	146584558	146618450	Cyp3a44
chr5	146665182	146692430	Cyp3a11
chr5	146787769	146822194	Cyp3a25
chr5	146889833	146925859	Cyp3a59
chr5	146993025	146997880	1700001J03Rik
chr5	147019769	147034033	Rnf6
chr5	147042250	147115450	Cdk8
chr5	147195581	147283701	Wasf3
chr5	147292518	147297278	Gm6408
chr5	147301938	147306708	Gm6370
chr5	147312952	147329478	Gm3415
chr5	147366688	147371491	Gm3415
chr5	147312974	147317759	4930449I24Rik
chr5	147324698	147329478	Gm3402
chr5	147366711	147371491	Gm3402
chr5	147336376	147341129	Gm3404
chr5	147348223	147353003	Gm3409
chr5	147392725	147397815	Gpr12
chr5	147545387	147607532	Usp12
chr5	147643465	147649608	Rpl21
chr5	147655646	147660302	Rasl11a
chr5	147759232	147768190	Gtf3a
chr5	147762148	147776373	Mtif3
chr5	147827230	147889148	Lnx2
chr5	147887921	147923937	Polr1d
chr5	147999271	148003522	Gsx1
chr5	148039173	148084097	2210019I11Rik
chr5	148080706	148087725	Pdx1
chr5	148093764	148095874	Mir7k
chr5	148111475	148119825	Cdx2
chr5	148125559	148135016	Urad
chr5	148141316	148213065	Flt3
chr5	148229195	148235620	D5Ertd605e
chr5	148241155	148361077	Pan3
chr5	148372771	148538564	Flt1
chr5	148671203	148688354	Pomp
chr5	148689016	148707378	Slc46a3
chr5	148767895	149128641	Mtus2
chr5	149137985	149212480	Slc7a1
chr5	149315206	149365364	Ubl3
chr5	149552415	149555715	2210417A02Rik
chr5	149588538	149595656	4930505K14Rik
chr5	149682159	149741223	Katnal1
chr5	149760825	149764234	8430423G03Rik
chr5	149800631	149807791	5930430L01Rik
chr5	149817537	149825352	Gm15408
chr5	149857277	149865633	Hmgb1
chr5	149930140	149994612	5730422E09Rik
chr5	149964703	149968768	Gm8615
chr5	149995135	150028010	Uspl1
chr5	150075579	150100729	Alox5ap
chr5	150213380	150235278	Medag
chr5	150241234	150274554	Tex26
chr5	150290630	150341605	Gm15997
chr5	150330253	150415469	Wdr95
chr5	150418419	150439890	Hsph1
chr5	150479831	150566174	B3glct
chr5	150603564	150615326	Gm21221
chr5	150649321	150667855	4930500F04Rik
chr5	150820249	150885761	Rxfp2
chr5	151061504	151301328	Fry
chr5	151301321	151305794	Gm5
chr5	151308643	151321734	Zar1l
chr5	151324195	151373721	Brca2
chr5	151373217	151398100	N4bp2l1
chr5	151437547	151469187	N4bp2l2
chr5	151475401	151614245	Pds5b
chr5	151754181	151797392	Kl
chr5	151839089	151993768	Stard13
chr5	152170249	152217658	1700028E10Rik
chr5	152208078	152235693	Gm3704
chr5	152363235	152390499	Vmn2r18
chr5	152444398	152454783	Rfc3
chr6	3237518	3268019	Gm8579
chr6	3321256	3350571	Samd9l
chr6	3406088	3445498	Hepacam2
chr6	3447392	3554531	Vps50
chr6	3634719	3715713	Calcr
chr6	3670300	3672385	Mir653
chr6	3670896	3673003	Mir489
chr6	3911594	3919354	Tfpi2
chr6	3943011	3948436	Gngt1
chr6	3952986	3959445	Gng11
chr6	3980840	3998584	4930528H21Rik
chr6	4025903	4037927	Bet1
chr6	4454617	4492543	Col1a2
chr6	4550065	4594381	Casd1
chr6	4623349	4698204	Sgce
chr6	4696305	4711516	Peg10
chr6	4852319	5116661	Ppp1r9a
chr6	5117089	5144946	Pon1
chr6	5169851	5207233	Pon3
chr6	5213623	5249373	Pon2
chr6	5332385	5384021	Asb4
chr6	5432350	5447278	Pdk4
chr6	5674638	5979039	Dync1i1
chr6	5912896	5928393	1700019G24Rik
chr6	5990217	6168173	Slc25a13
chr6	6507274	6529658	Shfm1
chr6	6769545	6820533	Dlx6os1
chr6	6812333	6818970	Dlx6
chr6	6812796	6816150	Dlx6os2
chr6	6826800	6833068	Dlx5
chr6	6905017	6990220	Sdhaf3
chr6	7503884	7513978	Tac1
chr6	7624170	7644182	Asns
chr6	7794223	7823042	C1galt1
chr6	7946807	8143617	Col28a1
chr6	8158226	8187273	Mios
chr6	8204935	8210141	Rpa3
chr6	8208287	8379765	Umad1
chr6	8456058	8460161	A430035B10Rik
chr6	8458599	8548549	Glcci1
chr6	8579526	8729484	Ica1
chr6	8899018	9199578	Nxph1
chr6	10920467	10925378	AA545190
chr6	11849372	11858446	Ndufa4
chr6	11874880	12032198	Phf14
chr6	12048522	12060580	Gm6578
chr6	12260607	12700253	Thsd7a
chr6	13018758	13040269	Tmem106b
chr6	13134609	13175965	Vwde
chr6	13362336	13366996	1700016P04Rik
chr6	13529688	13559063	Tmem168
chr6	13574674	13628966	B630005N14Rik
chr6	13784073	13790848	Gpr85
chr6	13818073	13822483	2610001J05Rik
chr6	13820568	13847421	1110019D14Rik
chr6	14662821	14706274	Ppp1r3a
chr6	14850348	15392977	Foxp2
chr6	15669660	15753169	Mdfic
chr6	16782380	16849441	Tfec
chr6	17014148	17056825	Tes
chr6	17146750	17156695	D830026I12Rik
chr6	17230184	17240130	Cav2
chr6	17255334	17292328	Cav1
chr6	17412956	17524980	Met
chr6	17586097	17617536	Capza2
chr6	17642993	17894023	St7
chr6	17937939	17981445	Wnt2
chr6	17999963	18060061	Asz1
chr6	18119686	18273769	Cftr
chr6	18315476	18465825	Cttnbp2
chr6	18797634	18805052	Lsm8
chr6	18815317	18830584	Ankrd7
chr6	19196898	19229843	4930524B17Rik
chr6	19504341	19506461	Mir6370
chr6	21165108	21680805	Kcnd2
chr6	21720394	21803515	Tspan12
chr6	21898570	21927038	Ing3
chr6	21934909	22206606	Cped1
chr6	22237226	22249522	Wnt16
chr6	22255521	22307081	Fam3c
chr6	22824501	23003916	Ptprz1
chr6	23021172	23083986	Aass
chr6	23194046	23199264	Fezf1
chr6	23211773	23790421	Cadps2
chr6	23597868	23601305	Rnf133
chr6	23602894	23606136	Rnf148
chr6	23918160	23921060	Tas2r118
chr6	24037282	24119092	Slc13a1
chr6	24393864	24466067	Iqub
chr6	24467663	24478687	Ndufa5
chr6	24477143	24524164	Asb15
chr6	24546770	24556414	Lmod2
chr6	24562809	24615995	Wasl
chr6	24682244	24696452	Hyal6
chr6	24697366	24717519	Hyal4
chr6	24740187	24752048	Spam1
chr6	24806996	24842958	Hyal5
chr6	24900140	24907125	Tmem229a
chr6	25617522	25640980	Gpr37
chr6	25692734	25760226	Pot1a
chr6	25880425	25928227	Gm20756
chr6	27224120	28085369	Grm8
chr6	27885654	27887750	Mir592
chr6	28188930	28212601	Zfp800
chr6	28365602	28372724	Gcc1
chr6	28372639	28377499	Arf5
chr6	28376900	28389622	Fscn3
chr6	28391333	28400340	Pax4
chr6	28429347	28839832	Snd1
chr6	28777125	28782747	Lrrc4
chr6	28971618	28973691	Mir129-1
chr6	29009220	29024876	Lep
chr6	29072572	29115724	Rbm28
chr6	29118229	29130584	Prrt4
chr6	29149436	29167364	Impdh1
chr6	29221487	29226449	Hilpda
chr6	29230140	29241676	Fam71f2
chr6	29268139	29287022	Fam71f1
chr6	29297105	29327675	Calu
chr6	29325670	29331513	Opn1sw
chr6	29347925	29377995	Ccdc136
chr6	29382152	29412888	Flnc
chr6	29416782	29421509	Atp6v1f
chr6	29420436	29424429	Gm9047
chr6	29431035	29458952	Kcp
chr6	29475624	29492869	Irf5
chr6	29489826	29560607	Tnpo3
chr6	29643213	29669558	Tspan33
chr6	29684496	29712366	Smo
chr6	29717442	29863310	Ahcyl2
chr6	29866012	29910680	Strip2
chr6	29934328	29944531	Smkr-ps
chr6	29996987	30104458	Nrf1
chr6	30107640	30125125	Mirc35hg
chr6	30114917	30116992	Mir182
chr6	30118445	30120551	Mir96
chr6	30118667	30120737	Mir183
chr6	30125622	30129040	BB283400
chr6	30160288	30255539	Ube2h
chr6	30315383	30342020	Zc3hc1
chr6	30350854	30406174	Klhdc10
chr6	30409984	30414313	1700012C14Rik
chr6	30430232	30460783	Tmem209
chr6	30458848	30471253	Ssmem1
chr6	30490641	30515473	Cpa2
chr6	30517375	30542747	Cpa4
chr6	30560009	30582521	Cpa5
chr6	30588220	30596361	Cpa1
chr6	30602456	30644749	Cep41
chr6	30682505	30699466	Mest
chr6	30690298	30692396	Mir335
chr6	30696553	30847794	Copg2
chr6	30845980	30866573	Tsga13
chr6	30905020	30909990	Klf14
chr6	31011659	31013747	Mir29a
chr6	31012022	31014093	Mir29b-1
chr6	31042562	31169474	Lncpint
chr6	31169350	31288394	2210408F21Rik
chr6	31315884	31349773	Mkln1os
chr6	31347827	31460477	Mkln1
chr6	31468492	31514937	Podxl
chr6	31999287	32009915	1700012A03Rik
chr6	32093558	32539192	Plxna4
chr6	32460140	32466576	Plxna4os1
chr6	32741226	33011152	Chchd3
chr6	33198149	33923930	Exoc4
chr6	33978447	34085034	Lrguk
chr6	34104878	34128054	Slc35b4
chr6	34252929	34268489	Akr1b3
chr6	34252933	34268443	Gm6644
chr6	34303163	34319454	Akr1b8
chr6	34333246	34347949	Akr1b10
chr6	34361361	34374137	Akr1b7
chr6	34425355	34456610	Bpgm
chr6	34658443	34726469	Cald1
chr6	34729431	34810459	Agbl3
chr6	34812145	34825946	Tmem140
chr6	34820770	34829065	3110062M04Rik
chr6	34829425	34861831	Wdr91
chr6	34869959	34890342	Stra8
chr6	34894294	34928999	2010107G12Rik
chr6	34971064	35084737	Cnot4
chr6	35126615	35198598	Nup205
chr6	35201698	35213059	1810058I24Rik
chr6	35216952	35259126	Slc13a4
chr6	35261745	35277141	Fam180a
chr6	35279845	35287829	1700065J11Rik
chr6	35457823	35490888	Mtpn
chr6	36282137	36339234	9330158H04Rik
chr6	36337083	36475774	Chrm2
chr6	36370741	36372825	Mir490
chr6	36664662	36762361	Ptn
chr6	36795021	37250976	Dgki
chr6	37280020	37393148	Creb3l2
chr6	37479172	37519815	Akr1d1
chr6	37819810	37919445	Trim24
chr6	37932738	37997996	Svopl
chr6	37997482	38075586	Atp6v0a4
chr6	38058352	38066806	Tmem213
chr6	38072173	38205009	D630045J12Rik
chr6	38236393	38250259	Zc3hav1l
chr6	38259496	38305603	Zc3hav1
chr6	38330523	38378647	Ttc26
chr6	38382924	38463763	Ubn2
chr6	38456324	38458393	Mir7670
chr6	38483860	38490449	1110001J03Rik
chr6	38500333	38560470	Luc7l2
chr6	38575659	38588239	Klrg2
chr6	38612068	38631864	Clec2l
chr6	38646838	38827189	Hipk2
chr6	38867984	39035578	Tbxas1
chr6	39012877	39018585	1700025N23Rik
chr6	39035410	39069348	Parp12
chr6	39067471	39099311	4930599N23Rik
chr6	39085618	39157772	Kdm7a
chr6	39283769	39328706	Slc37a3
chr6	39330426	39341378	Rab19
chr6	39346815	39371368	Mkrn1
chr6	39411376	39508833	Dennd2a
chr6	39522874	39539768	Adck2
chr6	39541581	39550470	Ndufb2
chr6	39552236	39676462	Braf
chr6	39750806	39761935	Mrps33
chr6	40059251	40199352	Tmem178b
chr6	40274476	40347761	Agk
chr6	40356496	40387132	E330009J07Rik
chr6	40391861	40417814	Wee2
chr6	40420413	40432822	Ssbp1
chr6	40440236	40443238	Tas2r137
chr6	40442590	40445484	Tas2r108
chr6	40463822	40470507	Prss37
chr6	40493034	40495976	Olfr461
chr6	40520386	40523331	Olfr460
chr6	40523896	40536804	Clec5a
chr6	40561313	40564309	Tas2r138
chr6	40577829	40720122	Mgam
chr6	40827792	40838493	Moxd2
chr6	40844260	40851386	Prss58
chr6	40869458	40891556	1700074P13Rik
