chrom	tss.start	tss.end	name2
chr2	128418075	128418077	Spdye4c
chr2	128513130	128513132	Anapc1
chr2	128524731	128524733	Mertk
chr2	128644037	128644039	Tmem87b
chr2	128689666	128689668	Fbln7
chr2	128769755	128769757	Zc3h8
chr2	128793136	128793138	Zc3h6
chr2	128891681	128891683	Ttl
chr2	128926730	128926732	Polr1b
chr2	128955434	128955436	Chchd5
chr2	129006408	129006410	AI847159
chr2	129024507	129024509	Slc20a1
chr2	129044703	129044705	A730036I17Rik
chr2	129122947	129122949	Ckap2l
chr2	129123104	129123106	Gm14023
chr2	129135707	129135709	Il1a
chr2	129195636	129195638	Il1bos
chr2	129196874	129196876	Il1b
chr2	129362337	129362339	F830045P16Rik
chr2	129418573	129418575	Sirpa
chr2	129418903	129418905	Sirpa
chr2	129524393	129524395	Pdyn
chr2	129525673	129525675	Pdyn
chr2	129626251	129626253	Stk35
chr2	129627194	129627196	4932416H05Rik
chr2	129838074	129838076	Tgm3
chr2	129842143	129842145	Mir6339
chr2	129926128	129926130	AU015228
chr2	129938150	129938152	Tgm6
chr2	129949009	129949011	Tgm6
chr2	130005099	130005101	Snrpb
chr2	130020928	130020930	Tmc2
chr2	130100146	130100148	Nop56
chr2	130101249	130101251	Snord110
chr2	130103760	130103762	Snord57
chr2	130110186	130110188	Idh3b
chr2	130121673	130121675	Ebf4
chr2	130223364	130223366	Cpxm1
chr2	130230993	130230995	1700020A23Rik
chr2	130231030	130231032	1700020A23Rik
chr2	130232256	130232258	Tmem239
chr2	130250023	130250025	Pced1a
chr2	130250054	130250056	Vps16
chr2	130250376	130250378	Pced1a
chr2	130276012	130276014	Ptpra
chr2	130389484	130389486	4930473A02Rik
chr2	130389491	130389493	Mrps26
chr2	130401903	130401905	Oxt
chr2	130408323	130408325	Avp
chr2	130455762	130455764	Fastkd5
chr2	130455773	130455775	Ubox5
chr2	130468579	130468581	Lzts3
chr2	130490380	130490382	Ddrgk1
chr2	130493575	130493577	Itpa
chr2	130523254	130523256	Slc4a11
chr2	130629836	130629838	Gm14057
chr2	130665422	130665424	4930402H24Rik
chr2	130665880	130665882	4930402H24Rik
chr2	130732131	130732133	A730017L22Rik
chr2	130732230	130732232	Atrn
chr2	130866133	130866135	Mir6973b
chr2	130868417	130868419	Gfra4
chr2	130868823	130868825	Gfra4
chr2	130889549	130889551	Adam33
chr2	130912500	130912502	Siglec1
chr2	130953146	130953148	Hspa12b
chr2	130985755	130985757	1700037H04Rik
chr2	130985816	130985818	1700037H04Rik
chr2	131000545	131000547	Spef1
chr2	131005802	131005804	Cenpb
chr2	131012682	131012684	Cdc25b
chr2	131036094	131036096	Ap5s1
chr2	131059797	131059799	Mavs
chr2	131088234	131088236	Pank2
chr2	131113786	131113788	Mir103-2
chr2	131178627	131178629	Rnf24
chr2	131317596	131317598	Smox
chr2	131388020	131388022	Adra1d
chr2	131673391	131673393	5330413P13Rik
chr2	131685482	131685484	Erv3
chr2	131735662	131735664	Prn
chr2	131735662	131735664	Prnp
chr2	131776595	131776597	Prnd
chr2	131776771	131776773	Prnd
chr2	131855723	131855725	Rassf2
chr2	131970843	131970845	Slc23a2
chr2	132073523	132073525	Tmem230
chr2	132078915	132078917	Pcna
chr2	132088882	132088884	Cds2
chr2	132111673	132111675	Cds2
chr2	132211182	132211184	Prokr2
chr2	132250475	132250477	4921508D12Rik
chr2	132316462	132316464	1700026D11Rik
chr2	132403983	132403985	Gpcpd1
chr2	132423930	132423932	AU019990
chr2	132516017	132516019	1110034G24Rik
chr2	132607012	132607014	Chgb
chr2	132641789	132641791	Trmt6
chr2	132641875	132641877	Mcm8
chr2	132672400	132672402	Crls1
chr2	132673468	132673470	Crls1
chr2	132706597	132706599	Lrrn4
chr2	132771771	132771773	Fermt1
chr2	133377893	133377895	Bmp2
chr2	133390442	133390444	Mir3090
chr2	134380087	134380089	Hao1
chr2	134469856	134469858	Tmx4
chr2	134611898	134611900	Plcb1
chr2	135041351	135041353	4930545L23Rik
chr2	135408955	135408957	9630028H03Rik
chr2	135567564	135567566	Plcb4
chr2	135883661	135883663	Lamp5
chr2	136213702	136213704	Pak7
chr2	136358055	136358057	Ankef1
chr2	136539184	136539186	Snap25
chr2	136716952	136716954	Slx4ip
chr2	136717141	136717143	Mkks
chr2	136717997	136717999	Slx4ip
chr2	136725085	136725087	Slx4ip
chr2	136942255	136942257	Jag1
chr2	138082318	138082320	Btbd3
chr2	138104227	138104229	Btbd3
chr2	138645663	138645665	Mir1952
chr2	139319654	139319656	Sptlc3
chr2	139503912	139503914	Ism1
chr2	139892540	139892542	Tasp1
chr2	139996293	139996295	Esf1
chr2	139996380	139996382	Ndufaf5
chr2	140215445	140215447	Sel1l2
chr2	140221164	140221166	Macrod2
chr2	140221169	140221171	Macrod2
chr2	140497211	140497213	Flrt3
chr2	142727199	142727201	Kif16b
chr2	142728699	142728701	Kif16bos
chr2	142888803	142888805	Snrpb2
chr2	142904226	142904228	Otor
chr2	143371867	143371869	Pcsk2
chr2	143373572	143373574	Pcsk2os1
chr2	143614921	143614923	Pcsk2os2
chr2	143688908	143688910	Bfsp1
chr2	143741065	143741067	Dstn
chr2	143836998	143837000	Rrbp1
chr2	143858836	143858838	Banf2
chr2	144015025	144015027	Gm5535
chr2	144091937	144091939	Snord17
chr2	144096307	144096309	Snx5
chr2	144096637	144096639	Snx5
chr2	144096638	144096640	Mgme1
chr2	144157097	144157099	Ovol2
chr2	144157815	144157817	Ovol2
chr2	144194717	144194719	Pet117
chr2	144194766	144194768	Csrp2bp
chr2	144194769	144194771	Csrp2bp
chr2	144285014	144285016	Zfp133-ps
chr2	144290910	144290912	Gm38402
chr2	144353133	144353135	Dzank1
chr2	144353479	144353481	Polr3f
chr2	144376594	144376596	Rbbp9
chr2	144381963	144381965	Sec23b
chr2	144390633	144390635	Sec23b
chr2	144419799	144419801	Gm561
chr2	144425687	144425689	Dtd1
chr2	144649400	144649402	Scp2d1
chr2	145068345	145068347	Slc24a3
chr2	145209255	145209257	Mir6240
chr2	145380717	145380719	Gm14092
chr2	145526929	145526931	BC039771
chr2	145611850	145611852	Rin2
chr2	145728975	145728977	Naa20
chr2	145760435	145760437	Crnkl1
chr2	145760518	145760520	Cfap61
chr2	146047731	146047733	Insm1
chr2	146085020	146085022	A930019D19Rik
chr2	146337739	146337741	Ralgapa2
chr2	146368665	146368667	4933406D12Rik
chr2	146681623	146681625	Kiz
chr2	146838794	146838796	Xrn2
chr2	146911080	146911082	Nkx2-4
chr2	147009817	147009819	Nkx2-2os
chr2	147012137	147012139	Nkx2-2
chr2	147013158	147013160	6430503K07Rik
chr2	147188528	147188530	AI646519
chr2	147190728	147190730	Pax1
chr2	147536427	147536429	A530006G24Rik
chr2	147871199	147871201	Foxa2
chr2	147871683	147871685	Foxa2
chr2	147872704	147872706	Foxa2
chr2	148221111	148221113	Sstr4
chr2	148233923	148233925	Thbd
chr2	148269270	148269272	Cd93
chr2	148498349	148498351	Nxt1
chr2	148498375	148498377	Nxt1
chr2	148506854	148506856	Gzf1
chr2	148558155	148558157	Napb
chr2	148576095	148576097	Cstl1
chr2	148597232	148597234	Cst11
chr2	148607743	148607745	8030411F24Rik
chr2	148615095	148615097	Cst12
chr2	148624573	148624575	Cst8
chr2	148645833	148645835	Cst13
chr2	148660881	148660883	Cst9
chr2	148676669	148676671	9230104L09Rik
chr2	148701247	148701249	Cst3
chr2	149230983	149230985	Cst10
chr2	149656517	149656519	Syndig1
chr2	149962413	149962415	Zfp120
chr2	150007489	150007491	Gm14139
chr2	150043833	150043835	Zfp937
chr2	150083251	150083253	Gm14124
chr2	150188500	150188502	3300002I08Rik
chr2	150277236	150277238	Zfp442
chr2	150310798	150310800	Zfp345
chr2	150396149	150396151	Cst7
chr2	150434258	150434260	Apmap
chr2	150493228	150493230	E130215H24Rik
chr2	150493975	150493977	Acss1
chr2	150514872	150514874	Vsx1
chr2	150574815	150574817	Entpd6
chr2	150612530	150612532	Pygb
chr2	150730466	150730468	Abhd12
chr2	150735328	150735330	Gins1
chr2	150835133	150835135	Ninl
chr2	150865114	150865116	Nanp
chr2	150918085	150918087	Gm14151
chr2	150923979	150923981	Gm14151
chr2	151127773	151127775	4930442J19Rik
chr2	151258184	151258186	LOC100125594
chr2	151301886	151301888	4921509C19Rik
chr2	151319916	151319918	Nsfl1c
chr2	151368217	151368219	Fkbp1a
chr2	151398357	151398359	Sdcbp2
chr2	151458328	151458330	Snph
chr2	151494268	151494270	Rad21l
chr2	151527742	151527744	Tmem74b
chr2	151567045	151567047	Psmf1
chr2	151668661	151668663	Rspo4
chr2	151737066	151737068	Angpt4
chr2	151793352	151793354	Mir1953
chr2	151799129	151799131	Fam110a
chr2	151799716	151799718	Fam110a
chr2	151805954	151805956	Fam110a
chr2	151822245	151822247	Slc52a3
chr2	151825600	151825602	Slc52a3
chr2	151907263	151907265	Scrt2
chr2	151931258	151931260	Srxn1
chr2	151969343	151969345	Tcf15
chr2	152052574	152052576	Csnk2a1
chr2	152119606	152119608	Tbc1d20
chr2	152158160	152158162	Rbck1
chr2	152158374	152158376	Rbck1
chr2	152169795	152169797	Trib3
chr2	152171403	152171405	Gm14164
chr2	152202301	152202303	Nrsn2
chr2	152223781	152223783	Sox12
chr2	152240779	152240781	Zcchc3
chr2	152241321	152241323	6820408C15Rik
chr2	152290355	152290357	Defb23
chr2	152302797	152302799	Defb20
chr2	152315873	152315875	Defb22
chr2	152337471	152337473	Defb26
chr2	152343989	152343991	Defb28
chr2	152365776	152365778	Defb29
chr2	152398478	152398480	Defb21
chr2	152406047	152406049	Defb19
chr2	152422220	152422222	Defb45
chr2	152430061	152430063	Defb36
chr2	152448788	152448790	Defb25
chr2	152452742	152452744	Rem1
chr2	152495195	152495197	H13
chr2	152512882	152512884	Mcts2
chr2	152561985	152561987	Id1
chr2	152579907	152579909	Cox4i2
chr2	152656452	152656454	Bcl2l1
chr2	152657463	152657465	Bcl2l1
chr2	152673698	152673700	Tpx2
chr2	152690801	152690803	Mir5622
chr2	152737086	152737088	Mylk2
chr2	152758943	152758945	Foxs1
chr2	152777140	152777142	Dusp15
chr2	152777317	152777319	Dusp15
chr2	152788219	152788221	Ttll9
chr2	152841118	152841120	Pdrg1
chr2	152857586	152857588	Xkr7
chr2	152891689	152891691	Ccm2l
chr2	152934202	152934204	Hck
chr2	152987035	152987037	Tm9sf4
chr2	153051176	153051178	Tspyl3
chr2	153067093	153067095	Plagl2
chr2	153067266	153067268	Pofut1
chr2	153117150	153117152	Kif3b
chr2	153171545	153171547	2500004C02Rik
chr2	153171873	153171875	Asxl1
chr2	153270214	153270216	Nol4l
chr2	153355706	153355708	Nol4l
chr2	153458516	153458518	Commd7
chr2	153475183	153475185	Dnmt3b
chr2	153567021	153567023	Mapre1
chr2	153606613	153606615	Efcab8
chr2	153696819	153696821	Sun5
chr2	153700779	153700781	Bpifb2
chr2	153726122	153726124	Bpifb6
chr2	153743964	153743966	Bpifb3
chr2	153766596	153766598	Bpifb4
chr2	153800679	153800681	Bpifa6
chr2	153834010	153834012	Bpifa2
chr2	153956070	153956072	Bpifa3
chr2	153968614	153968616	Bpifa1
chr2	153988341	153988343	Bpifa5
chr2	154016552	154016554	Bpifb1
chr2	154026114	154026116	Bpifb1
chr2	154049476	154049478	Bpifb5
chr2	154083613	154083615	Bpifb9a
chr2	154132978	154132980	Bpifb9b
chr2	154198454	154198456	Cdk5rap1
chr2	154233819	154233821	Snta1
chr2	154262218	154262220	Cbfa2t2
chr2	154374638	154374640	1700003F12Rik
chr2	154377510	154377512	Actl10
chr2	154384588	154384590	Necab3
chr2	154395161	154395163	E2f1
chr2	154395627	154395629	E2f1
chr2	154429408	154429410	Pxmp4
chr2	154439102	154439104	Zfp341
chr2	154482760	154482762	Chmp4b
chr2	154616844	154616846	Raly
chr2	154718641	154718643	Eif2s2
chr2	154839304	154839306	a
chr2	154900232	154900234	Ahcy
chr2	154925814	154925816	2310005A03Rik
chr2	154959215	154959217	Itch
chr2	155062267	155062269	Dynlrb1
chr2	155062342	155062344	Dynlrb1
chr2	155102098	155102100	Map1lc3a
chr2	155182551	155182553	Mir695
chr2	155183159	155183161	Pigu
chr2	155207590	155207592	Trp53inp2
chr2	155266518	155266520	Ncoa6
chr2	155340581	155340583	Ggt7
chr2	155343777	155343779	Acss2
chr2	155382665	155382667	Acss2os
chr2	155418545	155418547	Gss
chr2	155436977	155436979	Myh7b
chr2	155448614	155448616	Mir499
chr2	155518119	155518121	Trpc4ap
chr2	155555210	155555212	Edem2
chr2	155576951	155576953	Procr
chr2	155601078	155601080	Mmp24
chr2	155644938	155644940	BC029722
chr2	155652660	155652662	Eif6
chr2	155660589	155660591	Fam83c
chr2	155756045	155756047	Uqcc1
chr2	155771099	155771101	Gdf5
chr2	155782292	155782294	Cep250
chr2	155830162	155830164	6430550D23Rik
chr2	155833712	155833714	6430550D23Rik
chr2	155833859	155833861	Ergic3
chr2	155878682	155878684	Fer1l4
chr2	155890947	155890949	Spag4
chr2	155937700	155937702	Cpne1
chr2	155937700	155937702	Rbm12
chr2	155969887	155969889	Romo1
chr2	155969921	155969923	Nfs1
chr2	155969967	155969969	Romo1
chr2	156005315	156005317	Rbm39
chr2	156005973	156005975	Rbm39
chr2	156022381	156022383	Phf20
chr2	156138207	156138209	Cnbd2
chr2	156138439	156138441	Scand1
chr2	156218714	156218716	2900097C17Rik
chr2	156246643	156246645	Epb41l1
chr2	156301268	156301270	Epb41l1
chr2	156373310	156373312	Aar2
chr2	156439157	156439159	Gm14169
chr2	156439431	156439433	Dlgap4
chr2	156546644	156546646	4930405A21Rik
chr2	156546699	156546701	Dlgap4
chr2	156547013	156547015	Dlgap4
chr2	156601198	156601200	Myl9
chr2	156665741	156665743	Tgif2
chr2	156688680	156688682	5430405H02Rik
chr2	156688856	156688858	1110008F13Rik
chr2	156712813	156712815	Sla2
chr2	156817846	156817848	Ndrg3
chr2	156832810	156832812	Dsn1
chr2	156905000	156905002	Soga1
chr2	156912789	156912791	Tldc2
chr2	156960957	156960959	Samhd1
chr2	157030269	157030271	Rbl1
chr2	157104832	157104834	Rpn2
chr2	157105284	157105286	Mroh8
chr2	157172390	157172392	Ghrh
chr2	157193328	157193330	Manbal
chr2	157250027	157250029	Src
chr2	157385812	157385814	Nnat
chr2	157392096	157392098	Blcap
chr2	157563135	157563137	Ctnnbl1
chr2	157740387	157740389	Vstm2l
chr2	157835095	157835097	Tti1
chr2	157854231	157854233	Rprd1b
chr2	157917532	157917534	2010009K17Rik
chr2	157972127	157972129	Tgm2
chr2	158017742	158017744	1700060C20Rik
chr2	158054959	158054961	D630003M21Rik
chr2	158069300	158069302	Mir7685
chr2	158083975	158083977	Bpi
chr2	158132227	158132229	Lbp
chr2	158187244	158187246	Snhg17
chr2	158187257	158187259	Snhg17
chr2	158201372	158201374	Snhg11
chr2	158235587	158235589	Ralgapb
chr2	158328346	158328348	Adig
chr2	158338530	158338532	Arhgap40
chr2	158436458	158436460	Gm14204
chr2	158436492	158436494	Slc32a1
chr2	158450647	158450649	Actr5
chr2	158464317	158464319	Mir3474
chr2	158492467	158492469	Ppp1r16b
chr2	158492869	158492871	Ppp1r16b
chr2	158593833	158593835	Fam83d
chr2	158620541	158620543	Dhx35
chr2	159773075	159773077	4933416E03Rik
chr2	159842387	159842389	9130015L21Rik
chr2	160153229	160153231	Gm826
chr2	160192800	160192802	Mafb
chr2	160471631	160471633	Top1
chr2	160557044	160557046	Plcg1
chr2	160698725	160698727	Zhx3
chr2	160706404	160706406	Lpin3
chr2	160713902	160713904	Lpin3
chr2	160738074	160738076	Emilin3
chr2	160934821	160934823	Chd6
chr2	162216547	162216549	Ptprtos
chr2	162486882	162486884	Ptprt
chr2	162486897	162486899	9430021M05Rik
chr2	162757242	162757244	Srsf6
chr2	162769199	162769201	L3mbtl1
chr2	162813215	162813217	Sgk2
chr2	162817149	162817151	Sgk2
chr2	162843206	162843208	Ift52
chr2	162880369	162880371	Mybl2
chr2	162893824	162893826	Mir7003
chr2	162915336	162915338	Gtsf1l
chr2	163051188	163051190	Tox2
chr2	163223708	163223710	Jph2
chr2	163223728	163223730	Jph2
chr2	163245205	163245207	Oser1
chr2	163264201	163264203	Gdap1l1
chr2	163298279	163298281	2310001K24Rik
chr2	163298364	163298366	Fitm2
chr2	163318052	163318054	R3hdml
chr2	163332591	163332593	Hnf4a
chr2	163367456	163367458	Hnf4aos
chr2	163372889	163372891	Hnf4a
chr2	163428048	163428050	Ttpal
chr2	163432946	163432948	Ttpal
chr2	163470584	163470586	0610039K10Rik
chr2	163470878	163470880	Serinc3
chr2	163484120	163484122	Pkig
chr2	163484192	163484194	Pkig
chr2	163519771	163519773	Pkig
chr2	163575974	163575976	Ada
chr2	163646568	163646570	Wisp2
chr2	163679484	163679486	Kcnk15
chr2	163744418	163744420	Rims4
chr2	163820931	163820933	Ywhab
chr2	163850958	163850960	Pabpc1l
chr2	163896837	163896839	Tomm34
chr2	163896904	163896906	Tomm34
chr2	163899912	163899914	Stk4
chr2	163996848	163996850	Kcns1
chr2	164008477	164008479	Wfdc5
chr2	164016293	164016295	Wfdc12
chr2	164025852	164025854	Wfdc15a
chr2	164047398	164047400	Wfdc15b
chr2	164064076	164064078	Svs2
chr2	164082378	164082380	Svs3b
chr2	164104042	164104044	Svs4
chr2	164115001	164115003	Svs3a
chr2	164115002	164115004	Svs3a
chr2	164142485	164142487	Svs6
chr2	164158499	164158501	Svs5
chr2	164180118	164180120	Mir7678
chr2	164182242	164182244	Slpi
chr2	164228692	164228694	Rbpjl
chr2	164230317	164230319	Matn4
chr2	164230659	164230661	Matn4
chr2	164268687	164268689	Sdc4
chr2	164286469	164286471	Sys1
chr2	164299223	164299225	Trp53tg5
chr2	164311638	164311640	Dbndd2
chr2	164311953	164311955	Dbndd2
chr2	164312375	164312377	Dbndd2
chr2	164313609	164313611	Dbndd2
chr2	164323023	164323025	Pigt
chr2	164388214	164388216	Wfdc2
chr2	164398955	164398957	Spint3
chr2	164410676	164410678	Wfdc6a
chr2	164410946	164410948	Wfdc6a
chr2	164419070	164419072	Eppin
chr2	164438885	164438887	Wfdc8
chr2	164439125	164439127	Wfdc8
chr2	164439198	164439200	Wfdc6b
chr2	164464301	164464303	Wfdc16
chr2	164480465	164480467	Wfdc9
chr2	164481544	164481546	Wfdc10
chr2	164499586	164499588	Wfdc11
chr2	164510605	164510607	Wfdc13
chr2	164523999	164524001	Spint4
chr2	164540803	164540805	Spint5
chr2	164568766	164568768	Wfdc3
chr2	164571513	164571515	Dnttip1
chr2	164595427	164595429	Ube2c
chr2	164605233	164605235	Tnnc2
chr2	164611519	164611521	Snx21
chr2	164630380	164630382	Acot8
chr2	164630612	164630614	Zswim3
chr2	164648184	164648186	Zswim1
chr2	164654033	164654035	Spata25
chr2	164658370	164658372	Ctsa
chr2	164659095	164659097	Neurl2
chr2	164659271	164659273	Ctsa
chr2	164683207	164683209	Pltp
chr2	164704866	164704868	Pcif1
chr2	164737249	164737251	Zfp335
chr2	164773717	164773719	Mmp9
chr2	164793486	164793488	Slc12a5
chr2	164860278	164860280	Ncoa5
chr2	164881134	164881136	Cd40
chr2	164916249	164916251	1700025C18Rik
chr2	165060236	165060238	Cdh22
chr2	165113286	165113288	Slc35c2
chr2	165113337	165113339	Slc35c2
chr2	165141850	165141852	Elmo2
chr2	165146325	165146327	Elmo2
chr2	165151978	165151980	Elmo2
chr2	165187618	165187620	Zfp663
chr2	165213758	165213760	Zfp334
chr2	165225893	165225895	Ocstamp
chr2	165298696	165298698	Slc13a3
chr2	165318813	165318815	Trp53rka
chr2	165329395	165329397	Slc2a10
chr2	165420526	165420528	Eya2
chr2	165455843	165455845	Eya2
chr2	165480796	165480798	Eya2
chr2	165683672	165683674	Zmynd8
chr2	165703936	165703938	Zmynd8
chr2	165707777	165707779	Zmynd8
chr2	165710337	165710339	Zmynd8
chr2	165818135	165818137	Ncoa3
chr2	165980784	165980786	Sulf2
chr2	165981182	165981184	Sulf2
chr2	166099406	166099408	Gm11468
chr2	166272949	166272951	5031425F14Rik
chr2	166498216	166498218	Mir6364
chr2	166539331	166539333	Prex1
chr2	166619265	166619267	Trp53rkb
chr2	166631079	166631081	Arfgef2
chr2	166731594	166731596	Cse1l
chr2	166790216	166790218	Stau1
chr2	166821798	166821800	Stau1
chr2	166840811	166840813	Ddx27
chr2	166868994	166868996	Znfx1
chr2	166888432	166888434	Zfos1
chr2	166888514	166888516	Znfx1
chr2	166890791	166890793	Snord12
chr2	167014317	167014319	Kcnb1
chr2	167066036	167066038	Ptgis
chr2	167174677	167174679	B4galt5
chr2	167247208	167247210	Slc9a8
chr2	167318143	167318145	Rnf114
chr2	167318373	167318375	Spata2
chr2	167363693	167363695	Snai1
chr2	167457504	167457506	Ube2v1
chr2	167487043	167487045	Tmem189
chr2	167514413	167514415	Cebpb
chr2	167516257	167516259	A530013C23Rik
chr2	167516675	167516677	A530013C23Rik
chr2	167757825	167757827	Ptpn1
chr2	167836092	167836094	Fam65c
chr2	167906502	167906504	Pard6b
chr2	167980012	167980014	E130018N17Rik
chr2	168032611	168032613	Adnp
chr2	168055878	168055880	Dpm1-adnp
chr2	168055878	168055880	Dpm1
chr2	168056120	168056122	Mocs3
chr2	168094830	168094832	Kcng1
chr2	168415864	168415866	Nfatc2
chr2	168427156	168427158	Nfatc2
chr2	168466258	168466260	Mir7004
chr2	168559838	168559840	Atp9a
chr2	168567299	168567301	Atp9a
chr2	168567635	168567637	Atp9a
chr2	168592700	168592702	Sall4
chr2	168781086	168781088	Zfp64
chr2	168803767	168803769	1700017J07Rik
chr2	169459144	169459146	Tshz2
chr2	169788686	169788688	AY702102
chr2	169896170	169896172	A630075F10Rik
chr2	169896277	169896279	A630075F10Rik
chr2	169956719	169956721	Zfp217
chr2	169968174	169968176	Zfp217
chr2	170181859	170181861	Bcas1os2
chr2	170253344	170253346	Bcas1
chr2	170321926	170321928	Pfdn4
chr2	170322644	170322646	Cyp24a1
chr2	170336728	170336730	Pfdn4
chr2	170337426	170337428	Gm16796
chr2	170427516	170427518	4930470P17Rik
chr2	170557305	170557307	Dok5
chr2	171788298	171788300	1700028P15Rik
chr2	171868965	171868967	Cbln4
chr2	172073990	172073992	Mc3r
chr2	172171075	172171077	Fam210b
chr2	172196069	172196071	Aurka
chr2	172196501	172196503	Cstf1
chr2	172219292	172219294	Cass4
chr2	172266076	172266078	Rtfdc1
chr2	172284095	172284097	Gcnt7
chr2	172298052	172298054	Fam209
chr2	172375091	172375093	Tfap2c
chr2	172376489	172376491	Tfap2c
chr2	172765821	172765823	Bmp7
chr2	172805341	172805343	Spo11
chr2	172825616	172825618	Rae1
chr2	172847401	172847403	Rbm38
chr2	172945025	172945027	Ctcfl
chr2	172950248	172950250	Ctcflos
chr2	172978572	172978574	Pck1
chr2	173044422	173044424	Zbp1
chr2	173102033	173102035	Pmepa1
chr2	173348091	173348093	1700021F07Rik
chr2	173403841	173403843	Ankrd60
chr2	173485039	173485041	Ppp4r1l-ps
chr2	173485344	173485346	Rab22a
chr2	173526648	173526650	Mir6340
chr2	173544914	173544916	1700010B08Rik
chr2	173563070	173563072	Vapb
chr2	173902550	173902552	Stx16
chr2	173935850	173935852	Npepl1
chr2	174009418	174009420	Gm10714
chr2	174092625	174092627	Mir296
chr2	174093085	174093087	Mir298
chr2	174109819	174109821	Gnas
chr2	174120936	174120938	Nespas
chr2	174123358	174123360	Gnas
chr2	174153267	174153269	Gnas
chr2	174153413	174153415	Gnas
chr2	174155569	174155571	Gnas
chr2	174155588	174155590	Gnas
chr2	174241303	174241305	Nelfcd
chr2	174264539	174264541	Ctsz
chr2	174276094	174276096	Tubb1
chr2	174289601	174289603	Atp5e
chr2	174298441	174298443	Slmo2
chr2	174469033	174469035	Zfp831
chr2	174586257	174586259	Edn3
chr2	174893269	174893271	Gm14393
chr2	175032417	175032419	Gm6710
chr2	175032424	175032426	Gm14391
chr2	175100623	175100625	Gm14288
chr2	175100624	175100626	Gm14440
chr2	175163712	175163714	0610010B08Rik
chr2	175163712	175163714	Gm14308
chr2	175163712	175163714	Gm14430
chr2	175163712	175163714	Gm4724
chr2	175163712	175163714	Gm14434
chr2	175197961	175197963	Gm8898
chr2	175197961	175197963	Gm14431
chr2	175261277	175261279	0610010B08Rik
chr2	175261277	175261279	Gm14308
chr2	175261277	175261279	Gm14430
chr2	175261277	175261279	Gm14434
chr2	175261277	175261279	Gm4724
chr2	175295524	175295526	Gm8923
chr2	175295559	175295561	Gm14436
chr2	175404795	175404797	Gm14405
chr2	175468173	175468175	Gm14296
chr2	175468173	175468175	2210418O10Rik
chr2	175639521	175639523	Gm14430
chr2	175639521	175639523	Gm14308
chr2	175639521	175639523	0610010B08Rik
chr2	175639521	175639523	Gm14434
chr2	175639521	175639523	Gm4724
chr2	175702829	175702831	Gm8898
chr2	175702829	175702831	Gm14431
chr2	175737072	175737074	Gm14430
chr2	175737072	175737074	Gm14308
chr2	175737072	175737074	0610010B08Rik
chr2	175737072	175737074	Gm14434
chr2	175737072	175737074	Gm4724
chr2	175800168	175800170	Gm14440
chr2	175800169	175800171	Gm14288
chr2	175868368	175868370	Gm14391
chr2	175868375	175868377	Gm6710
chr2	175930231	175930233	Gm8898
chr2	175930231	175930233	Gm14431
chr2	176097170	176097172	OTTMUSG00000016609
chr2	176097170	176097172	Gm14305
chr2	176131420	176131422	Gm8923
chr2	176131455	176131457	Gm14436
chr2	176266767	176266769	0610010B08Rik
chr2	176266767	176266769	Gm14308
chr2	176266767	176266769	Gm14434
chr2	176266767	176266769	Gm4724
chr2	176266767	176266769	Gm14430
chr2	176329861	176329863	Gm14440
chr2	176329862	176329864	Gm14288
chr2	176421027	176421029	Gm14308
chr2	176421027	176421029	Gm4724
chr2	176421027	176421029	Gm14430
chr2	176421027	176421029	0610010B08Rik
chr2	176421027	176421029	Gm14434
chr2	176493060	176493062	OTTMUSG00000016609
chr2	176493060	176493062	Gm14305
chr2	176583303	176583305	Gm14295
chr2	176649141	176649143	Gm14405
chr2	176712517	176712519	Gm14296
chr2	176712517	176712519	2210418O10Rik
chr2	176850106	176850108	Gm14405
chr2	177249445	177249447	Gm14420
chr2	177282929	177282931	Gm14403
chr2	177493991	177493993	Gm14322
chr2	177575022	177575024	Gm14325
chr2	177631866	177631868	Gm14327
chr2	177660354	177660356	C330013J21Rik
chr2	177691992	177691994	Gm14326
chr2	177757987	177757989	Etohi1
chr2	177813129	177813131	Zfp931
chr2	177853678	177853680	Phactr3
chr2	177876636	177876638	Phactr3
chr2	177910052	177910054	Phactr3
chr2	177927787	177927789	Phactr3
chr2	178142362	178142364	Sycp2
chr2	178149167	178149169	Ppp1r3d
chr2	178149237	178149239	Fam217b
chr2	178165218	178165220	Cdh26
chr2	179149639	179149641	4930591A17Rik
chr2	179177134	179177136	Cdh4
chr2	179711350	179711352	Taf4a
chr2	179711556	179711558	4921531C22Rik
chr2	179759690	179759692	Lsm14b
chr2	179777168	179777170	Psma7
chr2	179777186	179777188	Ss18l1
chr2	179805296	179805298	Mtg2
chr2	179839111	179839113	Hrh3
chr2	179854069	179854071	Osbpl2
chr2	179906291	179906293	Adrm1
chr2	179914527	179914529	Mir7005
chr2	179960563	179960565	Lama5
chr2	179992082	179992084	Rps21
chr2	179992239	179992241	Mir3091
chr2	180008169	180008171	Cables2
chr2	180024583	180024585	Rbbp8nl
chr2	180067560	180067562	Gata5os
chr2	180069383	180069385	Gata5
chr2	180120307	180120309	Gm6307
chr2	180120589	180120591	B230312C02Rik
chr2	180123751	180123753	Mir1a-1
chr2	180133082	180133084	Mir133a-2
chr2	180195681	180195683	Slco4a1
chr2	180234679	180234681	Ntsr1
chr2	180316007	180316009	Mrgbp
