name2	chrom	tss_samples	tss1k_samples	gene1k_samples
Dear1	chr3	0	0	0
1700036G14Rik	chr3	0	0	1
Mir466k	chr3	0	0	0
Gatb	chr3	176	184	184
Fam160a1	chr3	0	0	65
Glt28d2	chr3	142	159	160
Prss48	chr3	1	4	4
Sh3d19	chr3	0	0	117
Snord73a	chr3	0	0	0
Rnu73b	chr3	0	3	3
Rps3a1	chr3	167	169	169
Lrba	chr3	139	176	181
Mab21l2	chr3	5	57	87
Dclk2	chr3	99	121	172
Cd1d2	chr3	33	47	47
Cd1d1	chr3	104	143	143
Kirrel	chr3	48	58	90
Fcrls	chr3	21	23	24
Cd5l	chr3	0	0	22
Fcrl1	chr3	65	83	92
Fcrl5	chr3	24	24	62
Etv3	chr3	143	147	149
Arhgef11	chr3	0	88	89
Lrrc71	chr3	0	32	58
Pear1	chr3	79	89	113
Ntrk1	chr3	9	30	53
Insrr	chr3	6	7	103
Sh2d2a	chr3	51	57	68
Prcc	chr3	161	186	186
Hdgf	chr3	157	169	171
Mrpl24	chr3	118	123	123
Rrnad1	chr3	138	149	149
Isg20l2	chr3	137	149	149
Crabp2	chr3	4	18	19
Nes	chr3	9	32	36
Bcan	chr3	3	20	127
Hapln2	chr3	0	0	126
Gpatch4	chr3	117	120	133
Apoa1bp	chr3	131	137	137
Ttc24	chr3	0	3	57
Iqgap3	chr3	85	94	99
Mef2d	chr3	139	147	151
1700113A16Rik	chr3	146	178	178
Mir3093	chr3	18	30	30
Mir9-1	chr3	22	30	30
Rhbg	chr3	45	50	75
Tsacc	chr3	171	181	181
Cct3	chr3	164	181	181
Glmp	chr3	79	83	83
Tmem79	chr3	0	1	5
Smg5	chr3	145	151	152
Paqr6	chr3	14	20	30
Bglap3	chr3	0	0	0
Bglap2	chr3	0	0	0
Bglap	chr3	0	0	0
Pmf1	chr3	112	157	158
Slc25a44	chr3	165	171	180
Mir7011	chr3	26	39	39
Sema4a	chr3	3	40	125
Lmna	chr3	145	169	169
Mex3a	chr3	0	119	125
Mir1905	chr3	3	50	50
Rab25	chr3	7	7	43
Lamtor2	chr3	160	171	171
Ubqln4	chr3	111	171	171
Ssr2	chr3	107	109	109
Arhgef2	chr3	67	101	118
Rxfp4	chr3	0	1	8
2810403A07Rik	chr3	161	166	166
Rit1	chr3	112	113	117
Syt11	chr3	81	96	100
5830417I10Rik	chr3	0	0	4
1500004A13Rik	chr3	35	78	79
Gon4l	chr3	17	33	35
Msto1	chr3	146	150	150
Dap3	chr3	117	150	150
Ash1l	chr3	0	0	48
Rusc1	chr3	137	145	145
Fdps	chr3	179	182	182
Pklr	chr3	18	21	23
Hcn3	chr3	59	60	83
Clk2	chr3	142	143	164
Clk2-scamp3	chr3	142	143	166
Scamp3	chr3	160	161	163
Fam189b	chr3	98	107	124
Gba	chr3	86	87	87
Mtx1	chr3	117	131	131
Thbs3	chr3	0	129	138
Mir92b	chr3	2	108	108
Muc1	chr3	0	87	106
Trim46	chr3	5	114	130
Krtcap2	chr3	109	113	115
Dpm3	chr3	101	122	122
Slc50a1	chr3	78	84	84
Efna1	chr3	44	50	69
Efna3	chr3	7	24	54
Efna4	chr3	26	46	56
Adam15	chr3	127	139	140
Dcst1	chr3	0	0	139
Gm15417	chr3	58	138	140
Zbtb7b	chr3	0	137	145
Lenep	chr3	1	1	1
Flad1	chr3	169	174	174
Cks1b	chr3	161	177	177
Shc1	chr3	168	178	185
Pygo2	chr3	161	171	171
Pbxip1	chr3	94	113	125
Pmvk	chr3	100	124	125
Kcnn3	chr3	63	78	114
Adar	chr3	140	146	146
Chrnb2	chr3	24	58	60
4632404H12Rik	chr3	144	164	164
Ube2q1	chr3	86	164	164
She	chr3	10	11	58
Il6ra	chr3	107	127	154
Atp8b2	chr3	41	48	131
Hax1	chr3	138	145	145
Gm19710	chr3	140	145	145
Mir7669	chr3	0	14	14
4933434E20Rik	chr3	136	151	151
Ubap2l	chr3	128	151	161
1700094D03Rik	chr3	0	0	12
Mir190b	chr3	0	0	0
Tpm3	chr3	168	172	173
Nup210l	chr3	0	0	56
Rps27rt	chr3	145	147	147
Rps27	chr3	145	147	147
Rab13	chr3	144	147	147
Jtb	chr3	162	169	169
Creb3l4	chr3	3	11	17
Slc39a1	chr3	148	159	181
Crtc2	chr3	175	177	177
Dennd4b	chr3	58	150	150
Mir7012	chr3	0	0	0
Gatad2b	chr3	0	0	23
Slc27a3	chr3	14	26	27
Ints3	chr3	189	189	189
Npr1	chr3	4	62	63
Ilf2	chr3	163	180	180
Snapin	chr3	168	171	171
Chtop	chr3	150	157	157
S100a1	chr3	79	127	127
S100a13	chr3	87	127	131
S100a14	chr3	25	31	31
S100a16	chr3	7	9	10
S100a2	chr3	0	46	46
S100a3	chr3	0	3	55
S100a4	chr3	53	96	107
S100a5	chr3	0	6	87
S100a6	chr3	93	97	116
S100a7a	chr3	0	2	13
S100a8	chr3	31	31	31
S100a9	chr3	8	9	19
Pglyrp4	chr3	0	0	0
4930529C04Rik	chr3	0	0	0
9130204L05Rik	chr3	0	0	0
Pglyrp3	chr3	0	4	8
Lor	chr3	0	10	113
Prr9	chr3	0	1	3
Lelp1	chr3	0	0	0
Sprr2a1	chr3	0	0	0
Sprr2a2	chr3	0	0	0
Sprr2a3	chr3	0	0	0
Sprr2b	chr3	0	0	0
Sprr2d	chr3	0	0	0
Sprr2e	chr3	0	1	1
Sprr2f	chr3	0	0	0
Sprr2g	chr3	0	0	0
Sprr2h	chr3	0	0	0
Sprr2i	chr3	0	0	0
Sprr2j-ps	chr3	0	0	0
Sprr2k	chr3	0	3	3
Sprr1b	chr3	0	0	0
Sprr3	chr3	0	0	0
Sprr1a	chr3	10	21	21
Sprr4	chr3	0	0	0
Ivl	chr3	8	12	12
Smcp	chr3	2	2	2
Lce6a	chr3	0	4	4
Lce1a1	chr3	0	0	0
Lce1b	chr3	0	0	0
Lce1a2	chr3	0	0	0
Lce1c	chr3	0	0	0
Lce1d	chr3	0	0	0
Lce1e	chr3	0	0	0
Lce1f	chr3	2	2	2
Lce1g	chr3	2	2	2
Lce1h	chr3	0	0	0
Lce1i	chr3	0	0	0
Lce1j	chr3	0	0	0
Lce1k	chr3	0	0	0
Kprp	chr3	2	2	3
Lce1l	chr3	0	0	0
2310050C09Rik	chr3	2	2	2
Lce3a	chr3	0	0	0
Lce3b	chr3	0	1	1
Lce3c	chr3	0	0	0
Lce3d	chr3	0	0	0
Lce3e	chr3	0	0	0
Lce3f	chr3	0	0	0
Crct1	chr3	3	10	12
Lce1m	chr3	0	0	0
Gm4858	chr3	0	0	0
Crnn	chr3	4	4	4
Flg2	chr3	0	0	0
Hrnr	chr3	0	0	0
Rptn	chr3	0	0	0
Tchh	chr3	0	0	96
Tchhl1	chr3	0	4	5
S100a11	chr3	90	98	103
S100a10	chr3	108	131	131
Tdpoz2	chr3	0	0	0
Tdpoz1	chr3	0	0	0
Tdpoz4	chr3	0	0	0
Tdpoz3	chr3	0	0	0
Gm9125	chr3	0	0	0
Gm10697	chr3	0	0	0
Tdpoz5	chr3	0	0	0
Gm10696	chr3	0	0	0
Them4	chr3	183	186	186
Them5	chr3	0	0	2
C2cd4d	chr3	0	1	15
Rorc	chr3	11	47	97
Lingo4	chr3	20	24	30
Tdrkh	chr3	172	190	190
Oaz3	chr3	0	0	0
Mrpl9	chr3	157	161	161
Riiad1	chr3	0	7	32
Celf3	chr3	47	89	95
Snx27	chr3	155	163	165
Tuft1	chr3	84	94	148
BC021767	chr3	0	14	47
Selenbp2	chr3	5	6	30
Cgn	chr3	136	144	146
Pogz	chr3	113	139	139
Psmb4	chr3	127	128	128
Selenbp1	chr3	105	113	117
Rfx5	chr3	0	181	181
Pi4kb	chr3	138	146	150
Mir7013	chr3	2	3	3
Zfp687	chr3	7	189	189
Psmd4	chr3	169	171	171
Pip5k1a	chr3	152	154	156
Vps72	chr3	119	127	128
Tmod4	chr3	5	16	17
Scnm1	chr3	124	126	128
Lysmd1	chr3	117	126	129
Mir8099-1	chr3,chr12	0	11	11
Mir8099-2	chr3,chr12	0	11	11
Tnfaip8l2	chr3	73	116	118
Sema6c	chr3	159	167	167
Gm16740	chr3	133	157	157
Gabpb2	chr3	134	157	157
Cdc42se1	chr3	109	136	141
Mllt11	chr3	121	136	160
Gm128	chr3	0	1	10
Bnipl	chr3	4	4	15
Prune	chr3	38	148	149
Fam63a	chr3	70	143	149
Anxa9	chr3	0	0	35
Cers2	chr3	134	139	142
Setdb1	chr3	126	128	128
4930558C23Rik	chr3	0	0	37
Gm4349	chr3	4	4	4
Arnt	chr3	173	178	178
Ctsk	chr3	0	3	9
Ctss	chr3	41	41	63
Hormad1	chr3	2	3	190
Golph3l	chr3	182	190	190
Ensa	chr3	181	191	191
Mcl1	chr3	150	156	157
Adamtsl4	chr3	65	74	94
Mir7014	chr3	1	15	15
Ecm1	chr3	43	47	55
Tars2	chr3	148	155	156
Rprd2	chr3	85	165	166
Prpf3	chr3	130	130	130
Mrps21	chr3	0	124	125
C920021L13Rik	chr3	124	124	184
Ciart	chr3	174	184	184
BC028528	chr3	29	29	30
Aph1a	chr3	153	156	156
Car14	chr3	0	7	9
Anp32e	chr3	167	179	180
Gm9054	chr3	28	61	87
Plekho1	chr3	18	56	89
Vps45	chr3	67	132	136
Otud7b	chr3	99	116	136
Mtmr11	chr3	2	41	150
Sf3b4	chr3	139	148	148
Sv2a	chr3	27	29	34
Bola1	chr3	138	149	149
Hist2h2ab	chr3	114	150	151
Hist2h2ac	chr3	140	151	151
Hist2h2be	chr3	137	148	148
Hist2h3c2	chr3	13	62	62
Hist2h3c1	chr3	13	62	62
Hist2h2aa1	chr3	54	132	132
Hist2h2aa2	chr3	72	132	132
Hist2h4	chr3	139	151	151
Hist2h3b	chr3	85	171	172
Hist2h2bb	chr3	166	172	172
Fcgr1	chr3	31	33	34
Terc	chr3	96	101	101
BC107364	chr3	0	0	39
Hfe2	chr3	0	0	12
Txnip	chr3	151	159	159
Gm15441	chr3	0	1	161
Polr3gl	chr3	147	152	166
Ankrd34a	chr3	0	3	43
Lix1l	chr3	122	138	138
6330549D23Rik	chr3	144	149	149
Rbm8a	chr3	143	149	149
Pex11b	chr3	132	138	138
Itga10	chr3	2	4	96
Ankrd35	chr3	148	150	152
Pias3	chr3	145	151	151
Nudt17	chr3	102	109	110
Polr3c	chr3	143	157	157
Rnf115	chr3	154	157	158
Cd160	chr3	21	42	92
Pdzk1	chr3	0	5	46
4930442L01Rik	chr3	0	0	4
Gpr89	chr3	150	158	161
Gja8	chr3	0	0	5
Gja5	chr3	1	1	23
Acp6	chr3	145	151	152
Bcl9	chr3	106	158	164
Olfr1402	chr3	0	0	0
Chd1l	chr3	143	157	159
Fmo5	chr3	112	113	119
Prkab2	chr3	169	174	174
Mir7225	chr3	0	0	0
Pde4dip	chr3	177	188	188
Sec22b	chr3	133	133	133
Gm5544	chr3	1	53	123
Notch2	chr3	140	153	163
Adam30	chr3	0	1	1
Reg4	chr3	0	0	75
Hmgcs2	chr3	2	90	91
Phgdh	chr3	100	117	125
Zfp697	chr3	63	72	153
Hsd3b4	chr3	0	0	0
Gm10681	chr3	0	0	0
Hsd3b5	chr3	0	0	0
Hsd3b2	chr3	0	0	0
Hsd3b3	chr3	0	3	3
Hsd3b6	chr3	9	11	12
Hsd3b1	chr3	0	0	19
Hao2	chr3	0	0	0
Gm12440	chr3	0	3	3
Wars2	chr3	164	188	188
Mir6481	chr3	0	0	0
Tbx15	chr3	57	77	108
Spag17	chr3	20	21	54
Wdr3	chr3	184	184	184
Gdap2	chr3	184	184	184
4930406D18Rik	chr3	0	5	109
Fam46c	chr3	133	160	160
Man1a2	chr3	133	140	149
Vtcn1	chr3	0	0	49
Trim45	chr3	175	193	193
Ttf2	chr3	164	167	168
Cd101	chr3	27	27	116
Ptgfrn	chr3	47	66	107
Cd2	chr3	32	53	80
Igsf3	chr3	115	127	145
Atp1a1	chr3	168	170	176
Mab21l3	chr3	26	29	73
Slc22a15	chr3	94	117	144
Nhlh2	chr3	0	0	3
Casq2	chr3	1	1	52
Vangl1	chr3	24	49	88
A230001M10Rik	chr3	0	5	15
Ngf	chr3	7	12	36
Tspan2	chr3	90	103	123
Tspan2os	chr3	74	103	121
Tshb	chr3	0	0	1
Sycp1	chr3	0	5	7
Nr1h5	chr3	0	0	26
Sike1	chr3	159	165	165
Csde1	chr3	169	172	174
Nras	chr3	132	137	137
Ampd1	chr3	0	0	20
Dennd2c	chr3	1	1	116
Bcas2	chr3	157	162	162
Trim33	chr3	103	150	150
Syt6	chr3	4	12	67
Olfml3	chr3	29	62	81
Hipk1	chr3	141	147	149
Gm15471	chr3	2	134	170
Dclre1b	chr3	150	166	176
Ap4b1	chr3	155	166	166
Bcl2l15	chr3	0	3	78
Ptpn22	chr3	95	102	119
Rsbn1	chr3	103	189	189
Phtf1	chr3	140	163	164
Phtf1os	chr3	136	163	163
Magi3	chr3	170	188	188
Lrig2	chr3	184	188	188
Slc16a1	chr3	149	156	161
Fam19a3	chr3	15	16	63
Ppm1j	chr3	83	96	98
Rhoc	chr3	75	106	115
Mov10	chr3	119	136	144
Capza1	chr3	136	158	158
St7l	chr3	136	158	158
Wnt2b	chr3	50	60	62
Cttnbp2nl	chr3	171	171	173
4930564D02Rik	chr3	1	4	38
Kcnd3	chr3	11	22	141
Kcnd3os	chr3	7	22	28
Ddx20	chr3	183	183	183
Fam212b	chr3	159	167	168
Rap1a	chr3	135	151	153
Gm5547	chr3	109	112	112
Tmigd3	chr3	0	8	143
Adora3	chr3	10	12	13
I830077J02Rik	chr3	45	47	64
Wdr77	chr3	164	184	184
Atp5f1	chr3	0	184	184
Ovgp1	chr3	5	26	26
Pifo	chr3	106	110	112
Chil5	chr3	23	23	23
Chia1	chr3	0	0	3
Chil3	chr3	0	0	0
Chil4	chr3	0	0	1
Chil6	chr3	0	0	0
Dennd2d	chr3	117	132	140
2010016I18Rik	chr3	36	50	133
Dram2	chr3	181	189	189
Cept1	chr3	181	189	189
Lrif1	chr3	191	193	193
Cd53	chr3	80	81	93
Olfr266	chr3	0	0	0
Kcna3	chr3	82	91	112
AI504432	chr3	0	72	75
Kcna2	chr3	6	22	64
Kcna10	chr3	0	0	21
Cym	chr3	12	12	12
A630076J17Rik	chr3	0	5	91
Prok1	chr3	0	0	8
Lamtor5	chr3	103	138	138
Slc16a4	chr3	0	0	2
Rbm15	chr3	187	192	192
Kcnc4	chr3	1	10	25
Slc6a17	chr3	44	49	86
Ubl4b	chr3	0	7	8
Alx3	chr3	1	18	47
Strip1	chr3	160	167	171
Ahcyl1	chr3	173	181	183
Csf1	chr3	99	119	138
Eps8l3	chr3	2	19	44
Gstm5	chr3	113	118	118
4933431E20Rik	chr3	25	118	125
Gstm7	chr3	111	134	134
Gstm6	chr3	12	14	78
Gstm3	chr3	0	3	25
Gstm2	chr3	5	7	9
Gstm1	chr3	160	163	167
Gstm4	chr3	159	160	160
Ampd2	chr3	132	139	140
Gnat2	chr3	0	15	46
Gnai3	chr3	162	163	163
Gpr61	chr3	0	0	88
Amigo1	chr3	39	82	86
Cyb561d1	chr3	152	163	163
Atxn7l2	chr3	134	171	171
Sypl2	chr3	35	45	45
Psma5	chr3	169	186	186
Sort1	chr3	126	134	144
Mybphl	chr3	1	14	26
Gm12522	chr3	124	127	127
Psrc1	chr3	119	127	141
Celsr2	chr3	34	100	163
Sars	chr3	154	162	166
5330417C22Rik	chr3	57	140	158
1700013F07Rik	chr3	97	140	140
Scarna2	chr3	106	155	155
Tmem167b	chr3	170	176	176
Taf13	chr3	165	170	170
Wdr47	chr3	178	186	186
Clcc1	chr3	158	160	160
Gpsm2	chr3	175	177	178
Aknad1	chr3	0	12	111
Stxbp3	chr3	165	169	169
Fndc7	chr3	0	3	115
Prpf38b	chr3	173	175	175
Henmt1	chr3	12	23	72
Fam102b	chr3	137	149	154
Slc25a54	chr3	0	0	9
Slc25a24	chr3	116	139	144
Vav3	chr3	101	122	152
Ntng1	chr3	2	37	96
Prmt6	chr3	162	175	175
Gm6602	chr3	0	0	8
Amy2b	chr3	0	0	0
Amy2a5	chr3	0	0	0
Amy2a2	chr3	0	0	0
Amy2a3	chr3	0	0	0
Amy2a4	chr3	0	0	0
Amy1	chr3	8	14	18
Rnpc3	chr3	185	190	190
Col11a1	chr3	17	21	46
Olfm3	chr3	16	29	56
S1pr1	chr3	115	128	137
A930005H10Rik	chr3	177	179	179
Dph5	chr3	169	179	180
Mir669n	chr3	0	5	5
Slc30a7	chr3	150	174	175
Extl2	chr3	157	174	183
Vcam1	chr3	3	15	41
Gpr88	chr3	0	9	53
Cdc14a	chr3	155	173	179
Rtca	chr3	177	180	180
Dbt	chr3	168	170	172
Lrrc39	chr3	46	50	66
Sass6	chr3	162	170	181
Trmt13	chr3	38	48	180
Hiat1	chr3	181	185	185
Slc35a3	chr3	135	144	145
Agl	chr3	177	180	189
Frrs1	chr3	146	155	159
4930455H04Rik	chr3	0	15	47
Palmd	chr3	4	40	84
1700061I17Rik	chr3	2	39	43
Plppr4	chr3	4	65	95
Plppr5	chr3	25	48	64
Snx7	chr3	150	154	154
Mir137	chr3	10	13	13
Dpyd	chr3	69	71	88
Ptbp2	chr3	152	165	173
6530403H02Rik	chr3	0	0	106
Rwdd3	chr3	172	176	177
Tmem56	chr3	68	134	164
Alg14	chr3	190	192	192
Cnn3	chr3	153	165	171
Slc44a3	chr3	40	42	146
A730020M07Rik	chr3	3	18	57
4930432M17Rik	chr3	0	0	41
F3	chr3	115	132	134
Abcd3	chr3	155	168	170
Arhgap29	chr3	100	129	172
Abca4	chr3	0	15	154
Gclm	chr3	160	176	179
Dnttip2	chr3	159	167	167
Mir760	chr3	61	154	154
Bcar3	chr3	107	129	155
Mir7657	chr3	0	2	2
Fnbp1l	chr3	92	118	132
Pde5a	chr3	99	140	149
4930447N08Rik	chr3	0	3	17
Fabp2	chr3	0	0	0
4933405D12Rik	chr3	170	182	183
1810037I17Rik	chr3	163	182	182
Usp53	chr3	180	188	188
Myoz2	chr3	0	0	28
Synpo2	chr3	49	54	149
Sec24d	chr3	130	152	160
Mettl14	chr3	186	186	187
Prss12	chr3	55	105	123
Snora24	chr3	64	192	192
Snhg8	chr3	188	192	192
Ndst3	chr3	50	59	135
Tram1l1	chr3	56	62	63
1700006A11Rik	chr3	0	0	2
1700003H04Rik	chr3	0	0	8
Ndst4	chr3	29	39	55
Ugt8a	chr3	60	85	86
Arsj	chr3	21	25	114
Camk2d	chr3	156	185	187
Ank2	chr3	11	27	88
LOC100862268	chr3	0	52	88
Mir302b	chr3	0	7	7
Mir302c	chr3	0	7	7
Mir302a	chr3	0	7	7
Mir302d	chr3	0	7	7
Mir367	chr3	0	7	7
Larp7	chr3	180	186	187
Zgrf1	chr3	166	186	186
Neurog2	chr3	5	132	149
Alpk1	chr3	106	151	162
Tifa	chr3	112	117	126
Ap1ar	chr3	177	185	185
5730508B09Rik	chr3	166	173	175
9830132P13Rik	chr3	8	9	139
D030025E07Rik	chr3	0	0	84
Pitx2	chr3	138	147	153
Enpep	chr3	15	17	133
Gm5712	chr3	0	2	2
Elovl6	chr3	73	86	180
Egf	chr3	157	180	181
6330410L21Rik	chr3	0	8	11
Lrit3	chr3	0	0	1
Rrh	chr3	0	85	85
Gar1	chr3	167	172	173
Cfi	chr3	0	12	57
Pla2g12a	chr3	132	147	149
Casp6	chr3	152	160	160
Ccdc109b	chr3	105	122	124
Sec24b	chr3	145	152	155
Col25a1	chr3	68	90	117
Etnppl	chr3	1	2	3
Ostc	chr3	162	172	172
Rpl34-ps1	chr3	175	179	179
Rpl34	chr3	179	179	179
Lef1	chr3	2	99	123
Hadh	chr3	157	168	169
Cyp2u1	chr3	171	175	175
Sgms2	chr3	0	0	107
Papss1	chr3	193	193	193
Dkk2	chr3	8	34	71
Gimd1	chr3	0	1	35
Aimp1	chr3	175	182	182
Tbck	chr3	172	182	182
Gm29811	chr3	0	1	101
Npnt	chr3	69	92	109
Gstcd	chr3	176	185	185
Ints12	chr3	178	185	185
Arhgef38	chr3	25	36	73
Ppa2	chr3	172	179	180
Tet2	chr3	154	168	178
Cxxc4	chr3	17	66	117
Mir1895	chr3	7	78	78
4930539C22Rik	chr3	0	0	12
Tacr3	chr3	5	13	18
Cenpe	chr3	169	174	174
Bdh2	chr3	107	115	123
Slc9b2	chr3	104	106	119
Slc9b1	chr3	3	15	37
Cisd2	chr3	166	177	177
4930539J05Rik	chr3	154	192	192
Ube2d3	chr3	140	192	192
Manba	chr3	162	168	175
Nfkb1	chr3	122	143	170
Slc39a8	chr3	138	152	180
4933401H06Rik	chr3	10	11	13
Bank1	chr3	79	79	122
1700030L20Rik	chr3	0	0	16
Ppp3ca	chr3	180	189	190
Emcn	chr3	2	10	28
Gm4861	chr3	4	23	38
Ddit4l	chr3	73	86	86
H2afz	chr3	178	185	186
Dnajb14	chr3	39	60	100
Lamtor3	chr3	155	162	162
Dapp1	chr3	125	129	166
Gm5105	chr3	0	7	72
Mttp	chr3	154	191	191
Trmt10a	chr3	179	191	191
4930579F01Rik	chr3	20	23	26
Adh7	chr3	5	5	91
0610031O16Rik	chr3	1	13	98
Adh1	chr3	4	25	25
Adh6a	chr3	0	2	13
Adh6-ps1	chr3	0	0	5
Adh4	chr3	0	7	64
Adh5	chr3	178	187	187
Metap1	chr3	161	174	174
Eif4e	chr3	170	176	176
Mir1956	chr3	80	175	175
4930425O10Rik	chr3	0	0	15
Tspan5	chr3	120	163	179
Rap1gds1	chr3	89	185	186
Stpg2	chr3	171	188	190
Mir7j	chr3	0	1	1
Pdha2	chr3	0	2	2
Unc5c	chr3	68	83	145
Bmpr1b	chr3	78	83	135
Pdlim5	chr3	187	188	190
Gbp5	chr3	53	78	110
Gbp7	chr3	128	149	150
Gbp3	chr3	104	164	164
Gbp2b	chr3	0	0	67
Gbp2	chr3	102	122	122
Mir6381	chr3	0	0	0
Ccbl2	chr3	187	188	190
Gtf2b	chr3	179	186	186
Pkn2	chr3	170	189	189
A830019L24Rik	chr3	0	3	23
Gm6260	chr3	0	2	85
Lmo4	chr3	129	174	174
Hs2st1	chr3	178	192	192
Sep15	chr3	188	192	192
Sh3glb1	chr3	157	172	176
Clca3a1	chr3	17	26	62
Clca3a2	chr3	0	4	20
Clca3b	chr3	19	59	114
Clca4c-ps	chr3	1	1	25
Clca4b	chr3	0	17	20
Clca4a	chr3	0	0	8
Clca1	chr3	0	1	65
Clca2	chr3	1	3	16
Odf2l	chr3	185	188	188
Col24a1	chr3	18	25	112
Znhit6	chr3	160	167	167
Cyr61	chr3	11	14	15
Ddah1	chr3	52	65	90
Bcl10	chr3	190	193	193
2410004B18Rik	chr3	160	164	164
Syde2	chr3	81	128	133
Wdr63	chr3	97	117	135
Mcoln3	chr3	42	46	104
Mcoln2	chr3	84	90	149
Lpar3	chr3	46	50	111
Gm10636	chr3	0	0	20
Ssx2ip	chr3	169	171	175
Ctbs	chr3	181	186	186
Spata1	chr3	152	162	165
Gng5	chr3	140	162	162
Rpf1	chr3	159	167	168
Uox	chr3	1	1	74
Dnase2b	chr3	0	15	100
Gm16325	chr3	3	6	25
4930503B20Rik	chr3	8	14	20
Prkacb	chr3	141	175	176
Ttll7	chr3	98	110	184
Adgrl2	chr3	0	0	141
Gm1653	chr3	4	11	51
Mir3963	chr3	0	0	0
Adgrl4	chr3	53	56	79
Ifi44	chr3	19	27	32
Ifi44l	chr3	20	65	65
Ptgfr	chr3	13	21	36
Gipc2	chr3	51	72	166
Dnajb4	chr3	153	186	187
Fubp1	chr3	177	185	185
Nexn	chr3	4	58	113
Fam73a	chr3	124	135	181
Usp33	chr3	164	168	169
Zzz3	chr3	176	179	180
AI115009	chr3	0	12	18
Ak5	chr3	8	17	171
Pigk	chr3	149	156	170
St6galnac5	chr3	2	41	160
4930482G09Rik	chr3	0	0	17
1700012D16Rik	chr3	0	3	5
St6galnac3	chr3	142	152	175
5730460C07Rik	chr3	37	52	58
Asb17	chr3	0	0	59
Asb17os	chr3	28	28	55
Msh4	chr3	26	37	116
Snord45b	chr3	0	8	8
Rabggtb	chr3	169	177	177
Snord45c	chr3	2	177	177
Acadm	chr3	189	189	189
Slc44a5	chr3	6	24	153
Lhx8	chr3	1	11	23
AI606473	chr3	0	10	39
Cryz	chr3	162	183	183
Tyw3	chr3	176	183	183
Erich3	chr3	0	0	22
Tnni3k	chr3	0	0	105
Fpgt	chr3	185	192	192
Lrriq3	chr3	188	192	192
9330178D15Rik	chr3	0	0	21
4930570G19Rik	chr3	27	48	49
Negr1	chr3	27	48	98
Zranb2	chr3	160	184	184
Mir186	chr3	0	0	0
Ptger3	chr3	55	70	118
Cth	chr3	177	182	182
Ankrd13c	chr3	105	185	185
Srsf11	chr3	182	185	185
Lrrc40	chr3	169	173	173
Lrrc7	chr3	21	29	59
Gm20752	chr3	0	0	18
Depdc1a	chr3	186	189	189
Rpe65	chr3	0	0	1
Wls	chr3	117	146	173
Vmn1r2	chr4	0	0	0
Vmn1r3	chr4	0	0	0
Mir3471-2	chr4	0	0	0
Tmem68	chr4	175	179	179
Tgs1	chr4	174	179	180
2210414B05Rik	chr4	10	12	97
Lyn	chr4	115	132	141
6330407A03Rik	chr4	0	13	13
Rps20	chr4	174	179	179
Mos	chr4	0	22	30
Plag1	chr4	61	192	192
Chchd7	chr4	187	192	192
Sdr16c5	chr4	0	3	5
Sdr16c6	chr4	0	0	0
Penk	chr4	2	38	38
Gm11780	chr4	0	0	0
Impad1	chr4	178	181	181
4930423M02Rik	chr4	0	0	0
Fam110b	chr4	111	121	144
Ubxn2b	chr4	186	188	188
Cyp7a1	chr4	0	0	4
Sdcbp	chr4	161	171	173
Nsmaf	chr4	98	142	162
Tox	chr4	50	113	163
8430436N08Rik	chr4	0	0	29
Car8	chr4	53	68	95
Rab2a	chr4	159	166	170
Chd7	chr4	89	135	177
Clvs1	chr4	15	34	98
Asph	chr4	192	193	193
4930412C18Rik	chr4	48	140	141
Gdf6	chr4	4	12	61
4930448K20Rik	chr4	0	0	0
1700123O12Rik	chr4	0	0	101
2610301B20Rik	chr4	140	164	164
Plekhf2	chr4	148	170	170
Ndufaf6	chr4	154	159	162
Mir684-2	chr4	0	1	6
Trp53inp1	chr4	169	173	173
Ccne2	chr4	173	178	178
Ints8	chr4	180	182	182
Dpy19l4	chr4	167	173	173
Esrp1	chr4	29	67	109
1110037F02Rik	chr4	183	187	187
Rad54b	chr4	170	172	172
Fsbp	chr4	10	16	17
Gem	chr4	111	123	127
Cdh17	chr4	7	10	92
Pdp1	chr4	177	188	188
1700123M08Rik	chr4	182	188	188
Tmem67	chr4	163	170	170
Rbm12b2	chr4	163	164	164
Rbm12b1	chr4	98	124	124
Fam92a	chr4	89	141	141
Triqk	chr4	164	174	174
Runx1t1	chr4	99	112	126
Gm2560	chr4	0	1	59
Slc26a7	chr4	63	72	114
Lrrc69	chr4	0	0	12
Otud6b	chr4	191	191	191
Tmem55a	chr4	168	177	178
Gm11837	chr4	48	100	105
Necab1	chr4	56	58	103
Tmem64	chr4	177	189	189
Calb1	chr4	52	56	56
Mir6400	chr4	0	0	0
Decr1	chr4	115	146	148
Nbn	chr4	170	185	186
Osgin2	chr4	180	185	185
Ripk2	chr4	180	191	191
A530072M11Rik	chr4	174	191	191
Mmp16	chr4	7	14	39
Cngb3	chr4	0	2	83
Cpne3	chr4	165	170	170
Rmdn1	chr4	183	186	187
Wwp1	chr4	166	190	191
Slc7a13	chr4	0	0	20
Atp6v0d2	chr4	21	34	126
4930480G23Rik	chr4	0	3	20
Ttpa	chr4	72	83	98
Ggh	chr4	169	180	180
Nkain3	chr4	8	113	139
Prdm13	chr4	0	0	95
Ccnc	chr4	186	187	188
Tstd3	chr4	162	165	167
