name2	chrom
Gm16223	chr5
Cpeb2	chr5
Gm7854	chr5
C1qtnf7	chr5
Cc2d2a	chr5
Fbxl5	chr5
Bst1	chr5
Cd38	chr5
Fgfbp1	chr5
Prom1	chr5
Tapt1	chr5
Ldb2	chr5
4930431F12Rik	chr5
D5Ertd615e	chr5
Qdpr	chr5
Clrn2	chr5
Lap3	chr5
Med28	chr5
9630001P10Rik	chr5
Fam184b	chr5
1600023N17Rik	chr5
Ncapg	chr5
Gm3414	chr5
Lcorl	chr5
4930405L22Rik	chr5
Slit2	chr5
Mir218-1	chr5
Pacrgl	chr5
5730480H06Rik	chr5
Kcnip4	chr5
Adgra3	chr5
4930448I18Rik	chr5
Mir8117	chr5
Ppargc1a	chr5
Mir6417	chr5
Dhx15	chr5
9230114K14Rik	chr5
C130083M11Rik	chr5
Sod3	chr5
Ccdc149	chr5
Lgi2	chr5
8030423F21Rik	chr5
Sepsecs	chr5
Pi4k2b	chr5
Zcchc4	chr5
Anapc4	chr5
5033403H07Rik	chr5
Slc34a2	chr5
Sel1l3	chr5
Smim20	chr5
Rbpj	chr5
Cckar	chr5
Tbc1d19	chr5
Stim2	chr5
Gm10440	chr5
4932441J04Rik	chr5
Pcdh7	chr5
4930459L07Rik	chr5
4933402J10Rik	chr5
G6pd2	chr5
Arap2	chr5
Dthd1	chr5
Nwd2	chr5
0610040J01Rik	chr5
Rell1	chr5
5830416I19Rik	chr5
Pgm1	chr5
Tbc1d1	chr5
1700027F09Rik	chr5
C030018K13Rik	chr5
Gm3716	chr5
Klf3	chr5
Tlr1	chr5
Tlr6	chr5
Fam114a1	chr5
Mir574	chr5
Klhl5	chr5
Wdr19	chr5
Rfc1	chr5
Klb	chr5
Rpl9	chr5
Lias	chr5
Ugdh	chr5
Smim14	chr5
Ube2k	chr5
Pds5a	chr5
N4bp2	chr5
Rhoh	chr5
Chrna9	chr5
9130230L23Rik	chr5
Rbm47	chr5
1700126H18Rik	chr5
Nsun7	chr5
Apbb2	chr5
Uchl1	chr5
Uchl1os	chr5
Limch1	chr5
Phox2b	chr5
Tmem33	chr5
Slc30a9	chr5
Bend4	chr5
C330024D21Rik	chr5
Shisa3	chr5
Atp8a1	chr5
Gm5108	chr5
4930425K10Rik	chr5
Grxcr1	chr5
Kctd8	chr5
Yipf7	chr5
Guf1	chr5
Gnpda2	chr5
Gabrg1	chr5
Gabra2	chr5
Cox7b2	chr5
Gabra4	chr5
Gabrb1	chr5
Commd8	chr5
Atp10d	chr5
Corin	chr5
Nfxl1	chr5
Zar1	chr5
Gm5868	chr5
Cnga1	chr5
Nipal1	chr5
Txk	chr5
Tec	chr5
Slain2	chr5
Slc10a4	chr5
Fryl	chr5
1700025M24Rik	chr5
Ociad1	chr5
Ociad2	chr5
Cwh43	chr5
Dcun1d4	chr5
Lrrc66	chr5
Sgcb	chr5
Spata18	chr5
Usp46	chr5
Dancr	chr5
Snora26	chr5
Rasl11b	chr5
Scfd2	chr5
Fip1l1	chr5
Lnx1	chr5
Gm6116	chr5
Chic2	chr5
Gsx2	chr5
Gm19583	chr5
Pdgfra	chr5
Mir7025	chr5
Kit	chr5
Kdr	chr5
Srd5a3	chr5
Tmem165	chr5
Clock	chr5
Pdcl2	chr5
Nmu	chr5
Gm7271	chr5
Exoc1	chr5
Cep135	chr5
C530008M17Rik	chr5
Aasdh	chr5
Paics	chr5
Ppat	chr5
Srp72	chr5
Arl9	chr5
Thegl	chr5
1700112J05Rik	chr5
Hopx	chr5
Spink2	chr5
Rest	chr5
Mir5098	chr5,chr8,chr11,chr17
Noa1	chr5
Polr2b	chr5
Igfbp7	chr5
1700017L05Rik	chr5
Adgrl3	chr5
Mir1187	chr5
Tecrl	chr5
Epha5	chr5
Cenpc1	chr5
Stap1	chr5
Uba6	chr5
Gnrhr	chr5
Tmprss11c	chr5
Tmprss11d	chr5
Tmprss11a	chr5
Tmprss11g	chr5
Tmprss11f	chr5
Tmprss11b	chr5
Tmprss11e	chr5
Ythdc1	chr5
Ugt2b34	chr5
Ugt2b1	chr5
Ugt2b35	chr5
Ugt2b36	chr5
Ugt2b5	chr5
Ugt2b37	chr5
Ugt2a3	chr5
Ugt2b38	chr5
Ugt2a2	chr5
Ugt2a1	chr5
Sult1b1	chr5
Sult1d1	chr5
Sult1e1	chr5
Mir3969	chr5
Csn1s1	chr5
Csn2	chr5
Csn1s2a	chr5
Csn1s2b	chr5
Prr27	chr5
Gm7337	chr5
Odam	chr5
BC037156	chr5
Csn3	chr5
1700066N21Rik	chr5
Cabs1	chr5
Smr3a	chr5
Smr2	chr5
Gm7714	chr5
1700041A01Rik	chr5
Prol1	chr5
Amtn	chr5
Ambn	chr5
Enam	chr5
Jchain	chr5
Utp3	chr5
Rufy3	chr5
Grsf1	chr5
Mob1b	chr5
Dck	chr5
Slc4a4	chr5
Gc	chr5
Npffr2	chr5
Gm7056	chr5
Adamts3	chr5
Cox18	chr5
Ankrd17	chr5
Gm9958	chr5
Alb	chr5
Afp	chr5
Afm	chr5
5830473C10Rik	chr5
Rassf6	chr5
Cxcl5	chr5
Ppbp	chr5
Pf4	chr5
Cxcl3	chr5
Cxcl15	chr5
Cxcl1	chr5
Cxcl2	chr5
Mthfd2l	chr5
Epgn	chr5
Ereg	chr5
Areg	chr5
Gm19619	chr5
Btc	chr5
Parm1	chr5
1700063O14Rik	chr5
Rchy1	chr5
Thap6	chr5
Gm1045	chr5
Cdkl2	chr5
G3bp2	chr5
Uso1	chr5
U90926	chr5
Ppef2	chr5
Naaa	chr5
Sdad1	chr5
Cxcl9	chr5
Art3	chr5
Cxcl10	chr5
Cxcl11	chr5
Nup54	chr5
Mir6415	chr5
Scarb2	chr5
Fam47e	chr5
Stbd1	chr5
Ccdc158	chr5
Shroom3	chr5
Mir1961	chr5
Sowahb	chr5
Sept11	chr5
Ccni	chr5
2010109A12Rik	chr5
Ccng2	chr5
C87414	chr5
BC061212	chr5
Gm7978	chr5
A430089I19Rik	chr5
AA792892	chr5
Gm3139	chr5
Gm16513	chr5
Gm16367	chr5
Gm6367	chr5
Gm3259	chr5
D5Ertd577e	chr5
Gm3286	chr5
E330014E10Rik	chr5
Cxcl13	chr5
Cnot6l	chr5
Mrpl1	chr5
Fras1	chr5
Anxa3	chr5
Gm8013	chr5
Bmp2k	chr5
Paqr3	chr5
Naa11	chr5
4930467D21Rik	chr5
Gk2	chr5
Antxr2	chr5
Prdm8	chr5
Fgf5	chr5
1700007G11Rik	chr5
Mir703	chr5
Bmp3	chr5
Prkg2	chr5
Rasgef1b	chr5
A930011G23Rik	chr5
Gm38413	chr5
Hnrnpd	chr5
Hnrnpdl	chr5
Enoph1	chr5
Tmem150cos	chr5
Tmem150c	chr5
2310034O05Rik	chr5
Sec31a	chr5
5430416N02Rik	chr5
Lin54	chr5
Cops4	chr5
Plac8	chr5
Coq2	chr5
Hpse	chr5
Helq	chr5
Mrps18c	chr5
Fam175a	chr5
Agpat9	chr5
Nkx6-1	chr5
Cds1	chr5
Wdfy3	chr5
Arhgap24	chr5
Mapk10	chr5
4930429D17Rik	chr5
Ptpn13	chr5
Slc10a6	chr5
1700016H13Rik	chr5
Aff1	chr5
Klhl8	chr5
Hsd17b13	chr5
Hsd17b11	chr5
Nudt9	chr5
Mir5619	chr5
Gm17660	chr5
Sparcl1	chr5
Dspp	chr5
Dmp1	chr5
Ibsp	chr5
Mepe	chr5
Spp1	chr5
Pkd2	chr5
BC005561	chr5
D930016D06Rik	chr5
Zfp951	chr5
Abcg3	chr5
Gbp8	chr5
Gbp9	chr5
Gbp4	chr5
Gbp10	chr5
Gbp6	chr5
Gbp11	chr5
Lrrc8b	chr5
Lrrc8c	chr5
Lrrc8d	chr5
Zfp326	chr5
Barhl2	chr5
Zfp644	chr5
Hfm1	chr5
Cdc7	chr5
Tgfbr3	chr5
Brdt	chr5
Ephx4	chr5
Lpcat2b	chr5
Btbd8	chr5
A830010M20Rik	chr5
1700028K03Rik	chr5
Rpap2	chr5
Glmn	chr5
A930041C12Rik	chr5
4930428O21Rik	chr5
Gfi1	chr5
Ube2d2b	chr5
Evi5	chr5
Rpl5	chr5
Fam69a	chr5
Mtf2	chr5
Tmed5	chr5
Ccdc18	chr5
Dr1	chr5
Pigg	chr5
Pde6b	chr5
Atp5k	chr5
Mfsd7a	chr5
Pcgf3	chr5
Cplx1	chr5
Gak	chr5
Tmem175	chr5
Idua	chr5
Dgkq	chr5
Slc26a1	chr5
Fgfrl1	chr5
1700047L14Rik	chr5
Tmed11	chr5
Vmn2r8	chr5
Vmn2r9	chr5
Vmn2r10	chr5
Vmn2r11	chr5
Vmn2r12	chr5
Vmn2r13	chr5
Vmn2r14	chr5
Vmn2r15	chr5
Vmn2r16	chr5
Vmn2r17	chr5
Crlf2	chr5
Gm10416	chr5
Gm15446	chr5
Zfp932	chr5
Plcxd1	chr5
Gtpbp6	chr5
Zfp605	chr5
Chfr	chr5
Gm15787	chr5
Golga3	chr5
Ankle2	chr5
Pgam5	chr5
Pxmp2	chr5
Pole	chr5
P2rx2	chr5
Lrcol1	chr5
Fbrsl1	chr5
Gm29766	chr5
A630023P12Rik	chr5
Galnt9	chr5
Noc4l	chr5
Ddx51	chr5
Mir7026	chr5
Ep400	chr5
Pus1	chr5
Ulk1	chr5
Hscb	chr5
Chek2	chr5
Ttc28	chr5
Mir701	chr5
Pitpnb	chr5
Mn1	chr5
C130026L21Rik	chr5
E130006D01Rik	chr5
1700028D13Rik	chr5
Miat	chr5
Cryba4	chr5
Crybb1	chr5
Tpst2	chr5
Tfip11	chr5
Srrd	chr5
Hps4	chr5
Gm6583	chr5
Asphd2	chr5
Gm6588	chr5
Sez6l	chr5
1700034G24Rik	chr5
1700095B10Rik	chr5
Myo18b	chr5
Adrbk2	chr5
Crybb2	chr5
Crybb3	chr5
2900026A02Rik	chr5
Tmem211	chr5
Sgsm1	chr5
Mir7229	chr5
Mir7230	chr5
Aym1	chr5
Wscd2	chr5
Cmklr1	chr5
1700069L16Rik	chr5
Ficd	chr5
Sart3	chr5
Iscu	chr5
Tmem119	chr5
Selplg	chr5
Coro1c	chr5
Ssh1	chr5
Dao	chr5
Svop	chr5
Usp30	chr5
Alkbh2	chr5
Ung	chr5
Acacb	chr5
Foxn4	chr5
Myo1h	chr5
Kctd10	chr5
Ube3b	chr5
Mir7027	chr5
Mmab	chr5
Mvk	chr5
Fam222a	chr5
Trpv4	chr5
Gltp	chr5
Tchp	chr5
Mir7028	chr5
Git2	chr5
4930515G01Rik	chr5
Ankrd13a	chr5
1500011B03Rik	chr5
2610524H06Rik	chr5
4930519G04Rik	chr5
Oasl2	chr5
Oasl1	chr5
2210016L21Rik	chr5
Hnf1a	chr5
Sppl3	chr5
Rpl37rt	chr5
Acads	chr5
Unc119b	chr5
Mlec	chr5
Cabp1	chr5
Pop5	chr5
Rnf10	chr5
Coq5	chr5
Dynll1	chr5
Gm13830	chr5
Srsf9	chr5
Gatc	chr5
Triap1	chr5
Cox6a1	chr5
Msi1	chr5
Pla2g1b	chr5
Sirt4	chr5
Pxn	chr5
Rplp0	chr5
Gcn1l1	chr5
Mir7029	chr5
1110006O24Rik	chr5
Rab35	chr5
Mir7030	chr5
Ccdc64	chr5
Cit	chr5
Prkab1	chr5
Tmem233	chr5
Ccdc60	chr5
B230112J18Rik	chr5
Hspb8	chr5
Srrm4os	chr5
Srrm4	chr5
Suds3	chr5
Taok3	chr5
Pebp1	chr5
Vsig10	chr5
Wsb2	chr5
Rfc5	chr5
Ksr2	chr5
Nos1	chr5
Fbxo21	chr5
Tesc	chr5
Fbxw8	chr5
Hrk	chr5
Rnft2	chr5
2410131K14Rik	chr5
Med13l	chr5
4930413E15Rik	chr5
1700081H04Rik	chr5
Gm7538	chr5
AW549542	chr5
Gm16063	chr5
Tbx3	chr5
Tbx3os2	chr5
Tbx5	chr5
Rbm19	chr5
Gm10390	chr5
Lhx5	chr5
Sdsl	chr5
Sds	chr5
Plbd2	chr5
Slc8b1	chr5
Tpcn1	chr5
Iqcd	chr5
Rita1	chr5
Ddx54	chr5
Cfap73	chr5
Rasal1	chr5
Dtx1	chr5
Oas2	chr5
Oas3	chr5
Oas1e	chr5
Oas1c	chr5
Oas1b	chr5
Oas1f	chr5
Oas1h	chr5
Oas1g	chr5
Oas1a	chr5
Oas1d	chr5
Rph3a	chr5
Ptpn11	chr5
Rpl6	chr5
Gm15800	chr5
Trafd1	chr5
Naa25	chr5
Erp29	chr5
Tmem116	chr5
Adam1b	chr5
Adam1a	chr5
Mapkapk5	chr5
Aldh2	chr5
Acad12	chr5
Acad10	chr5
Brap	chr5
Atxn2	chr5
Mir7031	chr5
Sh2b3	chr5
Fam109a	chr5
Cux2	chr5
Myl2	chr5
Ccdc63	chr5
Ppp1cc	chr5
Hvcn1	chr5
Tctn1	chr5
Pptc7	chr5
Rad9b	chr5
Vps29	chr5
Fam216a	chr5
Gpn3	chr5
Arpc3	chr5
Anapc7	chr5
Atp2a2	chr5
Ift81	chr5
P2rx7	chr5
P2rx4	chr5
Camkk2	chr5
Anapc5	chr5
Rnf34	chr5
Kdm2b	chr5
A930024E05Rik	chr5
Orai1	chr5
Morn3	chr5
Tmem120b	chr5
Rhof	chr5
Setd1b	chr5
Hpd	chr5
Psmd9	chr5
Bcl7a	chr5
Mlxip	chr5
Il31	chr5
Lrrc43	chr5
B3gnt4	chr5
Mir7647	chr5
Diablo	chr5
Vps33a	chr5
Clip1	chr5
Zcchc8	chr5
Rsrc2	chr5
Kntc1	chr5
Hcar2	chr5
Hcar1	chr5
Denr	chr5
Ccdc62	chr5
Hip1r	chr5
Mir7032	chr5
Vps37b	chr5
Abcb9	chr5
Ogfod2	chr5
Arl6ip4	chr5
Pitpnm2	chr5
Pitpnm2os1	chr5
Mphosph9	chr5
2810006K23Rik	chr5
Cdk2ap1	chr5
Sbno1	chr5
Setd8	chr5
Rilpl2	chr5
Snrnp35	chr5
Rilpl1	chr5
Tmed2	chr5
Ddx55	chr5
Eif2b1	chr5
Gtf2h3	chr5
Tctn2	chr5
Atp6v0a2	chr5
Dnah10	chr5
Ccdc92	chr5
Zfp664	chr5
Fam101a	chr5
Ncor2	chr5
Scarb1	chr5
Ubc	chr5
Dhx37	chr5
Bri3bp	chr5
Aacs	chr5
Tmem132b	chr5
4933438B17Rik	chr5
4930572K03Rik	chr5
Tmem132c	chr5
Tmem132cos	chr5
Slc15a4	chr5
Glt1d1	chr5
Tmem132d	chr5
5930412G12Rik	chr5
Fzd10	chr5
Piwil1	chr5
Rimbp2	chr5
Stx2	chr5
Ran	chr5
Adgrd1	chr5
Sfswap	chr5
Mmp17	chr5
Zfp11	chr5
Sept14	chr5
Mrps17	chr5
Gbas	chr5
Psph	chr5
Cct6a	chr5
Snora15	chr5
Sumf2	chr5
Phkg1	chr5
Chchd2	chr5
Zbed5	chr5
Nupr1l	chr5
Vkorc1l1	chr5
Gusb	chr5
Asl	chr5
Crcp	chr5
Tpst1	chr5
Kctd7	chr5
Rabgef1	chr5
Tmem248	chr5
Sbds	chr5
Tyw1	chr5
Caln1	chr5
A330070K13Rik	chr5
Wbscr17	chr5
4930563F08Rik	chr5
Auts2	chr5
Gatsl2	chr5
Wbscr16	chr5
Gtf2ird2	chr5
Ncf1	chr5
Gtf2i	chr5
Mir3965	chr5
Gtf2ird1	chr5
Clip2	chr5
Syna	chr5
Mir7228	chr5
Rfc2	chr5
Lat2	chr5
Eif4h	chr5
Limk1	chr5
Eln	chr5
Wbscr28	chr5
Cldn13	chr5
Wbscr27	chr5
Cldn4	chr5
Cldn3	chr5
Wbscr25	chr5
Abhd11	chr5
Abhd11os	chr5
Stx1a	chr5
Dnajc30	chr5
Wbscr22	chr5
Vps37d	chr5
Mlxipl	chr5
Tbl2	chr5
Bcl7b	chr5
Baz1b	chr5
Fzd9	chr5
Fkbp6	chr5
Trim50	chr5
Nsun5	chr5
Mir7033	chr5
Pom121	chr5
Hip1	chr5
Ccl26	chr5
Ccl24	chr5
Rhbdd2	chr5
Por	chr5
Mir7034	chr5
Tmem120a	chr5
Styxl1	chr5
Mdh2	chr5
Srrm3	chr5
Hspb1	chr5
Ywhag	chr5
Ssc4d	chr5
Zp3	chr5
Dtx2	chr5
Upk3b	chr5
Upk3bl	chr5
Rasa4	chr5
Mir7035	chr5
Polr2j	chr5
Lrwd1	chr5
Alkbh4	chr5
Orai2	chr5
Prkrip1	chr5
Sh2b2	chr5
Mir721	chr5
Cux1	chr5
Myl10	chr5
Col26a1	chr5
Ift22	chr5
4933404O12Rik	chr5
Fis1	chr5
Cldn15	chr5
Znhit1	chr5
Plod3	chr5
Mir702	chr5
Vgf	chr5
Ap1s1	chr5
Serpine1	chr5
Trim56	chr5
Ache	chr5
Mir8116	chr5
Ufsp1	chr5
Mir7036	chr5
Srrt	chr5
Trip6	chr5
Slc12a9	chr5
Ephb4	chr5
Zan	chr5
Epo	chr5
Pop7	chr5
Gigyf1	chr5
Mir6418	chr5
Gnb2	chr5
Actl6b	chr5
Tfr2	chr5
Mospd3	chr5
Pcolce	chr5
Fbxo24	chr5
Gm20605	chr5
Lrch4	chr5
Sap25	chr5
Irs3	chr5
Agfg2	chr5
Nyap1	chr5
Tsc22d4	chr5
Ppp1r35	chr5
Mepce	chr5
Zcwpw1	chr5
Pilra	chr5
Pilrb1	chr5
Pilrb2	chr5
Cyp3a13	chr5
Gjc3	chr5
Azgp1	chr5
Smok3a	chr5
Smok3b	chr5
Smok3c	chr5
Zkscan1	chr5
Zscan21	chr5
Zfp113	chr5
Cops6	chr5
Mir25	chr5
Mir93	chr5
Mir106b	chr5
Mcm7	chr5
Ap4m1	chr5
Taf6	chr5
Cnpy4	chr5
Mblac1	chr5
Nxpe5	chr5
Lamtor4	chr5
6330418K02Rik	chr5
BC037034	chr5
Gal3st4	chr5
Gpc2	chr5
Stag3	chr5
Zfp157	chr5
1700123K08Rik	chr5
Zfp68	chr5
A430033K04Rik	chr5
Fam20c	chr5
Gm5294	chr5
Pdgfa	chr5
Prkar1b	chr5
Dnaaf5	chr5
Sun1	chr5
Get4	chr5
Adap1	chr5
Cox19	chr5
Cyp2w1	chr5
Mir339	chr5
D830046C22Rik	chr5
Gpr146	chr5
C130050O18Rik	chr5
Gper1	chr5
3110082I17Rik	chr5
Zfand2a	chr5
4930500L23Rik	chr5
Uncx	chr5
Micall2	chr5
Mir7037	chr5
Ints1	chr5
Mafk	chr5
Tmem184a	chr5
Psmg3	chr5
Elfn1	chr5
Mad1l1	chr5
Ftsj2	chr5
Nudt1	chr5
Snx8	chr5
Eif3b	chr5
Mir7038	chr5
Chst12	chr5
Grifin	chr5
Lfng	chr5
Ttyh3	chr5
Iqce	chr5
Brat1	chr5
Amz1	chr5
Gna12	chr5
Card11	chr5
Sdk1	chr5
Foxk1	chr5
Ap5z1	chr5
Papolb	chr5
Radil	chr5
Mmd2	chr5
Wipi2	chr5
Slc29a4	chr5
LOC102631757	chr5,chr17
Tff1	chr5,chr17
Cngb1	chr5,chr8
Tnrc18	chr5
Fbxl18	chr5
Actb	chr5
Fscn1	chr5
Rnf216	chr5
Rbakdn	chr5
Rbak	chr5
Spdye4b	chr5
Spdye4a	chr5
4930448H16Rik	chr5
Zfp12	chr5
Zfp316	chr5
E130309D02Rik	chr5
Zdhhc4	chr5
0610040B10Rik	chr5
Grid2ip	chr5
Kdelr2	chr5
Daglb	chr5
Rac1	chr5
Fam220a	chr5
Cyth3	chr5
Usp42	chr5
D130017N08Rik	chr5
Eif2ak1	chr5
Ankrd61	chr5
Aimp2	chr5
Pms2	chr5
Ccz1	chr5
Ocm	chr5
Lmtk2	chr5
Bhlha15	chr5
Tecpr1	chr5
Bri3	chr5
Gm15708	chr5
Dmr	chr5
Baiap2l1	chr5
Nptx2	chr5
Tmem130	chr5
Trrap	chr5
Mir7039	chr5
Smurf1	chr5
Kpna7	chr5
Gm4871	chr5
1700018F24Rik	chr5
Arpc1a	chr5
Arpc1b	chr5
Pdap1	chr5
Bud31	chr5
Ptcd1	chr5
Cpsf4	chr5
Atp5j2	chr5
Zkscan14	chr5
Zkscan5	chr5
Zfp655	chr5
Zscan25	chr5
Cyp3a57	chr5
Cyp3a16	chr5
Cyp3a41a	chr5
Cyp3a41b	chr5
Cyp3a44	chr5
Cyp3a11	chr5
Cyp3a25	chr5
Cyp3a59	chr5
1700001J03Rik	chr5
Rnf6	chr5
Cdk8	chr5
Wasf3	chr5
Gm6408	chr5
Gm6370	chr5
Gm3415	chr5
4930449I24Rik	chr5
Gm3402	chr5
Gm3404	chr5
Gm3409	chr5
Gpr12	chr5
Usp12	chr5
Rpl21	chr5
Rasl11a	chr5
Gtf3a	chr5
Mtif3	chr5
Lnx2	chr5
Polr1d	chr5
Gsx1	chr5
Pdx1	chr5
2210019I11Rik	chr5
Mir7k	chr5
Cdx2	chr5
Urad	chr5
Flt3	chr5
D5Ertd605e	chr5
Pan3	chr5
Flt1	chr5
Pomp	chr5
Slc46a3	chr5
Mtus2	chr5
Slc7a1	chr5
Ubl3	chr5
2210417A02Rik	chr5
4930505K14Rik	chr5
Katnal1	chr5
8430423G03Rik	chr5
5930430L01Rik	chr5
Gm15408	chr5
Hmgb1	chr5
Gm8615	chr5
5730422E09Rik	chr5
Uspl1	chr5
Alox5ap	chr5
Medag	chr5
Tex26	chr5
Wdr95	chr5
Gm15997	chr5
Hsph1	chr5
B3glct	chr5
Gm21221	chr5
4930500F04Rik	chr5
Rxfp2	chr5
Fry	chr5
Gm5	chr5
Zar1l	chr5
Brca2	chr5
N4bp2l1	chr5
N4bp2l2	chr5
Pds5b	chr5
Kl	chr5
Stard13	chr5
1700028E10Rik	chr5
Gm3704	chr5
Vmn2r18	chr5
Rfc3	chr5
Gm8579	chr6
Samd9l	chr6
Hepacam2	chr6
Vps50	chr6
Mir653	chr6
Mir489	chr6
Calcr	chr6
Tfpi2	chr6
Gngt1	chr6
Gng11	chr6
4930528H21Rik	chr6
Bet1	chr6
Col1a2	chr6
Casd1	chr6
Sgce	chr6
Peg10	chr6
Ppp1r9a	chr6
Pon1	chr6
Pon3	chr6
Pon2	chr6
Asb4	chr6
Pdk4	chr6
Dync1i1	chr6
1700019G24Rik	chr6
Slc25a13	chr6
Shfm1	chr6
Dlx6	chr6
Dlx6os2	chr6
Dlx6os1	chr6
Dlx5	chr6
Sdhaf3	chr6
Tac1	chr6
Asns	chr6
C1galt1	chr6
Col28a1	chr6
Mios	chr6
Rpa3	chr6
Umad1	chr6
A430035B10Rik	chr6
Glcci1	chr6
Ica1	chr6
Nxph1	chr6
AA545190	chr6
Ndufa4	chr6
Phf14	chr6
Gm6578	chr6
Thsd7a	chr6
Tmem106b	chr6
Vwde	chr6
1700016P04Rik	chr6
Tmem168	chr6
B630005N14Rik	chr6
Gpr85	chr6
2610001J05Rik	chr6
1110019D14Rik	chr6
Ppp1r3a	chr6
Foxp2	chr6
Mdfic	chr6
Tfec	chr6
Tes	chr6
D830026I12Rik	chr6
Cav2	chr6
Cav1	chr6
Met	chr6
Capza2	chr6
St7	chr6
Wnt2	chr6
Asz1	chr6
Cftr	chr6
Cttnbp2	chr6
Lsm8	chr6
Ankrd7	chr6
4930524B17Rik	chr6
Mir6370	chr6
Kcnd2	chr6
Tspan12	chr6
Ing3	chr6
Cped1	chr6
Wnt16	chr6
Fam3c	chr6
Ptprz1	chr6
Aass	chr6
Fezf1	chr6
Rnf133	chr6
Rnf148	chr6
Cadps2	chr6
Tas2r118	chr6
Slc13a1	chr6
Iqub	chr6
Ndufa5	chr6
Asb15	chr6
Lmod2	chr6
Wasl	chr6
Hyal6	chr6
Hyal4	chr6
Spam1	chr6
Hyal5	chr6
Tmem229a	chr6
Gpr37	chr6
Pot1a	chr6
Gm20756	chr6
Mir592	chr6
Grm8	chr6
Zfp800	chr6
Gcc1	chr6
Arf5	chr6
Fscn3	chr6
Pax4	chr6
Snd1	chr6
Lrrc4	chr6
Mir129-1	chr6
Lep	chr6
Rbm28	chr6
Prrt4	chr6
Impdh1	chr6
Hilpda	chr6
Fam71f2	chr6
Fam71f1	chr6
Calu	chr6
Opn1sw	chr6
Ccdc136	chr6
Flnc	chr6
Atp6v1f	chr6
Gm9047	chr6
Kcp	chr6
Irf5	chr6
Tnpo3	chr6
Tspan33	chr6
Smo	chr6
Ahcyl2	chr6
Strip2	chr6
Smkr-ps	chr6
Nrf1	chr6
Mir182	chr6
Mir96	chr6
Mir183	chr6
Mirc35hg	chr6
BB283400	chr6
Ube2h	chr6
Zc3hc1	chr6
Klhdc10	chr6
1700012C14Rik	chr6
Tmem209	chr6
Ssmem1	chr6
Cpa2	chr6
Cpa4	chr6
Cpa5	chr6
Cpa1	chr6
Cep41	chr6
Mest	chr6
Mir335	chr6
Copg2	chr6
Tsga13	chr6
Klf14	chr6
Mir29a	chr6
Mir29b-1	chr6
Lncpint	chr6
2210408F21Rik	chr6
Mkln1os	chr6
Mkln1	chr6
Podxl	chr6
1700012A03Rik	chr6
Plxna4os1	chr6
Plxna4	chr6
Chchd3	chr6
Exoc4	chr6
Lrguk	chr6
Slc35b4	chr6
Gm6644	chr6
Akr1b3	chr6
Akr1b8	chr6
Akr1b10	chr6
Akr1b7	chr6
Bpgm	chr6
Cald1	chr6
Agbl3	chr6
Tmem140	chr6
3110062M04Rik	chr6
Wdr91	chr6
Stra8	chr6
2010107G12Rik	chr6
Cnot4	chr6
Nup205	chr6
1810058I24Rik	chr6
Slc13a4	chr6
Fam180a	chr6
1700065J11Rik	chr6
Mtpn	chr6
Chrm2	chr6
9330158H04Rik	chr6
Mir490	chr6
Ptn	chr6
Dgki	chr6
Creb3l2	chr6
Akr1d1	chr6
Trim24	chr6
Svopl	chr6
Tmem213	chr6
Atp6v0a4	chr6
D630045J12Rik	chr6
Zc3hav1l	chr6
Zc3hav1	chr6
Ttc26	chr6
Ubn2	chr6
Mir7670	chr6
1110001J03Rik	chr6
Luc7l2	chr6
Klrg2	chr6
Clec2l	chr6
Hipk2	chr6
Tbxas1	chr6
1700025N23Rik	chr6
Parp12	chr6
4930599N23Rik	chr6
Kdm7a	chr6
Slc37a3	chr6
Rab19	chr6
Mkrn1	chr6
Dennd2a	chr6
Adck2	chr6
Ndufb2	chr6
Braf	chr6
Mrps33	chr6
Tmem178b	chr6
Agk	chr6
E330009J07Rik	chr6
Wee2	chr6
Ssbp1	chr6
Tas2r137	chr6
Tas2r108	chr6
Prss37	chr6
Olfr461	chr6
Olfr460	chr6
Clec5a	chr6
Tas2r138	chr6
Mgam	chr6
Moxd2	chr6
Prss58	chr6
1700074P13Rik	chr6
1810009J06Rik	chr6
Gm2663	chr6
2210010C04Rik	chr6
Try4	chr6
Try5	chr6
Try10	chr6
Prss3	chr6
Gm5771	chr6
Gm5409	chr6
Gm10334	chr6
Prss1	chr6
Prss2	chr6
Ephb6	chr6
Trpv6	chr6
Trpv5	chr6
1700034O15Rik	chr6
Kel	chr6
Mir5124b	chr6
Olfr459	chr6
Pip	chr6
Sval2	chr6
Sval1	chr6
Sval3	chr6
Sva	chr6
Tas2r139	chr6
Tas2r144	chr6
Gstk1	chr6
Tmem139	chr6
Casp2	chr6
Clcn1	chr6
Fam131b	chr6
Zyx	chr6
2010310C07Rik	chr6
Epha1	chr6
Tas2r143	chr6
Tas2r135	chr6
Tas2r126	chr6
Olfr458	chr6
Olfr457	chr6
Olfr456	chr6
Olfr455	chr6
Tcaf3	chr6
Tcaf2	chr6
Tcaf1	chr6
Olfr453	chr6
Olfr38	chr6
Olfr452	chr6
Olfr450	chr6
Olfr449	chr6
Olfr448	chr6
Olfr447	chr6
Olfr446	chr6
Olfr444	chr6
Olfr441	chr6
Olfr237-ps1	chr6
Olfr437	chr6
1700024N05Rik	chr6
Olfr13	chr6
