index	AMYGDALA_CTRL_1	AMYGDALA_CTRL_2	AMYGDALA_FEAR_1	CORTEX_CTRL_1	CORTEX_CTRL_2	CORTEX_FEAR_1	CORTEX_FEAR_2	AMYGDALA_ERRB4_KO_1	AMYGDALA_ERRB4_KO_2	AMYGDALA_ERRB4_KO_3	AMYGDALA_ERRB4_WT_1	CORTEX_ERRB4_KO_1	CORTEX_ERRB4_KO_2	CORTEX_ERRB4_KO_3	CORTEX_ERRB4_WT_1	CORTEX_ERRB4_WT_2
171	2.16534298670682e-07	1.69021141496787e-07	1.56334693411233e-07	2.06392216147879e-07	1.88062677905418e-07	1.62078873124169e-07	1.8707994222894e-07	2.21964706704474e-07	2.13900003852512e-07	1.8565739942358e-07	1.84933412423463e-07	2.54367631529929e-07	2.47905656748989e-07	2.14881628597586e-07	2.2527927742053e-07	1.97507546407835e-07
172	2.11187772777579e-07	1.52119027347108e-07	1.56334693411233e-07	2.08321115364214e-07	1.88062677905418e-07	1.66307017640452e-07	1.8707994222894e-07	2.21964706704474e-07	2.16790544445114e-07	1.7270455760333e-07	1.80823781036275e-07	2.46292468624217e-07	2.47905656748989e-07	2.11358978948445e-07	2.11415937271574e-07	1.93557395479678e-07
173	2.16534298670682e-07	1.57753065397001e-07	1.52699002866786e-07	2.1410781301322e-07	1.84061344332962e-07	1.66307017640452e-07	1.84929598065389e-07	2.21964706704474e-07	2.19681085037716e-07	1.7270455760333e-07	1.89043043810651e-07	2.58405212982785e-07	2.45268362528255e-07	2.18404278246726e-07	2.21813442383291e-07	1.97507546407835e-07
174	2.21880824563786e-07	1.52119027347108e-07	1.45427621777891e-07	2.08321115364214e-07	1.84061344332962e-07	1.69125780651307e-07	1.80628909738287e-07	2.21964706704474e-07	2.22571625630317e-07	1.68386943663247e-07	1.97262306585028e-07	2.58405212982785e-07	2.42631068307521e-07	2.21926927895867e-07	2.2527927742053e-07	1.97507546407835e-07
175	2.19207561617234e-07	1.46484989297215e-07	1.34520550144549e-07	2.04463316931543e-07	1.80060010760506e-07	1.67716399145879e-07	1.80628909738287e-07	2.21964706704474e-07	2.19681085037716e-07	1.68386943663247e-07	2.01371937972216e-07	2.62442794435641e-07	2.34719185645319e-07	2.28972227194149e-07	2.11415937271574e-07	2.01457697335991e-07
176	2.11187772777579e-07	1.46484989297215e-07	1.27249169055655e-07	2.02534417715208e-07	1.82060677546734e-07	1.7335392516759e-07	1.82779253901838e-07	2.21964706704474e-07	2.22571625630317e-07	1.64069329723163e-07	1.93152675197839e-07	2.66480375888497e-07	2.29444597203852e-07	2.28972227194149e-07	2.14881772308813e-07	2.09357999192305e-07
177	2.16534298670682e-07	1.40850951247322e-07	1.34520550144549e-07	2.04463316931543e-07	1.88062677905418e-07	1.70535162156734e-07	1.76328221411185e-07	2.28398466319096e-07	2.25462166222919e-07	1.5975171578308e-07	1.97262306585028e-07	2.66480375888497e-07	2.32081891424585e-07	2.25449577545008e-07	2.11415937271574e-07	2.05407848264148e-07
178	2.19207561617234e-07	1.40850951247322e-07	1.38156240688997e-07	2.06392216147879e-07	1.88062677905418e-07	1.74763306673017e-07	1.74177877247634e-07	2.41265985548341e-07	2.19681085037716e-07	1.5975171578308e-07	1.97262306585028e-07	2.70517957341353e-07	2.32081891424585e-07	2.28972227194149e-07	2.07950102234335e-07	2.17258301048618e-07
179	2.16534298670682e-07	1.40850951247322e-07	1.41791931233444e-07	2.10250014580549e-07	1.88062677905418e-07	1.74763306673017e-07	1.76328221411185e-07	2.28398466319096e-07	2.16790544445114e-07	1.68386943663247e-07	1.93152675197839e-07	2.70517957341353e-07	2.34719185645319e-07	2.28972227194149e-07	2.07950102234335e-07	2.09357999192305e-07
180	2.13861035724131e-07	1.46484989297215e-07	1.41791931233444e-07	2.08321115364214e-07	1.94064678264101e-07	1.74763306673017e-07	1.84929598065389e-07	2.28398466319096e-07	2.02337841482106e-07	1.7270455760333e-07	1.93152675197839e-07	2.74555538794209e-07	2.32081891424585e-07	2.28972227194149e-07	2.11415937271574e-07	2.13308150120461e-07
181	2.19207561617234e-07	1.40850951247322e-07	1.45427621777891e-07	2.04463316931543e-07	1.90063344691646e-07	1.76172688178445e-07	1.80628909738287e-07	2.28398466319096e-07	2.05228382074708e-07	1.64069329723163e-07	1.93152675197839e-07	2.78593120247065e-07	2.24170008762384e-07	2.28972227194149e-07	2.11415937271574e-07	2.09357999192305e-07
182	2.24554087510337e-07	1.40850951247322e-07	1.45427621777891e-07	2.04463316931543e-07	1.96065345050329e-07	1.789914511893e-07	1.78478565574736e-07	2.34832225933719e-07	2.02337841482106e-07	1.68386943663247e-07	2.01371937972216e-07	2.74555538794209e-07	2.32081891424585e-07	2.43062825790712e-07	2.07950102234335e-07	2.17258301048618e-07
183	2.24554087510337e-07	1.40850951247322e-07	1.45427621777891e-07	2.06392216147879e-07	2.00066678622785e-07	1.81810214200155e-07	1.80628909738287e-07	2.34832225933719e-07	2.02337841482106e-07	1.77022171543413e-07	1.97262306585028e-07	2.78593120247065e-07	2.34719185645319e-07	2.50108125088993e-07	2.07950102234335e-07	2.21208451976775e-07
184	2.16534298670682e-07	1.46484989297215e-07	1.45427621777891e-07	2.10250014580549e-07	1.98066011836557e-07	1.86038358716438e-07	1.76328221411185e-07	2.28398466319096e-07	2.02337841482106e-07	1.81339785483496e-07	1.97262306585028e-07	2.70517957341353e-07	2.37356479866053e-07	2.43062825790712e-07	2.11415937271574e-07	2.17258301048618e-07
185	2.16534298670682e-07	1.46484989297215e-07	1.41791931233444e-07	2.1410781301322e-07	1.96065345050329e-07	1.77582069683872e-07	1.76328221411185e-07	2.31615346126408e-07	1.96556760296903e-07	1.77022171543413e-07	2.01371937972216e-07	2.66480375888497e-07	2.32081891424585e-07	2.3601752649243e-07	2.11415937271574e-07	2.13308150120461e-07
186	2.13861035724131e-07	1.46484989297215e-07	1.45427621777891e-07	2.1410781301322e-07	1.8606201111919e-07	1.74763306673017e-07	1.82779253901838e-07	2.34832225933719e-07	1.93666219704302e-07	1.7270455760333e-07	1.97262306585028e-07	2.66480375888497e-07	2.32081891424585e-07	2.3601752649243e-07	2.07950102234335e-07	2.21208451976775e-07
187	2.08514509831027e-07	1.46484989297215e-07	1.41791931233444e-07	2.1796561144589e-07	1.88062677905418e-07	1.76172688178445e-07	1.78478565574736e-07	2.31615346126408e-07	1.99447300889505e-07	1.77022171543413e-07	1.97262306585028e-07	2.70517957341353e-07	2.42631068307521e-07	2.39540176141571e-07	2.11415937271574e-07	2.33058904761245e-07
188	2.05841246884476e-07	1.52119027347108e-07	1.41791931233444e-07	2.16036712229555e-07	1.94064678264101e-07	1.76172688178445e-07	1.74177877247634e-07	2.21964706704474e-07	1.99447300889505e-07	1.81339785483496e-07	2.01371937972216e-07	2.78593120247065e-07	2.39993774086787e-07	2.46585475439852e-07	2.07950102234335e-07	2.25158602904932e-07
189	2.08514509831027e-07	1.52119027347108e-07	1.41791931233444e-07	2.12178913796885e-07	1.94064678264101e-07	1.76172688178445e-07	1.78478565574736e-07	2.09097187475229e-07	1.87885138519099e-07	1.81339785483496e-07	2.01371937972216e-07	2.78593120247065e-07	2.42631068307521e-07	2.60676074036415e-07	2.07950102234335e-07	2.29108753833088e-07
190	2.13861035724131e-07	1.52119027347108e-07	1.49063312322338e-07	2.1410781301322e-07	1.96065345050329e-07	1.80400832694727e-07	1.8707994222894e-07	2.15530947089851e-07	1.93666219704302e-07	1.94292627303746e-07	2.09591200746592e-07	2.86668283152777e-07	2.55817539411191e-07	2.71244022983838e-07	2.18347607346052e-07	2.52809659402028e-07
191	2.13861035724131e-07	1.46484989297215e-07	1.45427621777891e-07	1.96747720066202e-07	1.94064678264101e-07	1.7335392516759e-07	1.80628909738287e-07	2.05880307667918e-07	1.87885138519099e-07	1.94292627303746e-07	2.09591200746592e-07	2.78593120247065e-07	2.53180245190457e-07	2.64198723685556e-07	2.07950102234335e-07	2.60709961258342e-07
192	2.03167983937924e-07	1.52119027347108e-07	1.52699002866786e-07	1.98676619282537e-07	1.84061344332962e-07	1.80400832694727e-07	1.78478565574736e-07	2.09097187475229e-07	1.907756791117e-07	1.94292627303746e-07	2.01371937972216e-07	2.82630701699921e-07	2.50542950969723e-07	2.53630774738134e-07	2.04484267197097e-07	2.68610263114655e-07
193	2.03167983937924e-07	1.52119027347108e-07	1.49063312322338e-07	1.92889921633531e-07	1.84061344332962e-07	1.83219595705582e-07	1.78478565574736e-07	2.1231406728254e-07	1.93666219704302e-07	1.94292627303746e-07	1.97262306585028e-07	2.90705864605633e-07	2.50542950969723e-07	2.46585475439852e-07	1.90620927048141e-07	2.72560414042812e-07
194	2.03167983937924e-07	1.46484989297215e-07	1.49063312322338e-07	1.92889921633531e-07	1.80060010760506e-07	1.8462897721101e-07	1.82779253901838e-07	2.1231406728254e-07	1.96556760296903e-07	2.02927855183913e-07	1.89043043810651e-07	2.90705864605633e-07	2.50542950969723e-07	2.46585475439852e-07	1.87155092010902e-07	2.72560414042812e-07
195	2.08514509831027e-07	1.40850951247322e-07	1.49063312322338e-07	1.92889921633531e-07	1.84061344332962e-07	1.86038358716438e-07	1.76328221411185e-07	2.1231406728254e-07	1.96556760296903e-07	1.98610241243829e-07	1.93152675197839e-07	2.90705864605633e-07	2.55817539411191e-07	2.53630774738134e-07	1.9408676208538e-07	2.88361017755439e-07
196	2.11187772777579e-07	1.40850951247322e-07	1.52699002866786e-07	1.92889921633531e-07	1.78059343974278e-07	1.87447740221865e-07	1.76328221411185e-07	2.09097187475229e-07	1.96556760296903e-07	2.02927855183913e-07	2.01371937972216e-07	2.90705864605633e-07	2.50542950969723e-07	2.46585475439852e-07	1.97552597122619e-07	2.80460715899125e-07
197	2.00494720991373e-07	1.69021141496787e-07	1.5997038395568e-07	1.90961022417196e-07	1.78059343974278e-07	1.88857121727293e-07	1.76328221411185e-07	2.09097187475229e-07	1.93666219704302e-07	2.02927855183913e-07	2.01371937972216e-07	2.90705864605633e-07	2.45268362528255e-07	2.43062825790712e-07	1.97552597122619e-07	2.84410866827282e-07
198	2.16534298670682e-07	1.69021141496787e-07	1.63606074500127e-07	1.92889921633531e-07	1.72057343615595e-07	1.98722792265286e-07	1.76328221411185e-07	2.1231406728254e-07	2.02337841482106e-07	2.15880697004162e-07	2.17810463520968e-07	2.90705864605633e-07	2.47905656748989e-07	2.46585475439852e-07	2.07950102234335e-07	2.84410866827282e-07
199	2.08514509831027e-07	1.69021141496787e-07	1.56334693411233e-07	1.89032123200861e-07	1.66055343256911e-07	1.98722792265286e-07	1.76328221411185e-07	2.05880307667918e-07	2.02337841482106e-07	2.20198310944246e-07	2.01371937972216e-07	2.78593120247065e-07	2.50542950969723e-07	2.43062825790712e-07	2.18347607346052e-07	2.88361017755439e-07
200	2.19207561617234e-07	1.80289217596572e-07	1.67241765044575e-07	1.94818820849867e-07	1.70056676829367e-07	2.00132173770713e-07	1.72027533084083e-07	2.09097187475229e-07	2.08118922667309e-07	2.28833538824412e-07	1.93152675197839e-07	2.86668283152777e-07	2.50542950969723e-07	2.46585475439852e-07	2.28745112457769e-07	2.92311168683595e-07
201	2.13861035724131e-07	1.80289217596572e-07	1.63606074500127e-07	1.8517432476819e-07	1.66055343256911e-07	1.94494647749003e-07	1.74177877247634e-07	1.89795908631362e-07	1.99447300889505e-07	2.33151152764495e-07	1.93152675197839e-07	2.90705864605633e-07	2.45268362528255e-07	2.53630774738134e-07	2.32210947495008e-07	2.96261319611752e-07
202	2.13861035724131e-07	1.7465517954668e-07	1.63606074500127e-07	1.77458727902849e-07	1.58052676112e-07	1.88857121727293e-07	1.76328221411185e-07	1.93012788438673e-07	2.02337841482106e-07	2.33151152764495e-07	1.89043043810651e-07	2.98781027511345e-07	2.58454833631925e-07	2.53630774738134e-07	2.28745112457769e-07	2.92311168683595e-07
203	2.11187772777579e-07	1.80289217596572e-07	1.5997038395568e-07	1.77458727902849e-07	1.58052676112e-07	1.83219595705582e-07	1.82779253901838e-07	1.96229668245984e-07	2.05228382074708e-07	2.28833538824412e-07	1.93152675197839e-07	3.02818608964201e-07	2.55817539411191e-07	2.53630774738134e-07	2.32210947495008e-07	2.88361017755439e-07
204	2.08514509831027e-07	1.69021141496787e-07	1.63606074500127e-07	1.73600929470178e-07	1.52050675753316e-07	1.83219595705582e-07	1.69877188920531e-07	1.99446548053295e-07	2.08118922667309e-07	2.20198310944245e-07	1.97262306585028e-07	2.90705864605633e-07	2.53180245190457e-07	2.50108125088993e-07	2.14881772308813e-07	2.80460715899125e-07
205	1.95148195098269e-07	1.52119027347108e-07	1.56334693411233e-07	1.58169735739496e-07	1.52050675753316e-07	1.87447740221865e-07	1.76328221411185e-07	2.1231406728254e-07	2.16790544445114e-07	2.20198310944245e-07	1.89043043810651e-07	2.82630701699921e-07	2.55817539411191e-07	2.57153424387275e-07	2.18347607346052e-07	2.92311168683595e-07
206	1.95148195098269e-07	1.57753065397001e-07	1.5997038395568e-07	1.69743131037508e-07	1.48049342180861e-07	1.86038358716438e-07	1.76328221411185e-07	2.09097187475229e-07	2.16790544445114e-07	2.15880697004162e-07	1.93152675197839e-07	2.86668283152777e-07	2.63729422073393e-07	2.64198723685556e-07	2.21813442383291e-07	2.96261319611752e-07
207	1.92474932151718e-07	1.52119027347108e-07	1.56334693411233e-07	1.62027534172166e-07	1.52050675753316e-07	1.83219595705582e-07	1.74177877247634e-07	2.09097187475229e-07	2.13900003852512e-07	2.02927855183913e-07	1.80823781036275e-07	2.82630701699921e-07	2.50542950969723e-07	2.74766672632978e-07	2.04484267197097e-07	3.00211470539909e-07
208	1.89801669205166e-07	1.52119027347108e-07	1.56334693411233e-07	1.63956433388502e-07	1.52050675753316e-07	1.81810214200155e-07	1.76328221411185e-07	2.05880307667918e-07	2.16790544445114e-07	2.02927855183913e-07	1.89043043810651e-07	2.82630701699921e-07	2.55817539411191e-07	2.78289322282119e-07	2.07950102234335e-07	3.08111772396222e-07
209	1.92474932151718e-07	1.52119027347108e-07	1.52699002866786e-07	1.62027534172166e-07	1.58052676112e-07	1.83219595705582e-07	1.74177877247634e-07	1.93012788438673e-07	2.16790544445114e-07	2.02927855183913e-07	1.89043043810651e-07	2.82630701699921e-07	2.47905656748989e-07	2.74766672632978e-07	2.04484267197097e-07	3.00211470539909e-07
210	1.87128406258614e-07	1.52119027347108e-07	1.45427621777891e-07	1.5624083652316e-07	1.56052009325772e-07	1.83219595705582e-07	1.74177877247634e-07	1.86579028824051e-07	2.25462166222919e-07	2.11563083064079e-07	1.93152675197839e-07	2.86668283152777e-07	2.45268362528255e-07	2.78289322282119e-07	2.04484267197097e-07	3.00211470539909e-07
211	1.87128406258614e-07	1.46484989297215e-07	1.45427621777891e-07	1.50454138874154e-07	1.54051342539544e-07	1.789914511893e-07	1.72027533084082e-07	1.83362149016739e-07	2.16790544445114e-07	2.11563083064079e-07	1.93152675197839e-07	2.90705864605633e-07	2.58454833631925e-07	2.67721373334697e-07	2.07950102234335e-07	2.96261319611752e-07
212	1.95148195098269e-07	1.46484989297215e-07	1.45427621777891e-07	1.54311937306825e-07	1.54051342539544e-07	1.83219595705582e-07	1.69877188920531e-07	1.89795908631362e-07	2.19681085037716e-07	2.02927855183913e-07	1.89043043810651e-07	2.82630701699921e-07	2.50542950969723e-07	2.67721373334697e-07	2.14881772308813e-07	3.16012074252535e-07
213	1.95148195098269e-07	1.46484989297215e-07	1.38156240688997e-07	1.5238303809049e-07	1.46048675394633e-07	1.80400832694727e-07	1.59125468102776e-07	1.93012788438673e-07	2.25462166222919e-07	2.07245469123996e-07	1.93152675197839e-07	2.90705864605633e-07	2.45268362528255e-07	2.71244022983838e-07	2.18347607346052e-07	3.08111772396222e-07
214	1.95148195098269e-07	1.52119027347108e-07	1.38156240688997e-07	1.58169735739496e-07	1.50050008967089e-07	1.81810214200155e-07	1.59125468102776e-07	1.96229668245984e-07	2.31243247408122e-07	2.02927855183913e-07	2.05481569359404e-07	2.86668283152777e-07	2.50542950969723e-07	2.74766672632978e-07	2.39142617569486e-07	3.04161621468065e-07
215	2.03167983937924e-07	1.40850951247322e-07	1.38156240688997e-07	1.5238303809049e-07	1.44048008608405e-07	1.789914511893e-07	1.59125468102776e-07	1.93012788438673e-07	2.39914869185926e-07	2.02927855183913e-07	2.09591200746592e-07	2.90705864605633e-07	2.50542950969723e-07	2.71244022983838e-07	2.42608452606725e-07	3.16012074252535e-07
216	1.95148195098269e-07	1.35216913197429e-07	1.41791931233444e-07	1.5238303809049e-07	1.44048008608405e-07	1.70535162156734e-07	1.54824779775674e-07	1.93012788438673e-07	2.39914869185926e-07	1.94292627303746e-07	2.05481569359404e-07	2.78593120247065e-07	2.42631068307521e-07	2.67721373334697e-07	2.39142617569486e-07	3.04161621468065e-07
217	1.87128406258614e-07	1.23948837097644e-07	1.45427621777891e-07	1.44667441225149e-07	1.42047341822177e-07	1.70535162156734e-07	1.52674435612123e-07	1.93012788438673e-07	2.37024328593325e-07	1.98610241243829e-07	2.1370083213378e-07	2.78593120247065e-07	2.42631068307521e-07	2.67721373334697e-07	2.42608452606725e-07	3.08111772396222e-07
218	1.87128406258614e-07	1.23948837097644e-07	1.41791931233444e-07	1.44667441225149e-07	1.40046675035949e-07	1.74763306673017e-07	1.54824779775674e-07	1.93012788438673e-07	2.31243247408122e-07	1.98610241243829e-07	2.05481569359404e-07	2.74555538794209e-07	2.45268362528255e-07	2.71244022983838e-07	2.42608452606725e-07	3.04161621468065e-07
219	1.92474932151718e-07	1.23948837097644e-07	1.45427621777891e-07	1.46596340441484e-07	1.46048675394633e-07	1.74763306673017e-07	1.56975123939225e-07	1.86579028824051e-07	2.31243247408122e-07	1.98610241243829e-07	2.09591200746592e-07	2.78593120247065e-07	2.45268362528255e-07	2.64198723685556e-07	2.49540122681203e-07	3.08111772396222e-07
220	1.89801669205166e-07	1.29582875147536e-07	1.56334693411233e-07	1.44667441225149e-07	1.44048008608405e-07	1.7335392516759e-07	1.61275812266327e-07	1.86579028824051e-07	2.37024328593325e-07	2.07245469123996e-07	2.17810463520968e-07	2.70517957341353e-07	2.42631068307521e-07	2.74766672632978e-07	2.42608452606725e-07	3.19962225180692e-07
221	1.95148195098269e-07	1.29582875147536e-07	1.5997038395568e-07	1.40809642792478e-07	1.46048675394633e-07	1.69125780651307e-07	1.56975123939225e-07	1.86579028824051e-07	2.22571625630317e-07	2.11563083064079e-07	2.17810463520968e-07	2.74555538794209e-07	2.34719185645319e-07	2.67721373334697e-07	2.46074287643964e-07	3.23912376108849e-07
222	1.95148195098269e-07	1.29582875147536e-07	1.67241765044575e-07	1.38880743576143e-07	1.48049342180861e-07	1.66307017640452e-07	1.61275812266327e-07	1.89795908631362e-07	2.31243247408122e-07	2.11563083064079e-07	2.30139357682532e-07	2.82630701699921e-07	2.34719185645319e-07	2.71244022983838e-07	2.49540122681203e-07	3.23912376108849e-07
223	2.00494720991373e-07	1.18314799047751e-07	1.67241765044575e-07	1.40809642792478e-07	1.52050675753316e-07	1.69125780651307e-07	1.63426156429878e-07	2.02663427860607e-07	2.34133788000723e-07	2.15880697004162e-07	2.3424898906972e-07	2.86668283152777e-07	2.50542950969723e-07	2.71244022983838e-07	2.42608452606725e-07	3.35762828893319e-07
224	1.95148195098269e-07	1.23948837097644e-07	1.74513146133469e-07	1.50454138874154e-07	1.54051342539544e-07	1.74763306673017e-07	1.6772684475698e-07	2.02663427860607e-07	2.39914869185926e-07	2.15880697004162e-07	2.30139357682532e-07	2.86668283152777e-07	2.58454833631925e-07	2.71244022983838e-07	2.42608452606725e-07	3.35762828893319e-07
225	1.92474932151718e-07	1.23948837097644e-07	1.81784527222364e-07	1.50454138874154e-07	1.64054676470683e-07	1.74763306673017e-07	1.76328221411185e-07	2.02663427860607e-07	2.42805409778528e-07	2.28833538824412e-07	2.30139357682532e-07	2.78593120247065e-07	2.55817539411191e-07	2.74766672632978e-07	2.46074287643964e-07	3.43663130749632e-07
226	1.95148195098269e-07	1.23948837097644e-07	1.999629799446e-07	1.58169735739496e-07	1.62054009684456e-07	1.71944543662162e-07	1.78478565574736e-07	2.1231406728254e-07	2.45695950371129e-07	2.28833538824412e-07	2.38358620456908e-07	2.82630701699921e-07	2.53180245190457e-07	2.85334621580401e-07	2.59937627792919e-07	3.35762828893319e-07
227	1.95148195098269e-07	1.23948837097644e-07	1.92691598855706e-07	1.62027534172166e-07	1.62054009684456e-07	1.7335392516759e-07	1.89230286392491e-07	2.09097187475229e-07	2.48586490963731e-07	2.28833538824412e-07	2.46577883231284e-07	2.94743446058489e-07	2.53180245190457e-07	2.88857271229541e-07	2.59937627792919e-07	3.39712979821476e-07
228	1.95148195098269e-07	1.18314799047751e-07	1.89055908311258e-07	1.62027534172166e-07	1.70056676829367e-07	1.7335392516759e-07	1.93530974719593e-07	2.05880307667918e-07	2.60148653334137e-07	2.28833538824412e-07	2.50687514618473e-07	2.94743446058489e-07	2.50542950969723e-07	2.85334621580401e-07	2.70335132904636e-07	3.35762828893319e-07
229	1.97821458044821e-07	1.18314799047751e-07	1.92691598855706e-07	1.63956433388502e-07	1.68056010043139e-07	1.80400832694727e-07	1.97831663046695e-07	2.02663427860607e-07	2.57258112741535e-07	2.20198310944246e-07	2.54797146005661e-07	2.98781027511345e-07	2.47905656748989e-07	2.85334621580401e-07	2.77266802979114e-07	3.35762828893319e-07
230	2.08514509831027e-07	1.18314799047751e-07	2.03598670489048e-07	1.69743131037508e-07	1.70056676829367e-07	1.8462897721101e-07	1.91380630556042e-07	2.05880307667918e-07	2.63039193926738e-07	2.20198310944246e-07	2.54797146005661e-07	3.18968934775625e-07	2.61092127852659e-07	2.85334621580401e-07	2.84198473053592e-07	3.39712979821476e-07
231	1.97821458044821e-07	1.23948837097644e-07	2.18141432666837e-07	1.69743131037508e-07	1.76058677188051e-07	1.9590402925443e-07	2.06433039700899e-07	2.18747826897163e-07	2.68820275111941e-07	2.28833538824412e-07	2.67126040167225e-07	3.31081679134193e-07	2.79553187397796e-07	2.95902570527823e-07	2.94595978165309e-07	3.51563432605946e-07
232	1.95148195098269e-07	1.18314799047751e-07	2.18141432666837e-07	1.71672030253843e-07	1.72057343615595e-07	1.94494647749003e-07	2.06433039700899e-07	2.18747826897163e-07	2.68820275111941e-07	2.28833538824412e-07	2.75345302941601e-07	3.27044097681337e-07	2.76915893177062e-07	2.8181197193126e-07	3.01527648239786e-07	3.51563432605946e-07
233	1.92474932151718e-07	1.23948837097644e-07	2.14505742122389e-07	1.73600929470178e-07	1.74058010401823e-07	1.91675884738148e-07	2.06433039700899e-07	2.1231406728254e-07	2.74601356297144e-07	2.24515924884329e-07	2.87674197103165e-07	3.35119260587049e-07	2.6900401051486e-07	2.85334621580401e-07	2.98061813202548e-07	3.47613281677789e-07
234	1.95148195098269e-07	1.29582875147536e-07	2.21777123211284e-07	1.69743131037508e-07	1.74058010401823e-07	1.88857121727293e-07	2.0858338386445e-07	2.02663427860607e-07	2.77491896889746e-07	2.24515924884329e-07	2.75345302941601e-07	3.35119260587049e-07	2.66366716294126e-07	2.92379920878682e-07	3.01527648239786e-07	3.51563432605946e-07
235	1.92474932151718e-07	1.35216913197429e-07	2.18141432666837e-07	1.73600929470178e-07	1.76058677188051e-07	1.91675884738148e-07	2.06433039700899e-07	2.05880307667918e-07	2.77491896889746e-07	2.28833538824412e-07	2.83564565715977e-07	3.47232004945617e-07	2.66366716294126e-07	2.99425220176964e-07	3.04993483277025e-07	3.43663130749632e-07
236	2.00494720991373e-07	1.46484989297215e-07	2.29048504300178e-07	1.79387627119184e-07	1.80060010760506e-07	1.97313410759858e-07	2.10733728028001e-07	2.1231406728254e-07	2.80382437482347e-07	2.37468766704578e-07	2.91783828490353e-07	3.59344749304185e-07	2.74278598956328e-07	3.06470519475245e-07	3.11925153351503e-07	3.39712979821476e-07
237	2.08514509831027e-07	1.46484989297215e-07	2.36319885389073e-07	1.83245425551855e-07	1.80060010760506e-07	1.91675884738148e-07	2.12884072191552e-07	2.1231406728254e-07	2.80382437482347e-07	2.33151152764495e-07	3.2055124820067e-07	3.67419912209897e-07	2.79553187397796e-07	3.02947869826104e-07	3.15390988388742e-07	3.31812677965162e-07
238	2.19207561617234e-07	1.35216913197429e-07	2.43591266477968e-07	1.89032123200861e-07	1.84061344332962e-07	1.91675884738148e-07	2.12884072191552e-07	2.18747826897163e-07	2.68820275111941e-07	2.33151152764495e-07	3.32880142362234e-07	3.59344749304185e-07	2.90102364280732e-07	3.09993169124386e-07	3.25788493500459e-07	3.35762828893319e-07
239	2.13861035724131e-07	1.46484989297215e-07	2.43591266477968e-07	1.92889921633531e-07	1.76058677188051e-07	1.9026650323272e-07	2.02132351373797e-07	2.18747826897163e-07	2.71710815704543e-07	2.33151152764495e-07	3.32880142362234e-07	3.59344749304185e-07	2.8219048161853e-07	2.99425220176964e-07	3.29254328537698e-07	3.27862527037006e-07
240	2.05841246884476e-07	1.46484989297215e-07	2.43591266477968e-07	1.92889921633531e-07	1.74058010401823e-07	1.86038358716438e-07	1.95681318883144e-07	2.15530947089851e-07	2.74601356297144e-07	2.20198310944245e-07	3.4109940513661e-07	3.43194423492761e-07	2.6900401051486e-07	2.85334621580401e-07	3.2232265846322e-07	3.12061923324379e-07
241	1.97821458044821e-07	1.40850951247322e-07	2.50862647566862e-07	1.92889921633531e-07	1.74058010401823e-07	1.87447740221865e-07	1.99982007210246e-07	2.15530947089851e-07	2.80382437482347e-07	2.28833538824412e-07	3.36989773749422e-07	3.47232004945617e-07	2.74278598956328e-07	2.92379920878682e-07	3.25788493500459e-07	3.08111772396222e-07
242	2.05841246884476e-07	1.40850951247322e-07	2.54498338111309e-07	1.92889921633531e-07	1.76058677188051e-07	1.83219595705582e-07	2.02132351373797e-07	2.21964706704474e-07	2.71710815704543e-07	2.20198310944245e-07	3.45209036523798e-07	3.51269586398473e-07	2.66366716294126e-07	2.92379920878682e-07	3.29254328537698e-07	3.08111772396222e-07
243	2.00494720991373e-07	1.40850951247322e-07	2.54498338111309e-07	1.92889921633531e-07	1.74058010401823e-07	1.9026650323272e-07	2.04282695537348e-07	2.21964706704474e-07	2.71710815704543e-07	2.15880697004162e-07	3.49318667910986e-07	3.51269586398473e-07	2.74278598956328e-07	2.99425220176964e-07	3.32720163574937e-07	3.12061923324379e-07
244	2.03167983937924e-07	1.29582875147536e-07	2.54498338111309e-07	1.92889921633531e-07	1.74058010401823e-07	2.01541555276141e-07	2.02132351373797e-07	2.34832225933719e-07	2.77491896889746e-07	2.11563083064079e-07	3.53428299298174e-07	3.47232004945617e-07	2.79553187397796e-07	2.99425220176964e-07	3.46583503723892e-07	3.04161621468065e-07
245	2.03167983937924e-07	1.29582875147536e-07	2.58134028655757e-07	1.96747720066202e-07	1.70056676829367e-07	2.00132173770713e-07	2.06433039700899e-07	2.41265985548341e-07	2.6592973451934e-07	2.11563083064079e-07	3.49318667910986e-07	3.67419912209897e-07	2.79553187397796e-07	3.09993169124386e-07	3.63912678910087e-07	3.08111772396222e-07
246	2.05841246884476e-07	1.29582875147536e-07	2.50862647566862e-07	2.08321115364214e-07	1.80060010760506e-07	1.97313410759858e-07	2.06433039700899e-07	2.44482865355652e-07	2.54367572148934e-07	2.07245469123996e-07	3.53428299298174e-07	3.67419912209897e-07	3.00651541163668e-07	3.17038468422667e-07	3.56981008835609e-07	3.12061923324379e-07
247	2.08514509831027e-07	1.12680760997858e-07	2.54498338111309e-07	2.12178913796885e-07	1.76058677188051e-07	1.97313410759858e-07	1.99982007210246e-07	2.34832225933719e-07	2.60148653334137e-07	2.02927855183913e-07	3.36989773749422e-07	3.71457493662753e-07	2.98014246942934e-07	3.2760641737009e-07	3.50049338761131e-07	2.96261319611752e-07
