name2	chrom	tss_samples	tss1k_samples	gene1k_samples
Esrp1	chr4	34	101	132
1110037F02Rik	chr4	188	190	190
Rad54b	chr4	175	176	178
Fsbp	chr4	12	21	22
Gem	chr4	131	143	148
Cdh17	chr4	12	19	100
Pdp1	chr4	187	193	193
1700123M08Rik	chr4	192	193	193
Tmem67	chr4	177	181	181
Rbm12b2	chr4	168	170	170
Rbm12b1	chr4	106	133	133
Fam92a	chr4	114	156	156
Triqk	chr4	176	183	183
Runx1t1	chr4	116	120	131
Gm2560	chr4	1	3	64
Slc26a7	chr4	70	75	118
Lrrc69	chr4	0	0	23
Otud6b	chr4	192	192	192
Tmem55a	chr4	176	184	185
Gm11837	chr4	95	126	131
Necab1	chr4	60	61	119
Tmem64	chr4	186	191	191
Calb1	chr4	67	73	73
Mir6400	chr4	0	1	1
Decr1	chr4	128	156	159
Nbn	chr4	180	189	189
Osgin2	chr4	191	192	192
Ripk2	chr4	186	193	193
A530072M11Rik	chr4	183	193	193
Mmp16	chr4	24	32	67
Cngb3	chr4	0	2	97
Cpne3	chr4	173	180	181
Rmdn1	chr4	187	191	191
Wwp1	chr4	174	193	193
Slc7a13	chr4	0	1	33
Atp6v0d2	chr4	26	39	134
4930480G23Rik	chr4	1	7	22
Ttpa	chr4	91	103	124
Ggh	chr4	182	187	187
Nkain3	chr4	29	128	153
Prdm13	chr4	1	2	119
Ccnc	chr4	190	191	192
Tstd3	chr4	165	173	175
Usp45	chr4	185	187	189
Pnisr	chr4	161	189	189
4930528A17Rik	chr4	163	189	189
Coq3	chr4	169	177	177
Faxc	chr4	95	105	125
Fbxl4	chr4	181	189	189
Pou3f2	chr4	82	107	107
Pnky	chr4	6	27	28
Mms22l	chr4	188	189	189
Klhl32	chr4	104	108	142
Ndufaf4	chr4	180	183	183
Gpr63	chr4	0	0	4
Fhl5	chr4	0	0	7
Ufl1	chr4	193	193	193
Fut9	chr4	13	18	40
Manea	chr4	166	171	171
4930548K13Rik	chr4	1	2	11
Epha7	chr4	157	168	169
4930556G01Rik	chr4	0	0	18
Map3k7	chr4	172	188	188
Bach2	chr4	0	0	147
Bach2os	chr4	5	51	102
Gja10	chr4	0	16	17
Casp8ap2	chr4	191	192	192
Mdn1	chr4	151	154	161
Lyrm2	chr4	160	165	165
Ankrd6	chr4	151	159	179
Rragd	chr4	88	120	151
4933421O10Rik	chr4	162	169	169
Ube2j1	chr4	168	169	170
Gabrr2	chr4	0	0	97
Gabrr1	chr4	0	0	57
Pm20d2	chr4	20	147	147
Srsf12	chr4	7	66	67
Pnrc1	chr4	166	191	191
Rngtt	chr4	164	168	175
Mir8118	chr4	0	0	0
Cnr1	chr4	87	99	99
Spaca1	chr4	36	39	41
Akirin2	chr4	177	183	183
Orc3	chr4	184	184	185
Rars2	chr4	184	184	185
Slc35a1	chr4	173	185	185
Cfap206	chr4	138	144	145
Gm136	chr4	0	0	6
Smim8	chr4	175	177	180
Zfp292	chr4	169	172	174
Cga	chr4	0	1	27
Platr9	chr4	6	10	10
Ifnk	chr4	0	0	0
Mob3b	chr4	152	162	185
3110043O21Rik	chr4	176	190	190
Lingo2	chr4	43	78	163
Mir876	chr4	0	0	0
Mir873b	chr4	0	0	0
Mir873a	chr4	0	0	0
1700009N14Rik	chr4	0	2	2
Aco1	chr4	191	193	193
Ddx58	chr4	93	125	138
Toporsos	chr4	147	190	190
Topors	chr4	187	189	190
Ndufb6	chr4	165	168	191
4930509K18Rik	chr4	37	38	38
Tmem215	chr4	12	15	15
4933428C19Rik	chr4	2	2	4
Aptx	chr4	183	185	185
Gm6297	chr4	182	185	185
Dnaja1	chr4	178	185	185
Mir207	chr4	155	185	185
Smu1	chr4	177	180	180
Mir5123	chr4	16	18	18
B4galt1	chr4	32	190	191
Spink4	chr4	12	15	16
Bag1	chr4	189	190	190
Chmp5	chr4	172	190	190
Nfx1	chr4	166	174	174
Mir3094	chr4	0	0	0
Aqp7	chr4	0	15	18
Aqp3	chr4	86	92	103
Nol6	chr4	185	185	185
Ube2r2	chr4	130	162	164
Ubap2	chr4	153	188	188
Dcaf12	chr4	162	163	166
Ubap1	chr4	174	176	178
Kif24	chr4	184	190	190
Nudt2	chr4	184	190	190
AI464131	chr4	145	155	160
1110017D15Rik	chr4	2	121	121
Fam219aos	chr4	0	0	2
Fam219a	chr4	188	191	191
Dnaic1	chr4	168	191	191
Enho	chr4	164	167	168
Cntfr	chr4	10	45	78
Rpp25l	chr4	130	141	141
Dctn3	chr4	164	168	173
Arid3c	chr4	63	69	170
Sigmar1	chr4	185	185	186
Galt	chr4	135	156	156
Il11ra1	chr4	78	89	90
Ccl27a	chr4	129	133	133
Gm3893	chr4	0	0	28
Ccl21c	chr4	0	0	0
Gm10591	chr4	0	0	0
Gm13304	chr4	0	0	0
Gm21541	chr4	0	0	0
Ccl21b	chr4	0	0	0
Gm13308	chr4	0	0	0
Gm20878	chr4	0	0	0
Gm21586	chr4	0	0	0
Fam205a2	chr4	0	0	0
4933409K07Rik	chr4	0	0	0
Ccl27b	chr4	0	0	0
Gm13306	chr4	0	0	0
LOC100861978	chr4	0	0	0
Gm2506	chr4	0	0	0
Gm13305	chr4	0	0	0
Gm2002	chr4	0	0	0
Il11ra2	chr4	0	0	0
Gm1987	chr4	0	0	0
Ccl21a	chr4	0	0	0
Ccl19	chr4	0	0	0
Fam205a1	chr4	0	0	2
Fam205c	chr4	0	0	15
Phf24	chr4	16	21	89
Dnajb5	chr4	0	34	34
1700022I11Rik	chr4	0	17	17
Vcp	chr4	184	187	187
Fancg	chr4	133	144	144
Pigo	chr4	156	166	166
Stoml2	chr4	156	163	163
Fam214b	chr4	181	187	187
Unc13b	chr4	154	155	156
Atp8b5	chr4	57	59	95
Rusc2	chr4	87	92	142
Fam166b	chr4	9	16	74
Tesk1	chr4	182	183	183
Cd72	chr4	54	70	75
Sit1	chr4	22	26	38
Rmrp	chr4	182	186	186
Ccdc107	chr4	163	186	186
Arhgef39	chr4	131	136	136
Car9	chr4	4	11	116
Tpm2	chr4	38	66	92
Tln1	chr4	172	179	180
Creb3	chr4	168	179	179
Rgp1	chr4	157	161	161
Gba2	chr4	142	161	162
Msmp	chr4	0	1	2
Npr2	chr4	2	30	30
Spag8	chr4	1	1	1
Hint2	chr4	175	189	189
Fam221b	chr4	10	164	164
Tmem8b	chr4	53	164	164
Olfr70	chr4	0	0	47
Olfr71	chr4	0	2	2
Hrct1	chr4	1	3	10
5430416O09Rik	chr4	0	1	4
A630077J23Rik	chr4	0	0	24
Olfr159	chr4	0	0	0
Olfr29-ps1	chr4	0	0	0
Olfr156	chr4	0	1	1
Olfr157	chr4	0	0	16
Olfr155	chr4	0	0	0
Reck	chr4	142	148	152
Glipr2	chr4	133	153	158
Ccin	chr4	0	138	138
Clta	chr4	175	176	177
Gne	chr4	173	178	181
Gm12504	chr4	0	0	0
Rnf38	chr4	176	181	181
Mir5106	chr4	0	0	0
Melk	chr4	128	130	137
Mir5120	chr4	0	0	0
5730488B01Rik	chr4	1	11	132
Pax5	chr4	0	11	151
Zcchc7	chr4	179	185	186
Grhpr	chr4	166	172	172
Zbtb5	chr4	189	193	193
Polr1e	chr4	151	157	157
Fbxo10	chr4	162	170	171
Tomm5	chr4	156	160	160
Frmpd1	chr4	79	91	141
Frmpd1os	chr4	2	11	11
Trmt10b	chr4	128	132	132
Exosc3	chr4	136	148	148
Dcaf10	chr4	163	165	165
Slc25a51	chr4	159	176	178
Shb	chr4	165	180	187
Gm829	chr4	2	5	56
Gm12409	chr4	72	86	86
Aldh1b1	chr4	110	116	116
Igfbpl1	chr4	5	7	60
Stra6l	chr4	1	22	70
Ccdc180	chr4	66	68	106
Tdrd7	chr4	162	170	170
Tmod1	chr4	83	90	122
Tstd2	chr4	154	160	160
Ncbp1	chr4	157	160	160
Xpa	chr4	159	165	168
Foxe1	chr4	9	52	52
Trmo	chr4	153	168	168
Hemgn	chr4	66	77	77
Anp32b	chr4	143	163	165
Nans	chr4	161	165	166
Trim14	chr4	134	141	175
Coro2a	chr4	114	145	165
Tbc1d2	chr4	169	173	175
Gabbr2	chr4	7	15	165
Anks6	chr4	73	83	120
Galnt12	chr4	97	112	114
Col15a1	chr4	6	13	175
Tgfbr1	chr4	185	187	187
Alg2	chr4	180	184	184
Sec61b	chr4	170	184	184
Nr4a3	chr4	81	151	158
Stx17	chr4	171	177	177
Mir1958	chr4	0	0	0
Erp44	chr4	191	193	193
Invs	chr4	193	193	193
Tex10	chr4	163	165	165
Msantd3	chr4	40	44	77
Tmeff1	chr4	34	77	110
Murc	chr4	4	4	28
Plppr1	chr4	47	55	125
Acnat2	chr4	0	0	9
Acnat1	chr4	0	13	13
Baat	chr4	3	9	10
Mrpl50	chr4	192	193	193
Zfp189	chr4	192	193	193
Aldob	chr4	0	0	18
Tmem246	chr4	68	132	132
Rnf20	chr4	191	193	193
Ppp3r2	chr4	0	3	3
Grin3a	chr4	46	55	120
Cylc2	chr4	0	1	3
C630028M04Rik	chr4	0	1	14
Smc2os	chr4	183	189	189
Smc2	chr4	181	189	189
Toporsl	chr4	0	0	16
4930552N02Rik	chr4	0	0	1
Olfr275	chr4	0	0	0
Olfr273	chr4	0	3	3
Olfr272	chr4	0	7	14
Olfr270	chr4	0	0	1
Nipsnap3a	chr4	8	11	35
Nipsnap3b	chr4	189	192	192
Abca1	chr4	143	158	177
4930522O17Rik	chr4	5	8	28
AI427809	chr4	38	45	78
Slc44a1	chr4	173	182	188
Fsd1l	chr4	110	123	127
Fktn	chr4	179	181	181
Tal2	chr4	36	48	95
Tmem38b	chr4	153	171	176
Zfp462	chr4	34	60	117
Rad23b	chr4	184	193	193
Gm12505	chr4	0	0	26
Klf4	chr4	138	164	164
Actl7b	chr4	1	4	4
Actl7a	chr4	0	0	0
Fam206a	chr4	174	181	181
Ikbkap	chr4	174	181	181
Ctnnal1	chr4	184	189	189
Mir32	chr4	0	2	2
Tmem245	chr4	178	184	188
Frrs1l	chr4	13	14	24
Epb41l4b	chr4	50	119	175
Gm12530	chr4	1	3	3
Ptpn3	chr4	97	107	151
1700042G15Rik	chr4	0	0	0
Pakap	chr4	6	13	166
Palm2	chr4	6	13	140
Akap2	chr4	6	7	107
D630039A03Rik	chr4	51	76	79
Txn1	chr4	189	192	192
Txndc8	chr4	0	0	4
Svep1	chr4	4	27	97
Musk	chr4	0	1	58
Mir3095	chr4	10	12	13
Lpar1	chr4	71	77	88
Olfr267	chr4	0	0	0
AI314180	chr4	132	160	162
Zkscan16	chr4	75	102	102
Ptgr1	chr4	92	108	152
Dnajc25	chr4	172	175	175
Gng10	chr4	129	152	165
Ugcg	chr4	137	152	169
Gm12596	chr4	0	44	90
Susd1	chr4	44	120	172
Ptbp3	chr4	163	173	175
Hsdl2	chr4	186	188	188
E130308A19Rik	chr4	162	172	178
Inip	chr4	185	190	190
Snx30	chr4	161	175	188
Slc46a2	chr4	4	7	8
Mup4	chr4	0	0	0
Mup6	chr4	0	0	0
Mup7	chr4	0	0	0
Mup2	chr4	0	0	2
Mup15	chr4	0	0	3
Mup8	chr4	0	0	0
Mup9	chr4	0	0	0
Mup1	chr4	0	0	0
Mup10	chr4	0	0	0
Gm2083	chr4	0	0	0
Mup11	chr4	0	0	0
Mup12	chr4	0	0	0
Mup13	chr4	0	0	0
Mup14	chr4	0	0	0
Mup16	chr4	0	0	0
Mup17	chr4	0	0	0
Mup18	chr4	0	0	0
Mup19	chr4	0	0	0
Mup5	chr4	1	3	3
Mup20	chr4	0	0	0
Mup3	chr4	0	0	3
Mup21	chr4	0	0	0
Zfp37	chr4	85	89	100
Slc31a2	chr4	149	159	162
Fkbp15	chr4	191	193	193
Slc31a1	chr4	191	193	193
Cdc26	chr4	186	190	190
Prpf4	chr4	188	190	190
Rnf183	chr4	18	21	54
Wdr31	chr4	128	132	139
Bspry	chr4	121	139	163
Hdhd3	chr4	161	168	168
Alad	chr4	165	168	169
Pole3	chr4	131	184	184
4933430I17Rik	chr4	173	184	184
Rgs3	chr4	55	77	177
Zfp618	chr4	16	21	141
Ambp	chr4	0	0	31
Kif12	chr4	1	15	19
Col27a1	chr4	78	92	146
Mir455	chr4	1	20	20
Orm1	chr4	9	32	41
Orm3	chr4	40	49	64
Orm2	chr4	6	20	30
Akna	chr4	88	137	161
Whrn	chr4	110	131	158
Atp6v1g1	chr4	162	166	168
6330416G13Rik	chr4	11	18	98
Gm11213	chr4	0	0	7
1700018C11Rik	chr4	13	17	17
Tnfsf15	chr4	43	79	88
Tnfsf8	chr4	75	75	99
Tnc	chr4	28	33	84
Pappa	chr4	1	17	90
Trim32	chr4	184	186	187
Astn2	chr4	22	43	193
Tlr4	chr4	104	112	118
Brinp1	chr4	59	61	72
Cdk5rap2	chr4	186	189	191
Megf9	chr4	189	193	193
Tle1	chr4	187	193	193
C630043F03Rik	chr4	178	193	193
Aldoart1	chr4	1	6	7
Gm11487	chr4	0	0	0
Gm11238	chr4	0	0	1
Gm11236	chr4	0	0	0
Gm11237	chr4	0	0	0
Gm11239	chr4	0	0	1
Gm38423	chr4	0	0	0
Gm428	chr4	0	0	1
Rasef	chr4	13	47	63
Gm11240	chr4	26	47	53
Gm11757	chr4	0	0	0
Gm13871	chr4	0	0	0
Gm11758	chr4	0	0	0
2310002L09Rik	chr4	1	7	11
Frmd3	chr4	70	73	77
Kdm4c	chr4	190	192	192
Tmem261	chr4	181	182	182
Ptprd	chr4	43	47	131
A430085M09Rik	chr4	0	0	2
Tyrp1	chr4	4	11	15
Lurap1l	chr4	36	74	82
Mpdz	chr4	75	86	91
Gm5860	chr4	0	50	50
Nfib	chr4	45	76	110
Zdhhc21	chr4	170	172	172
Cer1	chr4	54	57	57
Frem1	chr4	44	52	131
Ttc39b	chr4	183	189	191
Gm11413	chr4	4	5	48
Snapc3	chr4	187	191	191
Psip1	chr4	187	190	190
Ccdc171	chr4	178	190	192
6030471H07Rik	chr4	0	6	6
Bnc2	chr4	46	76	111
Cntln	chr4	176	183	183
Sh3gl2	chr4	68	74	80
Adamtsl1	chr4	54	59	89
Saxo1	chr4	0	2	117
Saxo1os	chr4	0	2	3
Rraga	chr4	181	187	187
Scarna8	chr4	0	0	0
Haus6	chr4	189	191	191
Plin2	chr4	144	154	154
Dennd4c	chr4	186	191	191
Rps6	chr4	183	183	183
Acer2	chr4	142	145	157
Slc24a2	chr4	36	66	87
Mllt3	chr4	173	175	181
Focad	chr4	190	193	193
Mir491	chr4	0	6	6
Hacd4	chr4	62	92	99
Ifnb1	chr4	13	22	22
Ifna15	chr4	0	0	0
Ifna14	chr4	1	2	4
Ifna9	chr4	0	2	2
Ifna12	chr4	0	1	3
C87499	chr4	0	0	3
Ifna13	chr4	0	0	3
Ifna16	chr4	1	1	2
Ifna2	chr4	0	0	0
Ifnab	chr4	0	0	0
Klhl9	chr4	178	186	186
Gm13271	chr4	0	0	0
Gm13286	chr4	122	128	128
Gm13283	chr4	80	104	104
Gm13289	chr4	51	52	54
Gm13290	chr4	51	52	54
Gm13285	chr4	65	71	72
Gm13272	chr4	0	0	0
Ifnz	chr4	0	19	19
Gm13276	chr4	0	0	0
Gm13277	chr4	0	65	65
Gm13278	chr4	0	0	0
Gm13279	chr4	0	0	0
Gm13275	chr4	0	39	39
Gm13287	chr4	0	3	3
Gm13288	chr4	0	52	54
Ifna7	chr4	0	0	0
Ifna11	chr4	0	0	0
Ifna6	chr4	0	0	0
Ifna5	chr4	0	1	1
Ifna4	chr4	3	4	4
Ifna1	chr4	1	7	11
Ifne	chr4	0	9	74
Mir31	chr4	1	11	11
LOC106557447	chr4	2	2	153
Gm12603	chr4	6	8	112
Mtap	chr4	162	166	180
Cdkn2a	chr4	155	171	171
Gm12610	chr4	120	171	189
Cdkn2b	chr4	151	163	163
Dmrta1	chr4	69	87	93
Zfp352	chr4	0	0	2
Gm12633	chr4	0	1	2
Elavl2	chr4	136	144	145
Mir6402	chr4	0	2	5
Izumo3	chr4	0	0	1
Tusc1	chr4	175	180	180
Caap1	chr4	177	177	177
Gm12657	chr4	1	7	7
Plaa	chr4	189	190	190
Ift74	chr4	185	186	186
Lrrc19	chr4	0	0	0
Mir872	chr4	0	0	0
Tek	chr4	22	50	109
Eqtn	chr4	0	0	5
Mysm1	chr4	181	185	189
Jun	chr4	191	192	192
Fggy	chr4	186	186	188
9530080O11Rik	chr4	176	187	187
Hook1	chr4	172	187	189
Cyp2j13	chr4	24	33	34
Cyp2j12	chr4	2	2	8
Cyp2j11	chr4	1	3	21
Cyp2j8	chr4	0	1	13
Cyp2j6	chr4	105	111	124
Cyp2j9	chr4	102	110	120
Cyp2j5	chr4	0	0	2
Gm12695	chr4	0	2	39
Nfia	chr4	27	92	191
E130114P18Rik	chr4	0	0	30
Tm2d1	chr4	170	175	175
Inadl	chr4	127	154	178
L1td1	chr4	6	17	24
Kank4os	chr4	0	0	29
Kank4	chr4	35	40	70
Usp1	chr4	145	192	192
Angptl3	chr4	0	0	40
Dock7	chr4	137	147	159
Atg4c	chr4	181	182	184
Foxd3	chr4	3	47	54
Alg6	chr4	182	185	185
Itgb3bp	chr4	159	176	176
Efcab7	chr4	161	176	176
Pgm2	chr4	155	176	177
Ror1	chr4	106	131	156
Ube2u	chr4	19	22	67
Cachd1	chr4	43	59	141
Raver2	chr4	64	67	133
Jak1	chr4	170	172	174
Mir101a	chr4	0	0	0
0610043K17Rik	chr4	0	17	166
E130102H24Rik	chr4	124	153	155
Ak4	chr4	113	121	145
Dnajc6	chr4	109	121	130
Leprot	chr4	180	193	193
Lepr	chr4	3	10	27
B020004J07Rik	chr4	0	0	0
Gm12794	chr4	1	2	2
Gm12789	chr4	0	0	0
Pde4b	chr4	79	135	175
Sgip1	chr4	91	104	140
Tctex1d1	chr4	29	120	121
Gm12709	chr4	2	20	133
BB031773	chr4	1	9	57
Insl5	chr4	2	20	26
Wdr78	chr4	185	190	190
Mier1	chr4	189	190	190
Slc35d1	chr4	144	163	169
4921539E11Rik	chr4	0	0	32
4930456L15Rik	chr4	0	0	3
Oma1	chr4	190	191	191
Gm12718	chr4	0	0	52
Dab1	chr4	50	56	106
C8b	chr4	9	9	16
C8a	chr4	0	0	27
1700024P16Rik	chr4	18	25	89
Prkaa2	chr4	122	129	134
Plpp3	chr4	57	123	138
Usp24	chr4	148	157	161
Pcsk9	chr4	9	18	36
Bsnd	chr4	13	16	17
Dhcr24	chr4	176	181	183
Lexm	chr4	18	18	100
Ttc22	chr4	24	39	59
Pars2	chr4	165	169	169
Ttc4	chr4	165	168	168
Mroh7	chr4	0	1	81
Fam151a	chr4	1	10	14
Acot11	chr4	26	43	133
Ssbp3	chr4	127	139	175
Mrpl37	chr4	173	177	177
Cyb5rl	chr4	0	0	48
Cdcp2	chr4	1	26	31
Tceanc2	chr4	173	182	184
Tmem59	chr4	172	182	183
Ldlrad1	chr4	0	29	120
Lrrc42	chr4	175	185	185
Hspb11	chr4	150	185	186
Dio1	chr4	18	19	61
Yipf1	chr4	157	162	164
Ndc1	chr4	160	166	167
Glis1	chr4	70	92	146
Dmrtb1	chr4	0	3	25
Lrp8	chr4	86	120	180
Magoh	chr4	159	161	161
0610037L13Rik	chr4	172	185	185
Cpt2	chr4	162	169	169
4930407G08Rik	chr4	3	17	17
Slc1a7	chr4	11	20	108
Podn	chr4	25	39	54
Mir6397	chr4	0	0	0
Scp2	chr4	157	164	177
Echdc2	chr4	20	24	26
Zyg11a	chr4	40	44	51
Zyg11b	chr4	168	177	177
Coa7	chr4	171	181	184
Fam159a	chr4	12	33	79
Gpx7	chr4	46	69	73
Zcchc11	chr4	110	174	176
Prpf38a	chr4	186	187	187
Orc1	chr4	182	187	187
Cc2d1b	chr4	176	184	184
3110021N24Rik	chr4	0	0	156
Zfyve9	chr4	0	0	49
Btf3l4	chr4	161	187	187
Txndc12	chr4	141	188	188
Kti12	chr4	145	159	159
Rab3b	chr4	118	130	153
8030443G20Rik	chr4	0	2	43
Nrd1	chr4	169	193	193
Mir761	chr4	4	20	20
Osbpl9	chr4	190	191	192
Calr4	chr4	1	4	101
Eps15	chr4	170	172	174
Ttc39aos1	chr4	107	137	137
Ttc39a	chr4	67	137	178
Rnf11	chr4	170	189	189
4930522H14Rik	chr4	0	0	97
Cdkn2c	chr4	169	184	184
Faf1	chr4	189	192	192
Dmrta2	chr4	76	82	109
Elavl4	chr4	86	100	101
Agbl4	chr4	76	78	171
Bend5	chr4	116	122	128
Spata6	chr4	187	189	190
Slc5a9	chr4	0	1	152
Skint8	chr4	0	4	6
Skint7	chr4	1	1	4
Skint1	chr4	3	7	12
Skint4	chr4	0	2	16
Skint3	chr4	2	2	58
Skint9	chr4	0	0	25
Skint2	chr4	1	1	12
Skint10	chr4	0	0	16
Skint6	chr4	3	3	34
Skint5	chr4	0	0	31
Skint11	chr4	0	0	18
Trabd2b	chr4	8	83	127
Gm12830	chr4	49	61	86
Foxd2	chr4	163	181	181
Foxd2os	chr4	137	181	181
Foxe3	chr4	3	87	87
Cmpk1	chr4	158	184	184
Stil	chr4	193	193	193
Tal1	chr4	24	113	137
Pdzk1ip1	chr4	56	84	84
Cyp4x1os	chr4	14	16	16
Cyp4x1	chr4	10	16	31
Cyp4a29	chr4	0	0	4
Cyp4a12a	chr4	0	0	2
Cyp4a12b	chr4	0	0	1
Cyp4a30b	chr4	0	0	1
Cyp4a14	chr4	0	0	9
Cyp4a10	chr4	0	0	0
Cyp4a31	chr4	0	0	2
Cyp4b1-ps2	chr4	27	28	28
Cyp4a32	chr4	0	3	9
Cyp4b1	chr4	12	15	18
Efcab14	chr4	84	188	188
Tex38	chr4	0	5	6
Atpaf1	chr4	91	148	148
Mob3c	chr4	148	170	170
Mknk1	chr4	171	175	175
Kncn	chr4	0	0	4
Dmbx1	chr4	21	26	53
Faah	chr4	103	133	150
Nsun4	chr4	161	167	172
Uqcrh	chr4	169	190	190
Lrrc41	chr4	189	190	190
Rad54l	chr4	174	184	184
2510003B16Rik	chr4	180	184	184
Lurap1	chr4	95	105	114
Pomgnt1	chr4	139	146	149
Tspan1	chr4	16	24	54
1700042G07Rik	chr4	0	0	10
Pik3r3	chr4	23	192	192
Mast2	chr4	122	173	174
Ipp	chr4	177	181	181
Tmem69	chr4	5	129	130
Gpbp1l1	chr4	171	185	185
Ccdc17	chr4	3	162	162
C530005A16Rik	chr4	160	161	162
Nasp	chr4	174	180	180
Akr1a1	chr4	153	156	156
Prdx1	chr4	174	180	180
AV051173	chr4	136	180	180
Mmachc	chr4	183	186	186
Ccdc163	chr4	33	186	186
Tesk2	chr4	175	182	182
Toe1	chr4	186	187	187
Mutyh	chr4	183	187	188
Hpdl	chr4	144	158	158
Zswim5	chr4	123	135	153
Urod	chr4	148	155	155
Hectd3	chr4	127	156	161
Eif2b3	chr4	170	172	177
Ptch2	chr4	43	53	62
Btbd19	chr4	39	110	183
Tctex1d4	chr4	32	94	94
Plk3	chr4	151	170	170
Snord38a	chr4	0	59	59
Snord55	chr4	119	156	156
Rps8	chr4	152	156	156
Kif2c	chr4	155	161	161
Gm1661	chr4	163	167	169
Tmem53	chr4	163	167	171
Rnf220	chr4	152	160	169
Eri3	chr4	185	187	189
Dmap1	chr4	119	121	125
Klf17	chr4	0	0	0
Slc6a9	chr4	64	134	171
Ccdc24	chr4	6	24	39
B4galt2	chr4	3	11	23
Atp6v0b	chr4	152	156	157
Dph2	chr4	148	153	155
Ipo13	chr4	146	167	167
Artn	chr4	13	84	95
St3gal3	chr4	167	176	186
Kdm4a	chr4	189	191	191
Mir7226	chr4	0	0	0
Ptprf	chr4	8	26	90
Hyi	chr4	124	135	137
Szt2	chr4	151	153	155
Med8	chr4	151	153	153
Elovl1	chr4	165	171	171
Cdc20	chr4	171	175	175
Mpl	chr4	3	4	49
Tie1	chr4	2	2	5
2610528J11Rik	chr4	11	13	13
Tmem125	chr4	35	42	42
Cfap57	chr4	75	176	176
Ebna1bp2	chr4	174	176	176
D4Ertd617e	chr4	0	0	0
Olfr62	chr4	0	0	0
Olfr1342	chr4	0	1	1
Olfr1341	chr4	0	2	21
Olfr1340	chr4	0	1	3
Olfr1339	chr4	0	0	0
Olfr1338	chr4	0	0	0
Olfr1337	chr4	0	0	0
Olfr1335	chr4	0	1	1
Olfr1333	chr4	0	3	3
Olfr1331	chr4	0	8	8
Olfr1330	chr4	0	0	2
Olfr1329	chr4	0	17	17
Olfr1328	chr4	0	0	0
Lao1	chr4	0	0	1
Gm12866	chr4	61	61	73
Slc2a1	chr4	185	187	189
Zfp691	chr4	187	188	188
Ermap	chr4	24	26	158
Svbp	chr4	162	163	163
4930538K18Rik	chr4	6	13	70
AU022252	chr4	185	189	189
P3h1	chr4	185	189	189
Cldn19	chr4	0	0	2
Ybx1	chr4	174	184	184
Ppih	chr4	159	164	164
Ccdc30	chr4	152	157	164
Ppcs	chr4	177	184	184
Zmynd12	chr4	178	184	184
Rimkla	chr4	93	100	122
AA415398	chr4	0	170	178
Foxj3	chr4	167	171	175
Guca2a	chr4	0	4	4
Guca2b	chr4	1	1	5
Hivep3	chr4	22	40	181
Edn2	chr4	44	57	71
Foxo6	chr4	21	184	187
Scmh1	chr4	116	153	168
Slfnl1	chr4	0	0	6
Ctps	chr4	175	187	187
Gm8439	chr4	1	53	141
Cited4	chr4	168	175	175
Kcnq4	chr4	30	51	170
Mir30c-1	chr4	0	1	1
Mir30f	chr4	0	0	0
Mir30e	chr4	0	0	0
Nfyc	chr4	182	188	189
Rims3	chr4	0	0	79
Exo5	chr4	184	186	186
Zfp69	chr4	173	176	176
Mir7015	chr4	0	0	0
Smap2	chr4	184	184	185
Col9a2	chr4	7	67	132
Zmpste24	chr4	157	168	168
Tmco2	chr4	0	0	1
Rlf	chr4	0	0	8
Gm12888	chr4	0	2	2
Gm12886	chr4	0	0	0
Gm12887	chr4	0	0	0
9530002B09Rik	chr4	2	4	13
Ppt1	chr4	182	184	190
Cap1	chr4	193	193	193
Mfsd2a	chr4	142	152	187
Mycl	chr4	135	172	177
Trit1	chr4	182	183	187
Bmp8b	chr4	50	59	72
Oxct2b	chr4	22	27	27
Ppie	chr4	182	184	184
Hpcal4	chr4	136	139	139
Nt5c1a	chr4	28	93	102
Heyl	chr4	51	71	103
Pabpc4	chr4	98	160	161
Oxct2a	chr4	4	4	4
Bmp8a	chr4	107	156	157
D830031N03Rik	chr4	162	173	173
Mir6398	chr4	0	13	13
Macf1	chr4	0	0	186
BC002163	chr4,chr16	160	166	166
Ndufs5	chr4	160	166	166
Akirin1	chr4	180	183	184
Rhbdl2	chr4	21	39	77
Mycbp	chr4	187	191	191
Rragc	chr4	184	185	185
1700057H15Rik	chr4	1	4	34
4933407E24Rik	chr4	0	0	9
Pou3f1	chr4	91	135	135
Utp11l	chr4	159	162	162
Fhl3	chr4	108	123	166
Sf3a3	chr4	156	169	170
Mir697	chr4	8	9	9
Inpp5b	chr4	128	130	188
Mir698	chr4	0	2	2
Mtf1	chr4	176	180	186
1110065P20Rik	chr4	156	167	167
Yrdc	chr4	156	167	167
Maneal	chr4	46	59	65
Epha10	chr4	28	39	65
1700125G02Rik	chr4	13	14	15
Cdca8	chr4	176	178	178
9930104L06Rik	chr4	173	178	183
Rspo1	chr4	4	6	49
Gnl2	chr4	168	170	170
Dnali1	chr4	52	160	162
Snip1	chr4	158	161	161
Meaf6	chr4	163	174	174
Zc3h12a	chr4	147	149	152
Grik3	chr4	5	12	81
Mir692-2	chr4,chr13	0	1	1
Mir692-3	chr4,chr13	0	1	1
2610028E06Rik	chr4	0	8	34
Csf3r	chr4	36	36	46
Mrps15	chr4	156	162	162
Oscp1	chr4	170	173	174
Lsm10	chr4	173	176	176
Stk40	chr4	177	186	186
Eva1b	chr4	10	99	104
Sh3d21	chr4	132	142	162
