chrom	merged_promoter.start	merged_promoter.end	name2	freq_name	freq_TSS
chr3	102585637	102587637	Tshb	3	1
chr3	102739023	102741023	Sycp1	1	1
chr3	102767056	102769056	Nr1h5	3	1
chr3	102798662	102800662	Sike1	1	1
chr3	102823468	102825468	Csde1	3	1
chr3	102861207	102863207	Nras	1	1
chr3	102876936	102878936	Ampd1	1	1
chr3	102930478	102932478	Dennd2c	1	1
chr3	102974633	102976633	Bcas2	1	1
chr3	103082215	103084215	Trim33	2	1
chr3	103378204	103381048	Syt6	6	2
chr3	103540924	103542924	Olfml3	1	1
chr3	103594198	103596486	Hipk1	4	3
chr3	103606051	103608051	Gm15471	1	1
chr3	103612310	103614310	Dclre1b	2	1
chr3	103612439	103614439	Ap4b1	3	1
chr3	103635618	103637618	Bcl2l15	2	1
chr3	103662717	103665199	Ptpn22	2	2
chr3	103717042	103719042	Rsbn1	1	1
chr3	103771032	103773180	Phtf1	4	2
chr3	103771239	103773239	Phtf1os	1	1
chr3	104023329	104025329	Magi3	2	1
chr3	104314841	104316841	Lrig2	2	1
chr3	104441586	104443586	Slc16a1	1	1
chr3	104579465	104581465	Fam19a3	1	1
chr3	104582973	104584973	Ppm1j	1	1
chr3	104590951	104592951	Rhoc	2	1
chr3	104620223	104622481	Mov10	3	2
chr3	104666423	104668423	Capza1	1	1
chr3	104666423	104668423	St7l	4	1
chr3	104763627	104765627	Wnt2b	1	1
chr3	104854871	104857064	Cttnbp2nl	3	2
chr3	104868761	104870761	4930564D02Rik	1	1
chr3	105254247	105256247	Kcnd3	2	2
chr3	105260733	105262733	Kcnd3	2	2
chr3	105254873	105256873	Kcnd3os	1	1
chr3	105489489	105491489	Ddx20	1	1
chr3	105506516	105509375	Fam212b	2	2
chr3	105603299	105605299	Rap1a	1	1
chr3	105617484	105619484	Gm5547	1	1
chr3	105672775	105674775	Tmigd3	2	1
chr3	105706338	105708338	Adora3	1	1
chr3	105734582	105736582	I830077J02Rik	1	1
chr3	105761415	105763415	Wdr77	1	1
chr3	105762166	105764166	Atp5f1	2	1
chr3	105775719	105777719	Ovgp1	1	1
chr3	105803415	105805415	Pifo	2	2
chr3	105816564	105818564	Pifo	2	2
chr3	105834813	105836813	Chil5	1	1
chr3	105915299	105917299	Chia1	1	1
chr3	105969482	105971482	Chil3	1	1
chr3	106021397	106023397	Chil4	1	1
chr3	106208100	106210100	Chil6	1	1
chr3	106284348	106286367	Dennd2d	3	3
chr3	106287957	106289957	Dennd2d	3	3
chr3	106287831	106289831	2010016I18Rik	1	1
chr3	106349715	106351715	Dram2	4	1
chr3	106349720	106351720	Cept1	2	1
chr3	106486904	106488904	Lrif1	4	2
chr3	106523599	106525599	Lrif1	4	2
chr3	106592067	106594067	Cd53	1	1
chr3	106624475	106626475	Olfr266	1	1
chr3	106838079	106840079	Kcna3	1	1
chr3	106841421	106843421	AI504432	1	1
chr3	106903484	106905484	Kcna2	1	1
chr3	106985060	106987060	Kcna10	1	1
chr3	107023650	107025650	Cym	1	1
chr3	107032531	107034531	A630076J17Rik	1	1
chr3	107041625	107043625	Prok1	1	1
chr3	107080775	107082775	Lamtor5	1	1
chr3	107093147	107095209	Slc16a4	2	2
chr3	107135207	107137207	Rbm15	1	1
chr3	107260816	107262816	Kcnc4	1	1
chr3	107302658	107304658	Slc6a17	3	2
chr3	107319936	107321936	Slc6a17	3	2
chr3	107356991	107358991	Ubl4b	1	1
chr3	107396948	107398948	Alx3	1	1
chr3	107433628	107435628	Strip1	1	1
chr3	107498466	107500466	Ahcyl1	1	1
chr3	107562387	107564387	Csf1	3	1
chr3	107679147	107681147	Eps8l3	1	1
chr3	107697771	107699771	Gstm5	1	1
chr3	107698131	107700131	4933431E20Rik	1	1
chr3	107733663	107735663	Gstm7	1	1
chr3	107745667	107747667	Gstm6	1	1
chr3	107771092	107773092	Gstm3	1	1
chr3	107788354	107790354	Gstm2	1	1
chr3	107819891	107821891	Gstm1	1	1
chr3	107846774	107848777	Gstm4	2	2
chr3	107887344	107890584	Ampd2	3	2
chr3	107894983	107896983	Gnat2	1	1
chr3	107948070	107950070	Gnai3	1	1
chr3	107956850	107958850	Gpr61	1	1
chr3	107988206	107990206	Amigo1	3	1
chr3	108002752	108004752	Cyb561d1	2	1
chr3	108012445	108014445	Atxn7l2	2	1
chr3	108028517	108030517	Sypl2	1	1
chr3	108058843	108060843	Psma5	1	1
chr3	108085981	108087981	Sort1	2	1
chr3	108166828	108168828	Mybphl	1	1
chr3	108185659	108187659	Gm12522	1	1
chr3	108185721	108187755	Psrc1	2	2
chr3	108217412	108219412	Celsr2	2	1
chr3	108247177	108249177	Sars	2	1
chr3	108338440	108340440	5330417C22Rik	1	1
chr3	108339501	108341501	1700013F07Rik	1	1
chr3	108356320	108358320	Scarna2	1	1
chr3	108364384	108366384	Tmem167b	1	1
chr3	108373616	108375616	Taf13	1	1
chr3	108393195	108395195	Wdr47	1	1
chr3	108455830	108457907	Clcc1	3	3
chr3	108524217	108526217	Gpsm2	1	1
chr3	108541575	108543575	Aknad1	1	1
chr3	108642420	108644420	Stxbp3	1	1
chr3	108691926	108693926	Fndc7	2	1
chr3	108713622	108715622	Prpf38b	1	1
chr3	108742001	108744474	Henmt1	2	2
chr3	108829525	108831525	Fam102b	1	1
chr3	108882416	108884416	Slc25a54	1	1
chr3	108925066	108927066	Slc25a24	1	1
chr3	109142600	109144600	Vav3	2	2
chr3	109375924	109377924	Vav3	2	2
chr3	109945390	109947390	Ntng1	6	1
chr3	110052917	110054917	Prmt6	2	1
chr3	111683820	111685820	Gm6602	1	1
chr3	112958645	112960645	Amy2b	2	1
chr3	113060617	113062617	Amy2a5	4	4
chr3	113093229	113095229	Amy2a5	4	4
chr3	113125832	113127832	Amy2a5	4	4
chr3	113158438	113160438	Amy2a5	4	4
chr3	113093367	113095367	Amy2a2	3	3
chr3	113125970	113127970	Amy2a2	3	3
chr3	113158576	113160576	Amy2a2	3	3
chr3	113093367	113095367	Amy2a3	3	3
chr3	113125970	113127970	Amy2a3	3	3
chr3	113158576	113160576	Amy2a3	3	3
chr3	113093367	113095367	Amy2a4	3	3
chr3	113125970	113127970	Amy2a4	3	3
chr3	113158576	113160576	Amy2a4	3	3
chr3	113276680	113278680	Amy1	2	2
chr3	113279668	113281668	Amy1	2	2
chr3	113332067	113334067	Rnpc3	3	1
chr3	113732457	113734457	Col11a1	1	1
chr3	114605995	114608552	Olfm3	3	3
chr3	114782882	114784882	Olfm3	3	3
chr3	115416973	115418973	S1pr1	1	1
chr3	115589977	115592048	A930005H10Rik	3	3
chr3	115590100	115592100	Dph5	1	1
chr3	115681819	115683819	Mir669n	1	1
chr3	115709324	115711324	Slc30a7	1	1
chr3	115709366	115712214	Extl2	3	2
chr3	115831606	115833606	Vcam1	1	1
chr3	115955402	115957402	Gpr88	1	1
chr3	116125950	116127950	Cdc14a	2	1
chr3	116210093	116212093	Rtca	1	1
chr3	116214996	116216996	Dbt	1	1
chr3	116264890	116266890	Lrrc39	2	1
chr3	116296875	116298875	Sass6	3	1
chr3	116316505	116318505	Trmt13	1	1
chr3	116364595	116366595	Hiat1	1	1
chr3	116414198	116416198	Slc35a3	1	1
chr3	116510084	116512084	Agl	1	1
chr3	116561484	116563484	Frrs1	2	2
chr3	116563597	116565597	Frrs1	2	2
chr3	116670184	116672184	4930455H04Rik	1	1
chr3	116670870	116672870	Palmd	1	1
chr3	116779683	116781683	1700061I17Rik	1	1
chr3	117062794	117064794	Plppr4	1	1
chr3	117277144	117279144	Plppr5	2	1
chr3	117570854	117572854	Snx7	2	1
chr3	118135774	118137774	Mir137	1	1
chr3	118264095	118266095	Dpyd	1	1
chr3	119485306	119487306	Ptbp2	2	1
chr3	120588650	120590650	6530403H02Rik	1	1
chr3	120873613	120875613	Rwdd3	2	1
chr3	120965234	120967234	Tmem56	1	1
chr3	120993734	120995734	Alg14	1	1
chr3	121128458	121130458	Cnn3	1	1
chr3	121234262	121236262	Slc44a3	1	1
chr3	121345403	121347403	A730020M07Rik	3	2
chr3	121348371	121350371	A730020M07Rik	3	2
chr3	121372680	121374680	4930432M17Rik	1	1
chr3	121425454	121427454	F3	1	1
chr3	121517133	121519133	Abcd3	1	1
chr3	121655243	121657243	Arhgap29	1	1
chr3	121746377	121748377	Abca4	1	1
chr3	121947474	121949474	Gclm	1	1
chr3	121976331	121978331	Dnttip2	1	1
chr3	121995621	121997621	Mir760	1	1
chr3	122121697	122123697	Bcar3	1	1
chr3	122243599	122245599	Mir7657	1	1
chr3	122321632	122323632	Fnbp1l	2	1
chr3	122431075	122433075	Pde5a	1	1
chr3	122503898	122505898	4930447N08Rik	1	1
chr3	122596989	122598989	Fabp2	1	1
chr3	122626034	122628034	4933405D12Rik	1	1
chr3	122626314	122628314	1810037I17Rik	1	1
chr3	122686365	122688365	Usp53	1	1
chr3	122736905	122738905	Myoz2	1	1
chr3	122938067	122940067	Synpo2	1	1
chr3	122969413	122971413	Sec24d	1	1
chr3	123087908	123089908	Mettl14	1	1
chr3	123148830	123150830	Prss12	1	1
chr3	123209984	123211984	Snora24	1	1
chr3	123210254	123212254	Snhg8	1	1
chr3	123321368	123323368	Ndst3	3	3
chr3	123374395	123376395	Ndst3	3	3
chr3	123392770	123394770	Ndst3	3	3
chr3	124022954	124024954	Tram1l1	1	1
chr3	124127946	124129946	1700006A11Rik	1	1
chr3	124283009	124285009	1700003H04Rik	1	1
chr3	125106008	125108008	Ndst4	1	1
chr3	125640468	125642468	Ugt8a	1	1
chr3	126065769	126067769	Arsj	1	1
chr3	126298868	126300868	Camk2d	7	1
chr3	126645304	126647304	Ank2	2	2
chr3	126700370	126702370	Ank2	2	2
chr3	126863222	126865222	LOC100862268	2	1
chr3	127247145	127249145	Mir302b	1	1
chr3	127247280	127249280	Mir302c	1	1
chr3	127247413	127249413	Mir302a	1	1
chr3	127247541	127249541	Mir302d	1	1
chr3	127247650	127249650	Mir367	1	1
chr3	127255267	127257267	Larp7	1	1
chr3	127255406	127257406	Zgrf1	1	1
chr3	127335062	127337062	Neurog2	1	1
chr3	127482445	127484445	Alpk1	1	1
chr3	127491830	127493830	Tifa	1	1
chr3	127539410	127541410	Ap1ar	1	1
chr3	127598241	127600241	5730508B09Rik	1	1
chr3	127618088	127620088	9830132P13Rik	1	1
chr3	127933523	127935523	D030025E07Rik	1	1
chr3	128901795	128903795	Pitx2	5	2
chr3	128915849	128917849	Pitx2	5	2
chr3	129034667	129036667	Enpep	1	1
chr3	129135590	129137590	Gm5712	1	1
chr3	129234303	129236303	Elovl6	1	1
chr3	129427004	129429004	Egf	2	2
chr3	129457240	129459240	Egf	2	2
chr3	129455675	129457675	6330410L21Rik	1	1
chr3	129505948	129507948	Lrit3	1	1
chr3	129524423	129526423	Rrh	1	1
chr3	129533314	129535314	Gar1	1	1
chr3	129538656	129540656	Cfi	1	1
chr3	129580523	129582523	Pla2g12a	4	2
chr3	129583101	129585101	Pla2g12a	4	2
chr3	129603332	129605332	Casp6	1	1
chr3	129672124	129674124	Ccdc109b	2	1
chr3	129762825	129764825	Sec24b	1	1
chr3	129882762	129884762	Col25a1	3	1
chr3	130319365	130321492	Etnppl	2	2
chr3	130411362	130413362	Ostc	1	1
chr3	130432247	130434247	Rpl34-ps1	1	1
chr3	130432255	130434316	Rpl34	3	2
chr3	130812214	130814214	Lef1	3	2
chr3	130814708	130816708	Lef1	3	2
chr3	130974019	130976019	Hadh	1	1
chr3	131005145	131007145	Cyp2u1	1	1
chr3	131046841	131048841	Sgms2	1	1
chr3	131226731	131229995	Papss1	4	2
chr3	131747255	131749255	Dkk2	1	1
chr3	132292154	132294154	Gimd1	1	1
chr3	132345843	132347843	Aimp1	1	1
chr3	132346107	132348107	Tbck	1	1
chr3	132540560	132542560	Gm29811	2	1
chr3	132611778	132614255	Npnt	5	2
chr3	132753704	132755704	Gstcd	1	1
chr3	132753916	132755916	Ints12	1	1
chr3	132896853	132898853	Arhgef38	1	1
chr3	132972073	132974073	Ppa2	2	1
chr3	133206354	133208354	Tet2	1	1
chr3	133898458	133900458	Cxxc4	1	1
chr3	133902547	133904547	Mir1895	1	1
chr3	134085599	134087599	4930539C22Rik	1	1
chr3	134490970	134492970	Tacr3	1	1
chr3	134874526	134876526	Cenpe	1	1
chr3	134943184	134945184	Bdh2	2	1
chr3	134969663	134971663	Slc9b2	1	1
chr3	135010000	135012000	Slc9b1	1	1
chr3	135085397	135087397	Cisd2	1	1
chr3	135100629	135102629	4930539J05Rik	1	1
chr3	135100722	135102722	Ube2d3	1	1
chr3	135147574	135149574	Manba	1	1
chr3	135353511	135355511	Nfkb1	1	1
chr3	135487242	135489753	Slc39a8	3	3
chr3	135502233	135504233	4933401H06Rik	1	1
chr3	135988030	135990030	Bank1	2	1
chr3	136111313	136113313	1700030L20Rik	1	1
chr3	136332029	136334029	Ppp3ca	2	1
chr3	137003041	137005041	Emcn	2	1
chr3	137214586	137216586	Gm4861	1	1
chr3	137285635	137287635	Ddit4l	1	1
chr3	137526450	137528450	H2afz	2	1
chr3	137529638	137531638	Dnajb14	1	1
chr3	137580518	137582518	Lamtor3	1	1
chr3	137643513	137645513	Dapp1	2	1
chr3	137729352	137731352	Gm5105	1	1
chr3	137793341	137795341	Mttp	2	2
chr3	137805352	137807352	Mttp	2	2
chr3	137805501	137807501	Trmt10a	1	1
chr3	137848677	137850677	4930579F01Rik	2	1
chr3	137879736	137881736	Adh7	1	1
chr3	137901627	137903627	0610031O16Rik	1	1
chr3	137939608	137941608	Adh1	1	1
chr3	137975249	137977249	Adh6a	1	1
chr3	138036084	138038084	Adh6-ps1	1	1
chr3	138077460	138079460	Adh4	1	1
chr3	138099163	138101163	Adh5	2	2
chr3	138105056	138107056	Adh5	2	2
chr3	138151346	138153346	Metap1	1	1
chr3	138188154	138191231	Eif4e	2	2
chr3	138188384	138190384	Mir1956	1	1
chr3	138388948	138390948	4930425O10Rik	1	1
chr3	138404171	138406171	Tspan5	2	1
chr3	138737165	138739165	Rap1gds1	3	1
chr3	138867856	138869856	Stpg2	1	1
chr3	139690212	139692212	Mir7j	1	1
chr3	140874319	140876319	Pdha2	1	1
chr3	141127527	141129527	Unc5c	2	1
chr3	141593552	141595552	Bmpr1b	5	3
chr3	141644228	141646228	Bmpr1b	5	3
chr3	141831192	141833192	Bmpr1b	5	3
chr3	142053814	142055814	Pdlim5	9	2
chr3	142057660	142059660	Pdlim5	9	2
chr3	142158897	142160897	Gbp5	1	1
chr3	142192299	142194299	Gbp7	2	1
chr3	142222015	142224459	Gbp3	3	2
chr3	142256810	142258810	Gbp2b	1	1
chr3	142282626	142284626	Gbp2	1	1
chr3	142285910	142287910	Mir6381	1	1
chr3	142363011	142365011	Ccbl2	2	1
chr3	142427210	142429210	Gtf2b	1	1
chr3	142543968	142545968	Pkn2	1	1
chr3	142905018	142907018	A830019L24Rik	1	1
chr3	143374107	143376107	Gm6260	1	1
chr3	143864296	143866360	Lmo4	3	3
chr3	143867219	143869219	Lmo4	3	3
chr3	144232180	144234180	Hs2st1	1	1
chr3	144232390	144234390	Sep15	1	1
chr3	144382299	144384299	Sh3glb1	3	1
chr3	144422941	144424941	Clca3a1	2	1
chr3	144481458	144483458	Clca3a2	1	1
chr3	144511266	144513266	Clca3b	1	1
chr3	144557975	144559975	Clca4c-ps	1	1
chr3	144594493	144596493	Clca4b	1	1
chr3	144637009	144639009	Clca4a	1	1
chr3	144694740	144696740	Clca1	1	1
chr3	144761005	144763005	Clca2	1	1
chr3	144780552	144782563	Odf2l	3	2
chr3	144954435	144956435	Col24a1	2	1
chr3	145238171	145240171	Znhit6	1	1
chr3	145311949	145313949	Cyr61	1	1
chr3	145420655	145422655	Ddah1	1	1
chr3	145586225	145588225	Bcl10	1	1
chr3	145599995	145601995	2410004B18Rik	1	1
chr3	145649833	145651833	Syde2	1	1
chr3	145770000	145772000	Wdr63	1	1
chr3	145783754	145785754	Mcoln3	1	1
chr3	145811796	145814137	Mcoln2	2	2
chr3	145882924	145884924	Lpar3	1	1
chr3	146040908	146042908	Gm10636	1	1
chr3	146066605	146068605	Ssx2ip	4	1
chr3	146112430	146114430	Ctbs	2	1
chr3	146161717	146163717	Spata1	2	1
chr3	146161799	146163799	Gng5	1	1
chr3	146183387	146185387	Rpf1	2	1
chr3	146259112	146261112	Uox	1	1
chr3	146277562	146279562	Dnase2b	1	1
chr3	146303895	146305895	Gm16325	1	1
chr3	146313281	146315281	4930503B20Rik	1	1
chr3	146432202	146434657	Prkacb	4	4
chr3	146443380	146445380	Prkacb	4	4
chr3	146474910	146476910	Prkacb	4	4
chr3	146514330	146516330	Ttll7	2	1
chr3	148616599	148618599	Adgrl2	1	1
chr3	148936700	148938700	Gm1653	1	1
chr3	150685826	150687826	Mir3963	1	1
chr3	151099845	151101845	Adgrl4	1	1
chr3	151411923	151413923	Ifi44	1	1
chr3	151424855	151426855	Ifi44l	1	1
chr3	151499492	151501492	Ptgfr	1	1
chr3	151827864	151829864	Gipc2	1	1
chr3	151855809	151857809	Dnajb4	2	2
chr3	151872047	151874047	Dnajb4	2	2
chr3	151872421	151874421	Fubp1	1	1
chr3	151928284	151930284	Nexn	1	1
chr3	152002371	152004371	Fam73a	2	1
chr3	152008441	152010441	Usp33	3	1
chr3	152057966	152060647	Zzz3	2	2
chr3	152328876	152330876	AI115009	1	1
chr3	152330104	152332104	Ak5	1	1
chr3	152376063	152378063	Pigk	2	1
chr3	152644171	152646171	St6galnac5	1	1
chr3	152814072	152816072	4930482G09Rik	1	1
chr3	152960613	152962613	1700012D16Rik	1	1
chr3	153387097	153389097	St6galnac3	1	1
chr3	153454051	153456051	5730460C07Rik	1	1
chr3	153506210	153508210	Asb17	1	1
chr3	153514388	153516388	Asb17os	1	1
chr3	153566855	153570102	Msh4	2	2
chr3	153572575	153574575	Snord45b	1	1
chr3	153572931	153576930	Rabggtb	8	3
chr3	153574153	153576153	Snord45c	1	1
chr3	153606607	153608607	Acadm	1	1
chr3	153635399	153637399	Slc44a5	1	1
chr3	153992524	153994524	Lhx8	1	1
chr3	153992784	153994784	AI606473	1	1
chr3	154258674	154260674	Cryz	1	1
chr3	154259062	154261062	Tyw3	2	1
chr3	154373096	154375096	Erich3	1	1
chr3	154717371	154719371	Tnni3k	1	1
chr3	154755342	154757342	Fpgt	1	1
chr3	154755397	154757397	Lrriq3	1	1
chr3	155638317	155640317	9330178D15Rik	1	1
chr3	156223651	156225710	4930570G19Rik	3	2
chr3	156223757	156225757	Negr1	2	1
chr3	157196360	157198360	Zranb2	1	1
chr3	157206242	157208242	Mir186	1	1
chr3	157228855	157230855	Ptger3	1	1
chr3	157587027	157589027	Cth	1	1
chr3	157609429	157611429	Ankrd13c	1	1
chr3	157693718	157695718	Srsf11	2	2
chr3	157698603	157700603	Srsf11	2	2
chr3	157698645	157700645	Lrrc40	3	1
chr3	158224185	158226185	Lrrc7	3	1
chr3	158738327	158740327	Gm20752	1	1
chr3	159157396	159159396	Depdc1a	3	1
chr3	159261144	159263144	Rpe65	1	1
chr3	159501658	159503658	Wls	2	1
chr4	3098229	3100229	Vmn1r2	1	1
chr4	3111452	3113452	Vmn1r3	1	1
chr4	3463236	3465236	Mir3471-2	1	1
chr4	3500915	3502915	Tmem68	1	1
chr4	3501025	3503025	Tgs1	1	1
chr4	3582652	3584652	2210414B05Rik	1	1
chr4	3604267	3606267	Lyn	2	1
chr4	3641110	3643110	6330407A03Rik	1	1
chr4	3761802	3763802	Rps20	1	1
chr4	3798252	3800252	Mos	1	1
chr4	3864552	3866552	Plag1	1	1
chr4	3865034	3867570	Chchd7	9	2
chr4	3945810	3947810	Sdr16c5	1	1
chr4	4003661	4005661	Sdr16c6	1	1
chr4	4064592	4066592	Penk	1	1
chr4	4455605	4457605	Gm11780	1	1
chr4	4719453	4721453	Impad1	1	1
chr4	5558474	5560474	4930423M02Rik	1	1
chr4	5570325	5572325	Fam110b	1	1
chr4	6117251	6119251	Ubxn2b	1	1
chr4	6201778	6203778	Cyp7a1	1	1
chr4	6291826	6293826	Sdcbp	2	1
chr4	6380418	6382418	Nsmaf	1	1
chr4	6916870	6918870	Tox	1	1
chr4	7486834	7488834	8430436N08Rik	1	1
chr4	8165188	8167188	Car8	1	1
chr4	8461790	8463790	Rab2a	1	1
chr4	8616552	8618552	Chd7	1	1
chr4	9195463	9197463	Clvs1	1	1
chr4	9569864	9571864	Asph	11	3
chr4	9595309	9597491	Asph	11	3
chr4	9696731	9698731	4930412C18Rik	1	1
chr4	9770518	9772518	Gdf6	1	1
chr4	9843544	9845544	4930448K20Rik	1	1
chr4	10723949	10725949	1700123O12Rik	1	1
chr4	10800644	10802644	2610301B20Rik	1	1
chr4	10933766	10935766	Plekhf2	1	1
chr4	11002352	11004352	Ndufaf6	1	1
chr4	11060243	11062243	Mir684-2	1	1
chr4	11082587	11084587	Trp53inp1	2	1
chr4	11117497	11119855	Ccne2	3	2
chr4	11180406	11182406	Ints8	2	1
chr4	11248278	11250278	Dpy19l4	1	1
chr4	11312930	11314930	Esrp1	2	1
chr4	11412104	11414104	1110037F02Rik	1	1
chr4	11485066	11487066	Rad54b	2	1
chr4	11505808	11507808	Fsbp	1	1
chr4	11630593	11632593	Gem	1	1
chr4	11684303	11686303	Cdh17	1	1
chr4	11891860	11894597	Pdp1	5	3
chr4	11892720	11894720	1700123M08Rik	1	1
chr4	12014104	12016154	Tmem67	2	2
chr4	12015516	12017516	Rbm12b2	1	1
chr4	12066263	12068263	Rbm12b1	1	1
chr4	12098162	12100162	Fam92a	2	1
chr4	12832983	12834983	Triqk	2	1
chr4	13669448	13671448	Runx1t1	3	3
chr4	13677443	13679443	Runx1t1	3	3
chr4	13710928	13712928	Runx1t1	3	3
chr4	14217456	14219456	Gm2560	1	1
chr4	14547925	14549925	Slc26a7	1	1
chr4	14722199	14724199	Lrrc69	1	1
chr4	14752734	14754734	Otud6b	1	1
chr4	14790365	14792365	Tmem55a	1	1
chr4	14856787	14858787	Gm11837	1	1
chr4	15075278	15077278	Necab1	1	1
chr4	15191966	15193966	Tmem64	1	1
chr4	15807410	15809410	Calb1	1	1
chr4	15869138	15871138	Mir6400	1	1
chr4	15871654	15873654	Decr1	1	1
chr4	15884113	15886113	Nbn	1	1
chr4	15940024	15942024	Osgin2	1	1
chr4	16089645	16091645	Ripk2	1	1
chr4	16090256	16092256	A530072M11Rik	1	1
chr4	17779628	17781628	Mmp16	1	1
chr4	19206996	19208996	Cngb3	1	1
chr4	19496251	19498251	Cpne3	1	1
chr4	19501212	19503212	Rmdn1	1	1
chr4	19635151	19637151	Wwp1	4	1
chr4	19744873	19746873	Slc7a13	1	1
chr4	19848713	19850713	Atp6v0d2	1	1
chr4	19931886	19933886	4930480G23Rik	1	1
chr4	19934389	19936475	Ttpa	2	2
chr4	19968198	19970198	Ggh	1	1
chr4	20704815	20706815	Nkain3	2	1
chr4	21612110	21614110	Prdm13	1	1
chr4	21653847	21655847	Ccnc	4	1
chr4	21693358	21695358	Tstd3	1	1
chr4	21702416	21704416	Usp45	2	1
chr4	21773729	21775729	Pnisr	1	1
chr4	21774595	21776595	4930528A17Rik	1	1
chr4	21805821	21807821	Coq3	1	1
chr4	21857472	21859472	Faxc	1	1
chr4	22283689	22285689	Fbxl4	4	1
chr4	22414513	22416513	Pou3f2	1	1
chr4	22416694	22418694	Pnky	1	1
chr4	24422608	24424608	Mms22l	1	1
chr4	24777233	24779233	Klhl32	2	1
chr4	24824229	24826229	Ndufaf4	1	1
chr4	24899565	24901565	Gpr63	1	1
chr4	25169023	25171023	Fhl5	1	1
chr4	25207968	25209968	Ufl1	1	1
chr4	25726150	25728150	Fut9	1	1
chr4	26272799	26274799	Manea	1	1
chr4	26631596	26633596	4930548K13Rik	1	1
chr4	28739280	28741294	Epha7	3	2
chr4	30590745	30592745	4930556G01Rik	1	1
chr4	32050081	32052081	Map3k7	2	1
chr4	32503409	32505409	Bach2	1	1
chr4	32657637	32659637	Bach2os	1	1
chr4	32688357	32690357	Gja10	1	1
chr4	32701444	32703444	Casp8ap2	2	1
chr4	32743093	32745093	Mdn1	1	1
chr4	32886233	32888233	Lyrm2	1	1
chr4	33009480	33011480	Ankrd6	3	2
chr4	33036801	33038801	Ankrd6	3	2
chr4	33068972	33070972	Rragd	1	1
chr4	33117298	33119298	4933421O10Rik	1	1
chr4	33117399	33119399	Ube2j1	1	1
chr4	33149086	33151086	Gabrr2	1	1
chr4	33218530	33220530	Gabrr1	1	1
chr4	33275712	33277712	Pm20d2	1	1
chr4	33294965	33296965	Srsf12	1	1
chr4	33334762	33336762	Pnrc1	1	1
chr4	33396285	33398285	Rngtt	2	1
chr4	33524055	33526055	Mir8118	1	1
chr4	34010606	34012606	Cnr1	1	1
chr4	34136040	34138042	Spaca1	2	2
chr4	34496863	34498863	Akirin2	1	1
chr4	34561191	34563191	Orc3	2	1
chr4	34561206	34563206	Rars2	1	1
chr4	34633687	34635687	Slc35a1	1	1
chr4	34676455	34678455	Cfap206	1	1
chr4	34702508	34704508	Gm136	1	1
chr4	34724586	34726586	Smim8	1	1
chr4	34829197	34831197	Zfp292	1	1
chr4	34840027	34842027	Cga	1	1
chr4	34857730	34859730	Platr9	1	1
chr4	35098303	35100303	Ifnk	1	1
chr4	35103733	35105733	Mob3b	1	1
chr4	35172129	35174129	3110043O21Rik	1	1
chr4	35791445	35793445	Lingo2	4	3
chr4	36664996	36666996	Lingo2	4	3
chr4	36897777	36899777	Lingo2	4	3
chr4	36591486	36593486	Mir876	1	1
chr4	36614542	36616542	Mir873b	1	1
chr4	36614619	36616619	Mir873a	1	1
chr4	39396325	39398325	1700009N14Rik	1	1
chr4	40089297	40091297	Aco1	1	1
chr4	40185858	40187858	Ddx58	1	1
chr4	40215611	40217611	Toporsos	1	1
chr4	40215874	40217874	Topors	1	1
chr4	40225454	40227454	Ndufb6	1	1
chr4	40259264	40261264	4930509K18Rik	1	1
chr4	40418212	40421162	Tmem215	2	2
chr4	40471581	40473581	4933428C19Rik	1	1
chr4	40648949	40651227	Aptx	3	2
chr4	40668350	40670874	Gm6297	2	2
chr4	40668500	40670962	Dnaja1	3	3
chr4	40668949	40670949	Mir207	1	1
chr4	40703918	40705918	Smu1	1	1
chr4	40796171	40798171	Mir5123	1	1
chr4	40800570	40802570	B4galt1	1	1
chr4	40866088	40868088	Spink4	1	1
chr4	40894327	40896327	Bag1	2	1
chr4	40894585	40896585	Chmp5	1	1
chr4	40916938	40918975	Nfx1	3	2
chr4	40939727	40941727	Mir3094	1	1
chr4	40994169	40996169	Aqp7	1	1
chr4	41044216	41046216	Aqp3	1	1
chr4	41070372	41072372	Nol6	1	1
chr4	41082053	41084053	Ube2r2	1	1
chr4	41221168	41223168	Ubap2	1	1
chr4	41260934	41262934	Dcaf12	1	1
chr4	41295028	41297028	Ubap1	2	1
chr4	41410881	41412881	Kif24	1	1
chr4	41411180	41413180	Nudt2	1	1
chr4	41449108	41451108	AI464131	1	1
chr4	41453797	41455797	1110017D15Rik	8	2
chr4	41463366	41465366	1110017D15Rik	8	2
chr4	41463469	41465469	Fam219aos	1	1
chr4	41515560	41517560	Fam219a	2	1
chr4	41515826	41517826	Dnaic1	1	1
chr4	41586335	41588335	Enho	1	1
chr4	41641485	41645123	Cntfr	3	2
chr4	41659549	41661549	Rpp25l	1	1
chr4	41669195	41671195	Dctn3	2	1
chr4	41677174	41679174	Arid3c	2	1
chr4	41687232	41689232	Sigmar1	8	1
chr4	41701100	41704082	Galt	2	2
chr4	41706315	41710182	Il11ra1	3	2
chr4	41716085	41718085	Ccl27a	4	4
chr4	41719974	41722049	Ccl27a	4	4
chr4	41762293	41764293	Gm3893	1	1
chr4	41773206	41775206	Ccl21c	6	4
chr4	41984509	41986509	Ccl21c	6	4
